eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,child_actor,actor_type,actor_type_real
Park Ji Hyun,3,박지현,1.0,1986-12-07,Notfound,,,,,"뉴스
관련도순 최신순 모바일 메인 언론사",관련도순최신순모바일메인언론사
Kim Moo Joon,2,김무준,0.0,1986-12-07,Notfound,,,,,"김무준
탤런트",탤런트
Lee Byung Hun,2,이병헌,0.0,1986-12-07,28,,,,,"이병헌
영화배우, 탤런트","영화배우,탤런트"
Shin Min Ah,6,신민아,1.0,1986-12-07,13,,,,,"신민아
양민아
영화배우, 탤런트","양민아영화배우,탤런트"
Cha Seung Won,4,차승원,0.0,1986-12-07,21,,,,,"차승원
영화배우, 모델","영화배우,모델"
Lee Min Ki,5,이민기,0.0,1986-12-07,14,,,,,"이민기
탤런트, 영화배우","탤런트,영화배우"
Kim Ji Won,7,김지원,1.0,1986-12-07,14,,,,,"김지원
탤런트, 영화배우","탤런트,영화배우"
Lee Kyung Young,3,이경영,0.0,1986-12-07,35,,,,,"이경영
영화배우",영화배우
Jung Sang Hoon,7,정상훈,0.0,1986-12-07,37,,,,,"정상훈
방송연예인, 뮤지컬배우","방송연예인,뮤지컬배우"
Lee Joon Gi,6,이준기,0.0,1986-12-07,17,,,,,"이준기
영화배우, 탤런트","영화배우,탤런트"
Choo Ja Hyun,3,추자현,1.0,1986-12-07,29,,,,,"추자현
추은주
탤런트, 영화배우","추은주탤런트,영화배우"
Lee Yo Won,6,이요원,1.0,1986-12-07,18,,,,,"이요원
영화배우, 탤런트","영화배우,탤런트"
Kim Gyu Ri,1,김규리,1.0,1986-12-07,32,,,,,"김규리
탤런트, 영화배우","탤런트,영화배우"
Jang Hye Jin,2,장혜진,1.0,1986-12-07,12,,,,,"장혜진
연극배우",연극배우
Joo Min Kyung,1,주민경,1.0,1986-12-07,8,,,,,"주민경
탤런트, 영화배우","탤런트,영화배우"
Shin Dong Mi,1,신동미,1.0,1986-12-07,25,,,,,"신동미
영화배우",영화배우
Oh Min Suk,5,오민석,0.0,1986-12-07,24,,,,,"오민석
탤런트, 영화배우","탤런트,영화배우"
Yoon Shi Yoon,8,윤시윤,0.0,1986-12-07,24,,,,,"윤시윤
탤런트, 영화배우","탤런트,영화배우"
Bae Da Bin,1,배다빈,1.0,1986-12-07,8,,,,,"배다빈
탤런트",탤런트
Seo Bum June,1,서범준,0.0,1986-12-07,Notfound,,,,,"서범준
Bum June Seo
영화배우",영화배우
Choi Ye Bin,1,최예빈,1.0,1986-12-07,7,,,,,"최예빈
탤런트",탤런트
Rowoon,4,로운,0.0,1986-12-07,Notfound,,,,,"로운
가수, 탤런트","가수,탤런트"
Lee Soo Hyuk,7,이수혁,0.0,1986-12-07,21,,,,,"이수혁
이혁수
영화배우, 모델","이혁수영화배우,모델"
Yun Ji On,2,윤지온,0.0,1986-12-07,10,,,,,"윤지온
탤런트, 영화배우","탤런트,영화배우"
Jo Hyuk Joon,1,조혁준,0.0,1986-12-07,Notfound,,,,,"조혁준
Hyuk Jun Cho
탤런트",탤런트
Kang Eun Bin,1,강은빈,0.0,1986-12-07,3,,,,,"강은빈
탤런트",탤런트
Kim Sung Gyu,4,김성규,0.0,1986-12-07,Notfound,,,,,"김성규
Sungkyu Kim
영화배우",영화배우
Jeon Yu Bin,1,전유빈,0.0,1986-12-07,Notfound,,,,,"전유빈
가수",가수
Yoo Young Mo,1,유영모,0.0,1986-12-07,Notfound,,,,,지식백과,지식백과
Lee Jung Min,3,이정민,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
이정민
아나운서
1980.
이정민
아나운서
1977.
이정민
탤런트
1995.
이정민
골프선수
1992.
이정민
탤런트
이정민
야구코치
1979.
동명이인 노출기준
이 정보가 표시된 이유",이정민아나운서1980.이정민아나운서1977.이정민탤런트1995.이정민골프선수1992.이정민탤런트이정민야구코치1979.동명이인노출기준이정보가표시된이유
Min In Gi,1,민인기,0.0,1986-12-07,Notfound,,,,,"민인기
연극배우, 뮤지컬배우","연극배우,뮤지컬배우"
Ha Do Gwon,1,김용구,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
김용구
정당인
1940.
김용구
명예교수
1937.
김용구
기업인
1944.
김용구
전문직업인
1953.
김용구
정무직공무원
1957.
김용구
기업인
1948.
동명이인 노출기준
이 정보가 표시된 이유",김용구정당인1940.김용구명예교수1937.김용구기업인1944.김용구전문직업인1953.김용구정무직공무원1957.김용구기업인1948.동명이인노출기준이정보가표시된이유
Lee Won Keun,6,이원근,0.0,1986-12-07,17,,,,,"이원근
Won Keun Lee
영화배우, 탤런트","영화배우,탤런트"
Kim Sung Ryung,4,김성령,1.0,1986-12-07,43,,,,,"김성령
탤런트, 미스코리아","탤런트,미스코리아"
Lee Hye Young,3,이혜영,1.0,1986-12-07,Notfound,,,,,"이혜영
탤런트, 화가","탤런트,화가"
Kim Ha Neul,4,김하늘,1.0,1986-12-07,16,,,,,"김하늘
영화배우, 탤런트","영화배우,탤런트"
Kim Jae Wook,4,김재욱,0.0,1986-12-07,16,,,,,"김재욱
영화배우",영화배우
Krystal Jung,5,크리스,1.0,1986-12-07,Notfound,,,,,"크리스 존슨
Kris Johnson
방송연예인",방송연예인
Jo Bo Ah,9,조보아,1.0,1986-12-07,22,2012.0,,0.0,0.0,"조보아
탤런트",탤런트
Oh Yeon Soo,1,오연수,1.0,1986-12-07,31,,,,,"오연수
탤런트, 영화배우","탤런트,영화배우"
Kim Young Min,4,김영민,0.0,1986-12-07,9,,,,,"김영민
金永敏, Young Min Kim
영화배우, 연극배우","金永敏,영화배우,연극배우"
Park Joo Mi,3,박주미,1.0,1986-12-07,20,,,,,"박주미
탤런트, 영화배우","탤런트,영화배우"
Kang Shin Hyo,1,강신효,0.0,1986-12-07,11,,,,,"강신효
Shin Hyo Kang
영화배우",영화배우
Lee Ga Ryeong,4,이가령,1.0,1986-12-07,7,,,,,"이가령
탤런트",탤런트
Jeon Soo Kyung,3,전수경,1.0,1986-12-07,Notfound,,,,,"전수경
뮤지컬배우, 영화배우","뮤지컬배우,영화배우"
Ji Young San,1,지영산,0.0,1986-12-07,6,,,,,"지영산
권혁종, 池姈珊, Gee Young San
탤런트, VJ","권혁종,池姈珊,탤런트,"
Ok Jin Uk,1,옥진욱,0.0,1986-12-07,5,,,,,"옥진욱
가수, 탤런트","가수,탤런트"
Kang Hui,1,강희,0.0,1986-12-07,Notfound,,,,,"강희
탤런트, 영화배우","탤런트,영화배우"
Lee Ji Hoon,9,이지훈,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
이지훈
영화배우
이지훈
영화배우
1979.
이지훈
탤런트
1979.
이지훈
e스포츠감독
1992.
이지훈
스포츠기관단체인
1980.
이지훈
가수
1983.
동명이인 노출기준
이 정보가 표시된 이유",이지훈영화배우이지훈영화배우1979.이지훈탤런트1979.이지훈스포츠감독1992.이지훈스포츠기관단체인1980.이지훈가수1983.동명이인노출기준이정보가표시된이유
Han Chae Young,2,한채영,1.0,1986-12-07,29,,,,,"한채영
김지영
영화배우, 탤런트","김지영영화배우,탤런트"
Ji Yi Soo,1,지이수,1.0,1986-12-07,9,,,,,"지이수
탤런트, 영화배우","탤런트,영화배우"
Koo Ja Sung,3,구자성,0.0,1986-12-07,Notfound,,,,,"구자성
탤런트",탤런트
Im Sung Kyun,1,임성균,0.0,1986-12-07,Notfound,,,,,"임성균
탤런트",탤런트
Shin Yong Seok,1,신용석,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
신용석
탤런트
1996.
신용석
문화기관단체인
1941.
신용석
야구선수
2003.
신용석
가수
1990.
신용석
법조인
1958.
다음
동명이인 노출기준
이 정보가 표시된 이유",신용석탤런트1996.신용석문화기관단체인1941.신용석야구선수2003.신용석가수1990.신용석법조인1958.다음동명이인노출기준이정보가표시된이유
Go Ah Sung,6,고아성,1.0,1986-12-07,13,,,,,"고아성
탤런트, 영화배우","탤런트,영화배우"
Park Yong Woo,3,박용우,0.0,1986-12-07,Notfound,,,,,"박용우
축구선수",축구선수
Cha Hun,1,차훈,0.0,1986-12-07,1,2015.0,0.0,1.0,,"차훈
가수, 탤런트","가수,탤런트"
Yoon Chae Kyung,2,윤채경,1.0,1986-12-07,14,,,,,"윤채경
탤런트, 가수","탤런트,가수"
Joo Jong Hyuk,1,주종혁,0.0,1986-12-07,Notfound,,,,,"주종혁
영화배우",영화배우
Park So Eun,1,박소은,1.0,1986-12-07,Notfound,,,,,"박소은
가수",가수
Park Jung Yeon,1,박정연,1.0,1986-12-07,3,,,,,"박정연
Jeong Yeon Park
영화배우",영화배우
Kim Gab Soo,3,김갑수,0.0,1986-12-07,77,,,,,"김갑수
영화배우, 탤런트","영화배우,탤런트"
Park Hae Joon,4,박상우,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
박상우
쇼핑호스트
박상우
전 공기업인
1961.
박상우
전 기초의원
1971.~2023.
박상우
농구선수
2000.
박상우
팝페라가수
1969.
박해준
영화배우
동명이인 노출기준
이 정보가 표시된 이유",박상우쇼핑호스트박상우전공기업인1961.박상우전기초의원1971.~2023.박상우농구선수2000.박상우팝페라가수1969.박해준영화배우동명이인노출기준이정보가표시된이유
Kim Ji Hyun,1,김지현,1.0,1986-12-07,7,,,,,"김지현
연극배우, 뮤지컬배우","연극배우,뮤지컬배우"
Son Ye Jin,3,손예진,1.0,1986-12-07,11,,,,,"손예진
손언진
영화배우, 탤런트","손언진영화배우,탤런트"
Jeon Mi Do,3,전미도,1.0,1986-12-07,4,,,,,"전미도
뮤지컬배우, 연극배우","뮤지컬배우,연극배우"
Lee Si Young,6,이시영,1.0,1986-12-07,39,,,,,"이시영
Lee Si Young
탤런트, 영화배우","탤런트,영화배우"
Seo Kang Joon,8,서강준,0.0,1986-12-07,16,,,,,"서강준
탤런트, 영화배우","탤런트,영화배우"
Kim Ah Joong,3,김아중,1.0,1986-12-07,11,,,,,"김아중
Kim A Joong
영화배우, 탤런트","영화배우,탤런트"
Choi Hyun Wook,2,최현욱,0.0,1986-12-07,12,,,,,"최현욱
탤런트",탤런트
Nam Joo Hyuk,7,남주혁,0.0,1986-12-07,15,,,,,"남주혁
탤런트, 영화배우","탤런트,영화배우"
Lee Joo Myung,1,이주명,1.0,1986-12-07,8,,,,,"이주명
탤런트",탤런트
Song Kang,6,송강,0.0,1986-12-07,Notfound,,,,,"송강
탤런트",탤런트
Yura,4,유라,1.0,1986-12-07,Notfound,,,,,"유라
김아영
탤런트, 가수","김아영탤런트,가수"
Park Jung Chul,1,박정철,0.0,1986-12-07,33,,,,,"박정철
박철
탤런트, 영화배우","박철탤런트,영화배우"
Wang Bit Na,3,왕빛나,1.0,1986-12-07,32,,,,,"왕빛나
탤런트, 영화배우","탤런트,영화배우"
Jung Ae Ri,1,정애리,1.0,1986-12-07,84,,,,,"정애리
Ae Rie Chung
탤런트, 영화배우","탤런트,영화배우"
Go In Beom,1,고인범,0.0,1986-12-07,44,,,,,"고인범
In Beom Ko
탤런트, 연극배우","탤런트,연극배우"
Ji Seung Hyun,4,지승현,0.0,1986-12-07,22,,,,,"지승현
Ji Seung Hyun
영화배우, 탤런트","영화배우,탤런트"
Ok Go Woon,1,옥고운,1.0,1986-12-07,13,,,,,"옥지영
옥고운
영화배우, 탤런트","옥고운영화배우,탤런트"
Seo Eun Ah,2,서은아,1.0,1986-12-07,9,,,,,"서은아
영화배우",영화배우
Cho Yi Hyun,2,조이현,1.0,1986-12-07,9,,,,,"조이현
탤런트",탤런트
Kang Daniel,1,강다니,0.0,1986-12-07,Notfound,,,,,Notfound,정보없음
Yoo Jun,2,유준,0.0,1986-12-07,Notfound,,,,,"유준
탤런트",탤런트
Hyuk,1,혁,0.0,1986-12-07,Notfound,,,,,"혁
한상혁
가수, 영화배우","한상혁가수,영화배우"
Kim So Jin,1,김소진,1.0,1986-12-07,3,,,,,"김소진
Kim So Jin
연극배우, 영화배우","연극배우,영화배우"
Rain,4,비,0.0,1986-12-07,Notfound,,,,,"성북구 동선동
성북구 동선동 CCTV
오늘
내일
모레
월간",성북구동선동오늘내일모레월간
Uee,8,유이,1.0,1986-12-07,Notfound,,,,,"유이
U-IE
가수, 탤런트","-가수,탤런트"
Song Ji Eun,3,송지은,1.0,1986-12-07,14,,,,,"송지은
Song Jieun
탤런트, 가수","탤런트,가수"
Sung Ji Ru,1,성지루,0.0,1986-12-07,34,,,,,"성지루
영화배우, 탤런트","영화배우,탤런트"
Bae Doo Na,6,배두나,1.0,1986-12-07,29,,,,,"배두나
탤런트, 영화배우","탤런트,영화배우"
Gong Yoo,2,공유,0.0,1986-12-07,Notfound,,,,,"공유
공지철
탤런트, 영화배우","공지철탤런트,영화배우"
Jun,1,박준희,0.0,1986-12-07,3,,,,,"박준희
Park Junhee
가수",가수
Yoo Hyun Woo,1,유현우,0.0,1986-12-07,Notfound,,,,,"유현우
탤런트",탤런트
Yoo Seung Ho,7,유승호,0.0,1986-12-07,27,2000.0,,0.0,1.0,"유승호
탤런트, 영화배우","탤런트,영화배우"
Byeon Woo Seok,3,변우석,0.0,1986-12-07,15,,,,,"변우석
탤런트",탤런트
Joy,3,조이,1.0,1986-12-07,Notfound,,,,,"조이
박수영, JOY
가수","박수영,가수"
Kim Kyung Nam,4,김경남,0.0,1986-12-07,12,,,,,"김경남
탤런트, 연극배우","탤런트,연극배우"
Kang Ye Won,2,강예원,1.0,1986-12-07,9,,,,,"강예원
영화배우",영화배우
Kwon Na Ra,6,권나라,1.0,1986-12-07,14,,,,,"권나라
탤런트, 영화배우","탤런트,영화배우"
Kim Ji Soo,8,김지수,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
김지수
영화배우
김지수
축구선수
2004.
지수
영화배우
김지수
영화배우
김지수
가수
1990.
김지수
기자
동명이인 노출기준
이 정보가 표시된 이유",김지수영화배우김지수축구선수2004.지수영화배우김지수영화배우김지수가수1990.김지수기자동명이인노출기준이정보가표시된이유
Yoon Se Ah,6,윤세아,1.0,1986-12-07,33,,,,,"윤세아
Yoon Se A
영화배우",영화배우
Kim Hye Yoon,3,김혜윤,1.0,1986-12-07,11,,,,,"김혜윤
영화배우, 탤런트","영화배우,탤런트"
Go Eun Ah,1,고은아,1.0,1986-12-07,19,,,,,"고은아
방효진
영화배우, 모델","방효진영화배우,모델"
Heo Young Ji,2,허영지,1.0,1986-12-07,38,,,,,"허영지
Young Ji Hur
가수, 탤런트","가수,탤런트"
Lee Mi So,1,이미소,1.0,1986-12-07,8,,,,,"이루안
영화배우",영화배우
Son Soo Ah,1,손수아,1.0,1986-12-07,5,,,,,"손수아
영화배우, 모델","영화배우,모델"
Ham Eun Jung,4,함은정,1.0,1986-12-07,25,,,,,"함은정
엘시, ELSIE
가수, 영화배우","엘시,가수,영화배우"
Kim Jin Yeop,2,김진엽,0.0,1986-12-07,Notfound,,,,,"김진엽
기자",기자
Hwang Shin Hye,2,황정만,1.0,1986-12-07,38,,,,,"황신혜
황정만
탤런트, 영화배우","황정만탤런트,영화배우"
Yoon Da Hoon,2,윤다훈,0.0,1986-12-07,46,,,,,"윤다훈
영화배우, 탤런트","영화배우,탤런트"
Shim Hye Jin,1,심혜진,1.0,1986-12-07,Notfound,,,,,"심혜진
탤런트",탤런트
Son Sung Yoon,2,손성윤,1.0,1986-12-07,17,,,,,"손성윤
탤런트",탤런트
Kim Yeong Cheol,4,김영철,0.0,1986-12-07,Notfound,,,,,"김영철
탤런트, 영화배우","탤런트,영화배우"
Park Jin Hee,6,박진희,1.0,1986-12-07,29,,,,,"박진희
영화배우, 탤런트","영화배우,탤런트"
Park Sun Young,2,박선영,1.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
박선영
아나운서
박선영
영화배우
박선영
탤런트
박선영
대학교수
박선영
탤런트
박선영
대학교수
1961.
동명이인 노출기준
이 정보가 표시된 이유",박선영아나운서박선영영화배우박선영탤런트박선영대학교수박선영탤런트박선영대학교수1961.동명이인노출기준이정보가표시된이유
Lee Kyung Hoon,1,이경훈,0.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
이경훈
공공기관인
1960.
이경훈
영화배우
2010.
이경훈
골프선수
1991.
이경훈
대학교수
이경훈
기업인
이경훈
대학교수
동명이인 노출기준
이 정보가 표시된 이유",이경훈공공기관인1960.이경훈영화배우2010.이경훈골프선수1991.이경훈대학교수이경훈기업인이경훈대학교수동명이인노출기준이정보가표시된이유
Lee Shi Won,2,이시원,1.0,1986-12-07,24,,,,,"이시원
영화배우, 탤런트","영화배우,탤런트"
Ha Seok Jin,8,하석진,0.0,1986-12-07,36,,,,,"하석진
탤런트, 영화배우","탤런트,영화배우"
Im Hyun Joo,1,임현주,1.0,1986-12-07,7,,,,,"임현주
탤런트",탤런트
Park Soo Ae,3,박수애,1.0,1986-12-07,Notfound,,,,,"VIEW
전체 블로그 카페
기본뷰
타임라인뷰
멀티미디어뷰",전체블로그카페기본뷰타임라인뷰멀티미디어뷰
Kim Kang Woo,7,김강우,0.0,1986-12-07,19,,,,,"김강우
탤런트, 영화배우","탤런트,영화배우"
Kim Mi Sook,2,김미숙,1.0,1986-12-07,65,,,,,"김미숙
Misook Kim
탤런트, 영화배우","탤런트,영화배우"
Lee Yi Dam,1,이이담,1.0,1986-12-07,3,,,,,"이이담
영화배우",영화배우
Kim Da Mi,2,김다미,1.0,1986-12-07,3,,,,,"김다미
영화배우, 탤런트","영화배우,탤런트"
Kim Sung Cheol,4,김성철,0.0,1986-12-07,9,,,,,"김성철
뮤지컬배우, 영화배우","뮤지컬배우,영화배우"
Song Yoon Ah,5,송윤아,1.0,1986-12-07,27,,,,,"송윤아
탤런트, 영화배우","탤런트,영화배우"
Kim Soo Hyun,3,김수현,0.0,1986-12-07,16,,,,,"김수현
탤런트, 영화배우","탤런트,영화배우"
Kim Yo Han,2,김요한,0.0,1986-12-07,15,,,,,"김요한
가수",가수
Hwang Bo Reum Byeol,1,황보름,1.0,1986-12-07,Notfound,,,,,"네이버 도서이 정보가 표시된 이유
다른 사이트를 보시려면 클릭하세요다른 사이트 더보기",다른사이트를보시려면클릭하세요다른사이트더보기
Seo Hee Seon,1,서희선,1.0,1986-12-07,Notfound,,,,,"서희선
탤런트",탤런트
Shim Dal Gi,1,심달기,1.0,1986-12-07,8,,,,,"심달기
Dalgi Shim
영화배우",영화배우
Choi Bo Min,1,최보민,0.0,1986-12-07,10,,,,,"최보민
가수",가수
Lee Na Gyung,1,이나경,1.0,1986-12-07,8,,,,,"이나경
가수",가수
Heo Jung Hee,1,허정희,1.0,1986-12-07,2,,,,,"허정희
영화배우, 탤런트","영화배우,탤런트"
Won Jin Ah,5,원진아,1.0,1986-12-07,6,,,,,"원진아
Jin A Won
영화배우, 탤런트","영화배우,탤런트"
Yoo Ah In,3,유아인,0.0,1986-12-07,13,,,,,"유아인
탤런트, 영화배우","탤런트,영화배우"
Yang Ik Jun,2,양익준,0.0,1986-12-07,12,,,,,"양익준
영화감독, 영화배우","영화감독,영화배우"
Park Jung Min,2,박정민,0.0,1986-12-07,10,,,,,"박정민
영화배우",영화배우
Hyung Won,2,형원,0.0,1986-12-07,Notfound,,,,,"형원
가수",가수
Joo Se Bin,1,주세빈,1.0,1986-12-07,3,,,,,"주세빈
탤런트",탤런트
Park Eun Hye,4,박은혜,1.0,1986-12-07,39,,,,,"박은혜
탤런트, 영화배우","탤런트,영화배우"
Tony Ahn,1,토니안,0.0,1986-12-07,48,,,,,"토니안
안승호
가수",안승호가수
Jo Yoo Jung,1,조유정,1.0,1986-12-07,Notfound,,,,,"조유정
탤런트",탤런트
Ryu Eui Hyun,1,류의현,0.0,1986-12-07,11,,,,,"류의현
영화배우",영화배우
Cho Mi Yeon,1,조미연,1.0,1986-12-07,Notfound,,,,,"조미연
전 학교법인인",전학교법인인
Kim Min Ki,1,김민기,0.0,1986-12-07,Notfound,,,,,"김민기
金敏基
국회의원, 정당인","金敏基국회의원,정당인"
Kwon Young Eun,1,권영은,1.0,1986-12-07,1,,,,,"권영은
영화배우",영화배우
Jang Ki Yong,6,장기용,0.0,1986-12-07,19,,,,,"장기용
탤런트, 영화배우","탤런트,영화배우"
Choi Hee Seo,3,최희서,1.0,1986-12-07,7,,,,,"최희서
Moon Choi
영화배우",영화배우
Jin Kyung,2,진경,1.0,1986-12-07,Notfound,,,,,"진경
영화배우, 연극배우","영화배우,연극배우"
Im Soo Jung,3,임수정,1.0,1986-12-07,5,,,,,"임수정
영화배우, 탤런트","영화배우,탤런트"
Ahn Sol Bin,2,안솔빈,1.0,1986-12-07,20,,,,,"솔빈
안솔빈
가수, 탤런트","안솔빈가수,탤런트"
Han So Eun,3,한소은,1.0,1986-12-07,12,,,,,"한소은
Han So Eun
탤런트",탤런트
EXY,1,엑시,1.0,1986-12-07,Notfound,,,,,"엑시
추소정, EXY
가수, 탤런트","추소정,가수,탤런트"
I.L,1,그린,1.0,1986-12-07,Notfound,,,,,Notfound,정보없음
Ok Taec Yeon,5,옥택연,0.0,1986-12-07,28,,,,,"옥택연
가수, 영화배우","가수,영화배우"
Jung In Sun,5,정인선,1.0,1986-12-07,17,,,,,"정인선
탤런트, 영화배우","탤런트,영화배우"
Han Hyo Joo,2,한효주,1.0,1986-12-07,15,,,,,"한효주
탤런트, 영화배우","탤런트,영화배우"
Baek Sung Chul,2,백성철,0.0,1986-12-07,Notfound,,,,,"백성철
모델",모델
Lee Young Ae,2,이영애,1.0,1986-12-07,21,,,,,"이영애
영화배우, 탤런트","영화배우,탤런트"
Kim Hye Joon,2,김혜준,1.0,1986-12-07,13,,,,,"김혜준
영화배우, 탤런트","영화배우,탤런트"
Jo Hyun Chul,1,조현철,0.0,1986-12-07,8,,,,,"조현철
영화배우",영화배우
Cha Joo Young,1,차주영,1.0,1986-12-07,11,,,,,"차주영
탤런트",탤런트
Kim Su Hyun,2,김수현,1.0,1986-12-07,16,,,,,"김수현
탤런트, 영화배우","탤런트,영화배우"
Lee Hee Joon,2,이희준,0.0,1986-12-07,20,,,,,"이희준
영화배우, 탤런트","영화배우,탤런트"
Park Ho San,2,박호산,0.0,1986-12-07,24,1997.0,,0.0,0.0,"박호산
박정환
뮤지컬배우, 연극배우","박정환뮤지컬배우,연극배우"
Ong Seong Wu,3,옹성우,0.0,1986-12-07,10,,,,,"옹성우
ONG SEONG WU
탤런트, 영화배우","탤런트,영화배우"
Jun Ji Hyun,2,전지현,1.0,1986-12-07,6,,,,,"전지현
영화배우",영화배우
Joo Ji Hoon,6,주지훈,0.0,1986-12-07,14,,,,,"주지훈
탤런트, 영화배우","탤런트,영화배우"
Jang Eui Soo,3,장의수,0.0,1986-12-07,10,,,,,"장의수
Eui Soo Jang
탤런트, 모델","탤런트,모델"
Lee Chan Hyung,1,이찬형,0.0,1986-12-07,Notfound,,,,,"이찬형
Chan Hyeong Lee
탤런트",탤런트
Han So Hee,4,한소희,1.0,1986-12-07,11,,,,,"한소희
탤런트",탤런트
Go Hyun Jung,4,고현정,1.0,1986-12-07,21,,,,,"고현정
탤런트, 미스코리아","탤런트,미스코리아"
Bae Yoon Kyung,1,배윤경,1.0,1986-12-07,16,,,,,"배윤경
탤런트",탤런트
Choi Byung Chan,2,최병찬,0.0,1986-12-07,7,,,,,"최병찬
탤런트",탤런트
Han Da Gam,2,한은정,1.0,1986-12-07,38,,,,,"한다감
한은정
탤런트, 영화배우","한은정탤런트,영화배우"
Han Sang Jin,2,한상진,0.0,1986-12-07,Notfound,,,,,"한상진
기자",기자
Shim Ji Ho,3,심지호,0.0,1986-12-07,19,,,,,"심지호
탤런트, 영화배우","탤런트,영화배우"
Park Yeon Ah,1,박연아,1.0,1986-12-07,4,,,,,"박연아
영화배우",영화배우
Lee So E,1,이소이,1.0,1986-12-07,Notfound,,,,,"이소이
탤런트",탤런트
Ma Hyun Ji,1,마현지,1.0,1986-12-07,7,,,,,"마현지
탤런트, 영화배우","탤런트,영화배우"
Jung Su Bin,1,정수빈,0.0,1986-12-07,8,,,,,"정수빈NO.31
두산 베어스
외야수 · 좌투좌타",두산베어스외야수·좌투좌타
Oh Jae Woong,1,오재웅,0.0,1986-12-07,4,,,,,"오재웅
탤런트, 전 피겨스케이팅선수","탤런트,전피겨스케이팅선수"
Shin So Hyun,1,신소현,1.0,1986-12-07,Notfound,,,,,"신소현
Shin So Hyun
탤런트",탤런트
Choi Ji Su,2,최지수,1.0,1986-12-07,8,,,,,"최지수
탤런트, 영화배우","탤런트,영화배우"
Ji Hyun Woo,8,지현우,0.0,1986-12-07,28,,,,,"지현우
영화배우, 가수","영화배우,가수"
Kang Eun Tak,5,강은탁,0.0,1986-12-07,10,,,,,"강은탁
신슬기
탤런트",신슬기탤런트
Yoo Jae Myung,5,유재명,0.0,1986-12-07,23,,,,,"유재명
You Chea Myung
영화배우",영화배우
Han Ye Ri,7,한예리,1.0,1986-12-07,13,,,,,"한예리
김예리, Yeri Han
영화배우, 탤런트","김예리,영화배우,탤런트"
Uhm Tae Goo,2,엄태구,0.0,1986-12-07,9,,,,,"엄태구
영화배우, 탤런트","영화배우,탤런트"
Hwang Hee,2,황희,0.0,1986-12-07,Notfound,,,,,"황희
국회의원, 전 장관","국회의원,전장관"
Lee Ha Nee,5,이하늬,1.0,1986-12-07,19,,,,,"이하늬
Ha Nee Lee
탤런트, 미스코리아","탤런트,미스코리아"
Park Ha Sun,4,박하선,1.0,1986-12-07,31,,,,,"박하선
Ha Seon Park
탤런트, 영화배우","탤런트,영화배우"
Lee Jung Jae,3,이정재,0.0,1986-12-07,14,,,,,"이정재
영화배우, 탤런트","영화배우,탤런트"
Jung Ho Yeon,1,정호연,1.0,1986-12-07,Notfound,,,,,"정호연
모델",모델
Cho Yeo Jung,6,조여정,1.0,1986-12-07,26,,,,,"조여정
탤런트, 영화배우","탤런트,영화배우"
Kim Jee Soo,4,김지수,1.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
김지수
영화배우
김지수
축구선수
2004.
지수
영화배우
김지수
영화배우
김지수
가수
1990.
김지수
기자
동명이인 노출기준
이 정보가 표시된 이유",김지수영화배우김지수축구선수2004.지수영화배우김지수영화배우김지수가수1990.김지수기자동명이인노출기준이정보가표시된이유
Park Se Jin,1,박세진,1.0,1986-12-07,Notfound,,,,,"같은 이름 다른 인물
박세진
영화배우
1996.
박세진
야구선수
1997.
박세진
축구선수
2004.
박세진
농구선수
1993.
박세진
요리전문가
박세진
탤런트
1999.
동명이인 노출기준
이 정보가 표시된 이유",박세진영화배우1996.박세진야구선수1997.박세진축구선수2004.박세진농구선수1993.박세진요리전문가박세진탤런트1999.동명이인노출기준이정보가표시된이유
Gong Hyun Joo,2,공현주,1.0,1986-12-07,28,,,,,"공현주
Kong Hyun Joo
탤런트, 플로리스트","탤런트,플로리스트"
Ryu Joon Yeol,3,류준열,0.0,1986-12-07,7,,,,,"류준열
영화배우, 탤런트","영화배우,탤런트"
Kim Yoo Jung,6,김유정,1.0,1986-12-07,33,,,,,"김유정
영화배우, 탤런트","영화배우,탤런트"
Gong Myung,5,공명,0.0,1986-12-07,Notfound,,,,,Notfound,정보없음
Kim Seon Ho,7,김선호,0.0,1986-12-07,10,,,,,"김선호
연극배우",연극배우
Ji Jin Hee,7,지진희,0.0,1986-12-07,28,,,,,"지진희
탤런트, 영화배우","탤런트,영화배우"
Kim Hye Eun,2,김혜은,1.0,1986-12-07,36,,,,,"김혜은
탤런트, 영화배우","탤런트,영화배우"
Kim Bo Ra,3,김보라,1.0,1986-12-07,28,,,,,"김보라
Bo Ra Kim
영화배우",영화배우
Kim Hong Pa,1,김홍파,0.0,1986-12-07,20,,,,,"김홍파
영화배우",영화배우
Kim Sae Ron,4,김새론,1.0,1986-12-07,16,,,,,"김새론
영화배우",영화배우
