eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,actor_type_real,actor_type,,,child_actor
Seo Hye Jin,1,서혜진,1,22-Feb-88,Notfound,,0,1,서혜진변호사1981.서혜진탤런트1989.서혜진서혜진작가1981.서혜진탤런트1988.서혜진기자서혜진가수서혜진영화배우서혜진필드하키선수1985.다음동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
서혜진
변호사
1981.
서혜진
탤런트
1989.
서혜진
PD
서혜진
작가
1981.
서혜진
탤런트
1988.
서혜진
기자
서혜진
가수
서혜진
영화배우
서혜진
필드하키선수
1985.
다음
동명이인 노출기준
이 정보가 표시된 이유",,,
Kang Suk Jung,1,강석정,0,18-Jun-79,11,,0,0,"탤런트,모델","강석정
Kang Seok Jung
탤런트, 모델",,,
IU,4,이지은,1,16-May-93,Notfound,,0,0,"탤런트,영화배우","이지은
탤런트, 영화배우",,,
Do Won,3,도원,0,27-Aug-94,8,2017,0,0,탤런트,"도원
탤런트",,,
New Sun,1,뉴썬,1,19-Jun-97,Notfound,,0,1,"뉴썬탤런트,가수","최윤선
뉴썬
탤런트, 가수",,,
Kim Ye Ji,1,김예지,1,06-Apr-97,Notfound,,0,0,"국회의원,피아노연주가","김예지
국회의원, 피아노연주가",,,
Ki Tae Hwa,1,기태화,0,03-Nov-93,Notfound,,0,0,정보없음,Notfound,,,
Jang Moon Bok,1,장문복,0,11-Apr-95,2,,0,1,가수,"장문복
가수",,,
Han Bo Reum,2,한보름,1,12-Feb-87,30,,0,0,탤런트,"한보름
탤런트",,,
Kang Ji Hwan,4,강지환,0,20-Mar-77,18,,0,0,"조태규탤런트,영화배우","강지환
조태규
탤런트, 영화배우",,,
Seo Ji Suk,3,서지석,0,09-Sep-81,23,,0,0,"탤런트,영화배우","서지석
탤런트, 영화배우",,,
Ha Shi Eun,1,하시은,1,28-Apr-84,13,,0,0,"탤런트,영화배우","하시은
탤런트, 영화배우",,,
Ha Jae Sook,1,하재숙,1,07-Jan-79,23,,0,0,"탤런트,영화배우","하재숙
Jae Suk Ha
탤런트, 영화배우",,,
Oh Man Suk,2,오만석,0,30-Jan-75,29,,0,0,"영화배우,뮤지컬배우","오만석
영화배우, 뮤지컬배우",,,
Jung Yoo Mi,5,정유미,1,23-Feb-84,12,,0,0,"영화배우,탤런트","정유미
영화배우, 탤런트",,,
Noh Min Woo,2,노민우,0,29-May-86,19,,0,1,"탤런트,가수","노민우
MINUE
탤런트, 가수",,,
Kam Woo Sung,2,감우성,0,01-Oct-70,18,,0,0,영화배우,"감우성
영화배우",,,
Kim Joon Han,2,김준한,0,29-Mar-83,6,,0,0,영화배우,"김준한
영화배우",,,
Kim Hye Sun,1,김혜선,1,28-Sep-69,Notfound,,0,0,"탤런트,영화배우","김혜선
탤런트, 영화배우",,,
Shin Da Eun,3,신다은,1,07-Jan-85,21,,1,0,"연극배우,탤런트","신다은
Shin Da Eun
연극배우, 탤런트",,,
Ahn Yun Hong,1,안연홍,1,19-Jul-76,32,,0,0,"탤런트,영화배우","안연홍
탤런트, 영화배우",,,
Son Woo Hyeok,1,손우혁,0,08-Jan-88,7,,0,0,"손덕기영화배우,탤런트","손우혁
손덕기
영화배우, 탤런트",,,
Choi Moon Hee,1,최문희,1,25-Apr-97,Notfound,,0,0,탤런트,"문희
탤런트",,,
Park Soo Young,1,박수영,1,31-Jul-92,Notfound,,0,0,"朴洙瑩국회의원,전공무원","박수영
朴洙瑩
국회의원, 전 공무원",,,
Jung Sung Ho,1,정성호,0,27-Apr-74,Notfound,,0,0,鄭成湖국회의원,"정성호
鄭成湖
국회의원",,,
Hong Seo Young,2,홍서영,1,07-Jan-95,6,,0,0,"뮤지컬배우,탤런트","홍서영
뮤지컬배우, 탤런트",,,
Choi Sung Won,1,최성원,0,17-Jan-85,12,,0,0,"최민우영화배우,탤런트","최성원
최민우
영화배우, 탤런트",,,
Kim Jae Kyung,2,김재경,1,24-Dec-88,22,,0,1,"탤런트,가수","김재경
탤런트, 가수",,,
Han Soo Yeon,2,한수연,1,24-Apr-83,18,,0,0,"영화배우,탤런트","한수연
Han Soo Yeon
영화배우, 탤런트",,,
Kim Dong Wan,1,김동완,0,21-Nov-79,17,,0,1,"가수,탤런트","김동완
Kim Dong Wan
가수, 탤런트",,,
Kim Hwan Hee,1,김환희,1,25-Aug-02,Notfound,,0,0,탤런트,"김환희
탤런트",,,
Na Jae Min,1,나재민,0,13-Aug-00,Notfound,,0,0,정보없음,Notfound,,,
Kim Ji In,1,김지인,1,17-Sep-96,10,,0,0,탤런트,"김지인
탤런트",,,
Kim Yoo Jin,1,김유진,1,03-May-96,Notfound,,0,1,김유진언론기관단체인유진영화배우김유진칼럼니스트1968.김유진가수김유진외국변호사1986.김유진영화감독1950.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김유진
언론기관단체인
유진
영화배우
김유진
칼럼니스트
1968.
김유진
가수
김유진
외국변호사
1986.
김유진
영화감독
1950.
동명이인 노출기준
이 정보가 표시된 이유",,,
Kim Tae Woo,3,김태우,0,15-Apr-71,Notfound,,0,0,전기초단체장,"김태우
전 기초단체장",,,
Kim Sang Joong,2,김상중,0,06-Aug-65,43,,0,0,"탤런트,영화배우","김상중
탤런트, 영화배우",,,
Chae Shi Ra,3,채시라,1,25-Jun-68,34,,0,0,"탤런트,영화배우","채시라
탤런트, 영화배우",,,
Yoo Dong Geun,2,유동근,0,18-Jun-56,43,,0,0,"탤런트,영화배우","유동근
탤런트, 영화배우",,,
Ki Tae Young,1,기태영,0,09-Dec-78,26,,0,0,"김용우탤런트,영화배우","기태영
김용우
탤런트, 영화배우",,,
Kim Ha Kyung,1,김하경,1,18-Sep-92,4,,0,0,탤런트,"김하경
탤런트",,,
Nam Ki Ae,1,남기애,1,13-Sep-61,26,,1,0,연극배우,"남기애
Nam Kee Ae
연극배우",,,
Joo Jin Mo,4,주진모,0,11-Aug-74,14,,0,0,"영화배우,탤런트","주진모
영화배우, 탤런트",,,
Han Ye Seul,3,한예슬,1,18-Sep-81,16,,0,0,"탤런트,영화배우","한예슬
탤런트, 영화배우",,,
Kim Hee Won,2,김희원,1," Name: Hee Won
Family Name: Kim
Native name: 김희원
Also Known as: Kim Hui Won
Nationality: South Korean",26,,1,0,"영화배우,연극배우","김희원
Kim Hie Won
영화배우, 연극배우",,,
Song Sae Byuk,1,송새벽,0,26-Dec-79,2,,1,0,"영화배우,연극배우","송새벽
영화배우, 연극배우",,,
Go Joon Hee,3,고준희,1,31-Aug-85,19,,0,0,"탤런트,영화배우","고준희
탤런트, 영화배우",,,
Ryu Soo Young,4,류수영,0,05-Sep-79,38,,0,0,"어남선탤런트,영화배우","류수영
어남선
탤런트, 영화배우",,,
Park Han Byul,3,박한별,1,17-Nov-84,17,,0,0,"영화배우,탤런트","박한별
영화배우, 탤런트",,,
Choi Woong,1,"최웅
",0,28-Dec-86,Notfound,,0,0,정보없음,Notfound,,,
Jung Hye Sung,6,정혜성,1,29-Apr-91,19,,0,0,정은주탤런트,"정혜성
정은주
탤런트",,,
Lee Hong Ki,2,이홍기,0,02-Mar-90,36,,0,1,"가수,탤런트","이홍기
가수, 탤런트",,,
Moon Soo Bin,1,문수빈,1,13-Oct-92,Notfound,,0,0,기자,"문수빈
기자",,,
Kim Hye Ja,3,김혜자,1,25-Oct-41,33,,0,0,"탤런트,영화배우","김혜자
탤런트, 영화배우",,,
Lee Seung Joon,4,이승준,0,11-Feb-73,36,,1,0,"영화배우,연극배우","이승준
영화배우, 연극배우",,,
Kim Hyun Sook,4,김현숙,1,16-Oct-78,Notfound,,0,0,"장관,전국회의원","김현숙
장관, 전 국회의원",,,
Lee Na Young,1,이나영,1,22-Feb-79,9,,0,0,"영화배우,탤런트","이나영
영화배우, 탤런트",,,
Ryu Seung Ryong,1,류승룡,0,29-Nov-70,10,,0,0,"柳承龍,영화배우","류승룡
柳承龍, Ryu Seung Ryong
영화배우",,,
Choi Byung Mo,1,최병모,0,14-Jan-72,22,,0,0,영화배우,"최병모
영화배우",,,
Mina,1,"민아
",1,21-Sep-93,Notfound,,0,0,정보없음,Notfound,,,
Jae Hee,2,"재희
",0,25-May-80,Notfound,,0,0,정보없음,Notfound,,,
Jo An,2,"조안
",1,14-Nov-82,Notfound,,0,0,정보없음,Notfound,,,
Kim Hyung Min,1,김형민,0,05-Sep-83,Notfound,,0,0,"변호사,세무사","김형민
변호사, 세무사",,,
Park Shin Yang,2,박신양,0,01-Nov-68,13,,0,0,"영화배우,탤런트","박신양
영화배우, 탤런트",,,
Kim Jin Woo,2,김진우,0,17-Jul-83,25,2006,0,0,"영화배우,탤런트","김진우
영화배우, 탤런트",,,
Ha Yun Joo,4,하연주,1,12-Jun-87,20,,0,0,탤런트,"하연주
탤런트",,,
Jin Tae Hyun,1,진태현,0,15-Feb-81,24,,0,0,영화배우,"진태현
영화배우",,,
Joo Woo Jae,1,주우재,0,28-Nov-86,42,,0,0,모델,"주우재
모델",,,
Lee Joo Seung,1,이주승,0,20-Jul-89,22,,0,0,영화배우,"이주승
Ju Seung Lee
영화배우",,,
Lee Sung Jong,1,이성종,0,03-Sep-93,10,2010,0,1,가수,"이성종
가수",,,0
Jang Hee Ryung,2,장희령,1,11-Nov-93,20,2014,0,0,탤런트,"장희령
탤런트",,,0
Bae Woo Hee,1,배우희,1,21-Nov-91,18,,0,1,"가수,영화배우","배우희
가수, 영화배우",,,
Kang Yul,1,강율,0,09-Jul-93,Notfound,,0,0,탤런트,"강율
Yul Kang
탤런트",,,
Lee Min Hyuk,3,이민혁,0,29-Nov-90,Notfound,,0,0,정보없음,Notfound,,,
Baek Seo Yi,1,백서이,1,03-Aug-92,7,,0,0,탤런트,"백서이
Seo E Baek
탤런트",,,
Kwon Young Min,1,권영민,0,25-Aug-89,Notfound,,0,0,권영민문학인1964.권영민배구감독1980.주현승영화배우1989.권영민대학교수1948.에드워드권요리연구가권영민기업인1973.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
권영민
문학인
1964.
권영민
배구감독
1980.
주현승
영화배우
1989.
권영민
대학교수
1948.
에드워드 권
요리연구가
권영민
기업인
1973.
동명이인 노출기준
이 정보가 표시된 이유",,,
Kim Gun Woo,1,김건우,0,10-Jan-92,8,2017,0,0,탤런트,"김건우
탤런트",,,0
Kim Min Young,1,김민영,1,26-Jan-90,13,2009,0,0,김민영영화배우1990.김민영출판인1947.김민영모델1991.김민영당구선수1995.김민영아나운서김민영영화배우동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김민영
영화배우
1990.
김민영
출판인
1947.
김민영
모델
1991.
김민영
당구선수
1995.
김민영
아나운서
김민영
영화배우
동명이인 노출기준
이 정보가 표시된 이유",,,0
Yong Jun Hyung,1,용준형,0,19-Dec-89,9,2009,0,1,"가수,작곡가","용준형
가수, 작곡가",,,0
Bang Eun Hee,1,방은희,1,01-Dec-67,55,,0,0,"탤런트,영화배우","방은희
탤런트, 영화배우",,,
Seo Do Young,5,서도영,0,14-Apr-81,16,,0,0,"탤런트,모델","서도영
탤런트, 모델",,,
Im Yoon Ho,1,임윤호,0,20-Oct-89,6,,0,0,탤런트,"임윤호
탤런트",,,
Hwang Bo Mi,1,황보미,1,19-Jul-89,Notfound,,0,0,"탤런트,아나운서","황보미
탤런트, 아나운서",,,
Lee Chun Hee,1,이천희,0,19-Feb-79,32,,0,0,"영화배우,모델","이천희
영화배우, 모델",,,
Lee Tae Ran,2,이태란,1,25-Mar-75,25,,0,0,"탤런트,영화배우","이태란
탤런트, 영화배우",,,
Shin Eun Kyung,2,신은경,1,15-Feb-73,28,,0,0,"영화배우,탤런트","신은경
영화배우, 탤런트",,,
Yoon Joo Hee,2,윤주희,1,21-Feb-85,34,,0,0,"탤런트,영화배우","윤주희
탤런트, 영화배우",,,
Baek Jin Hee,5,백진희,1,08-Feb-90,18,,0,0,"영화배우,탤런트","백진희
영화배우, 탤런트",,,
Kim Jong Hoon,1,김종훈,0,08-Jun-92,Notfound,,1,0,김종훈탤런트김종훈전국회의원1952.김종훈연극배우1993.김종훈공무원1967.김종훈기업인1949.김종훈기초단체장1964.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김종훈
탤런트
김종훈
전 국회의원
1952.
김종훈
연극배우
1993.
김종훈
공무원
1967.
김종훈
기업인
1949.
김종훈
기초단체장
1964.
동명이인 노출기준
이 정보가 표시된 이유",,,
Chun Jung Myung,3,천정명,0,29-Nov-80,18,,0,0,"탤런트,영화배우","천정명
탤런트, 영화배우",,,
Yoon Eun Hye,1,윤은혜,1,03-Oct-84,13,,0,0,"탤런트,영화배우","윤은혜
탤런트, 영화배우",,,
In Gyo Jin,1,인교진,0,29-Aug-80,39,,0,0,"탤런트,영화배우","인교진
탤런트, 영화배우",,,
Kim Hyun Joong,1,김현중,0,06-Jun-86,9,,0,1,"가수,탤런트","김현중
가수, 탤런트",,,
So Yoo Jin,2,소유진,1,11-Aug-81,38,,0,0,"탤런트,영화배우","소유진
Yu Jin So
탤런트, 영화배우",,,
Kim Hyun Joon,1,김현준,0,19-Apr-91,Notfound,,0,0,삼성라이온즈외야수·좌투좌타,"김현준NO.41
삼성 라이온즈
외야수 · 좌투좌타",,,
Choi Kwang Je,1,최광제,0,06-Aug-85,10,,1,0,"연극배우,영화배우","최광제
Choi Kwang Je
연극배우, 영화배우",,,
Kim Yoon Jin,1,김윤진,1,07-Nov-73,Notfound,,0,0,영화배우,"김윤진
영화배우",,,
Seungri,1,"승리
",0,12-Dec-90,Notfound,,0,0,정보없음,Notfound,,,
Son Yeo Eun,1,손여은,1,04-Aug-83,17,,0,0,"변나연탤런트,영화배우","손여은
변나연
탤런트, 영화배우",,,
Kim Won Hae,1,김원해,0,21-May-69,47,,1,0,"영화배우,연극배우","김원해
영화배우, 연극배우",,,
Uhm Ki Joon,3,엄기준,0,22-Apr-76,25,,0,0,"뮤지컬배우,탤런트","엄기준
뮤지컬배우, 탤런트",,,
Im Se Mi,3,임세미,1,29-May-87,24,,0,0,"탤런트,영화배우","임세미
Se Mi Lim
탤런트, 영화배우",,,
Yoo Sun Ho,1,유선호,0,28-Jan-02,22,,0,0,탤런트,"유선호
탤런트",,,
Kim Nam Joo,2,김남주,1,10-May-71,15,,0,0,"탤런트,영화배우","김남주
탤런트, 영화배우",,,
Ahn Hyung Sub,1,안형섭,0,09-Aug-99,Notfound,,0,0,정보없음,Notfound,,,
Na Hye Mi,1,나혜미,1,24-Feb-91,7,,0,0,"영화배우,모델","나혜미
영화배우, 모델",,,
Choi Soo Jong,1,최수종,0,18-Dec-62,54,,0,0,"탤런트,영화배우","최수종
탤런트, 영화배우",,,
Yoon Jin Yi,1,윤진이,1,27-Jul-90,8,,0,0,"김윤진,탤런트","윤진이
김윤진, Ji Ni Yoon
탤런트",,,
Jung Eun Woo,2,정은우,0,10-Apr-86,15,,0,0,"탤런트,영화배우","정은우
Eun Woo Jung
탤런트, 영화배우",,,
Shin Dong Yup,1,신동엽,0,17-Feb-71,133,,0,0,",개그맨","신동엽
MC, 개그맨",,,
Ha Hee Ra,3,하희라,1,08-Dec-69,39,,0,0,"탤런트,영화배우","하희라
탤런트, 영화배우",,,
Ahn Sun Young,1,안선영,1,24-Feb-76,43,,0,0,"탤런트,방송인","안선영
탤런트, 방송인",,,
Go Eun Mi,1,고은미,1,07-Jul-76,17,,0,0,"안은미탤런트,영화배우","고은미
안은미
탤런트, 영화배우",,,
Song Chang Eui,3,송창의,0,24-Jan-79,20,,0,0,"탤런트,뮤지컬배우","송창의
탤런트, 뮤지컬배우",,,
Ji Min Hyuk,1,지민혁,0,23-Sep-01,9,,0,0,"영화배우,탤런트","지민혁
영화배우, 탤런트",,,
Ahn Seo Hyun,1,안서현,1,12-Jan-04,20,,0,0,"영화배우,모델","안서현
Seo Hyun An
영화배우, 모델",,,
Samuel,1,서사무,0,03-May-91,Notfound,,0,0,정보없음,Notfound,,,
Lee Gi Kwang,3,이기광,0,30-Mar-90,36,,0,1,"가수,탤런트","이기광
가수, 탤런트",,,
Yoon So Hee,4,윤소희,1,07-May-93,26,,0,0,탤런트,"윤소희
탤런트",,,
Kim Young Ok,1,김영옥,1,05-Dec-37,104,,0,0,"탤런트,영화배우","김영옥
탤런트, 영화배우",,,
Hong Bin,2,"홍빈
",0,29-Sep-93,Notfound,,0,0,정보없음,Notfound,,,
Go Soo Hee,1,고수희,1,18-Jul-76,16,,1,0,"영화배우,연극배우","고수희
Soo Hee Koh
영화배우, 연극배우",,,
Hong Soo Ah,1,홍수아,1,30-Jun-86,20,,0,0,"탤런트,영화배우","홍수아
Soo Ah Hong
탤런트, 영화배우",,,
Lee Young Ah,1,이영아,1,23-Oct-84,18,,0,0,"탤런트,영화배우","이영아
탤런트, 영화배우",,,
Nam Sang Mi,2,남상미,1,03-May-84,19,,0,0,"영화배우,탤런트","남상미
영화배우, 탤런트",,,
Jo Hyun Jae,2,조현재,0,09-May-80,17,,0,0,"탤런트,영화배우","조현재
탤런트, 영화배우",,,
Byun Yo Han,3,변요한,0,29-Apr-86,4,,0,0,영화배우,"변요한
yohan Byun
영화배우",,,
Jeon Soo Jin,1,전수진,1,08-Nov-88,Notfound,,0,0,"영화배우,탤런트","전수진
Soo Jin Jun
영화배우, 탤런트",,,
Lee Joong Moon,1,이중문,0,27-Oct-83,12,,0,0,"탤런트,영화배우","이중문
JoongMoon Lee
탤런트, 영화배우",,,
Seo Hae Won,1,서해원,1,13-Feb-85,3,,0,0,영화배우,"서해원
Seo Hae Won
영화배우",,,
Bu Bae,1,김경남,0,26-Nov-84,12,,1,0,"탤런트,연극배우","김경남
탤런트, 연극배우",,,
Kim Hyun Mok,1,김현목,0,18-Sep-91,25,,0,0,"영화배우,탤런트","김현목
Kim Hyeon Mok
영화배우, 탤런트",,,
Choi Woo Jung,1,최우정,1,05-Jun-91,6,,0,0,영화배우,"최우정
영화배우",,,
Park Hwan Hee,1,박환희,1,13-Oct-90,8,,0,0,"영화배우,탤런트","박환희
영화배우, 탤런트",,,
Yoo Oh Sung,3,유오성,0,11-Sep-68,21,,0,0,"영화배우,탤런트","유오성
Oh Seong Yu
영화배우, 탤런트",,,
Woo Hee Jin,3,우희진,1,24-May-75,34,,0,0,"탤런트,영화배우","우희진
탤런트, 영화배우",,,
Lee In Hye,1,이인혜,1,21-Feb-81,28,,0,0,"탤런트,대학교수","이인혜
탤런트, 대학교수",,,
Alex,1,"김영
",0,02-Sep-90,Notfound,,0,0,정보없음,Notfound,,,
Park Joon Hyuk,1,박준혁,0,11-Nov-75,26,,0,0,"탤런트,영화배우","박준혁
탤런트, 영화배우",,,
Ha Yeon Soo,2,하연수,1,10-Oct-90,Notfound,,0,0,모델,"하연수
모델",,,
Jin Joo Hyung,1,진주형,0,24-Nov-94,7,,0,0,"탤런트,영화배우","진주형
탤런트, 영화배우",,,
Han Ga In,1,한가인,1,02-Feb-82,14,,0,0,"김현주탤런트,영화배우","한가인
김현주
탤런트, 영화배우",,,
Gu Jae Yi,1,구재이,1,28-Feb-86,15,,0,0,"탤런트,모델","구재이
탤런트, 모델",,,
Jang Geun Suk,2,장근석,0,04-Aug-87,23,,0,0,#NAME?,"장근석
Jang Keun-Suk
영화배우",,,
Lee Yoo Bi,3,이유비,1,22-Nov-90,13,,0,0,탤런트,"이유비
Yubi Lee
탤런트",,,
Lee Da Hae,1,이다해,1,19-Apr-84,19,,0,0,탤런트,"이다해
탤런트",,,
Shim Hee Sub,2,심희섭,0,26-Feb-86,6,,0,0,영화배우,"심희섭
Hee Seop Sim
영화배우",,,
Park Shi Yeon,2,박시연,1,29-Mar-79,18,,0,0,"탤런트,미스코리아","박시연
탤런트, 미스코리아",,,
Son Seung Won,2,손승원,0,29-Jun-90,Notfound,,0,0,뮤지컬배우,"손승원
뮤지컬배우",,,
Jo Jae Hyun,3,조재현,0,30-Jun-65,25,,0,0,영화배우,"조재현
영화배우",,,
Heo Yool,1,"허율
",1,26-Jun-09,Notfound,,0,0,정보없음,Notfound,,,
Gong Yoo Rim,1,공유림,1,13-Jan-96,6,,0,0,"탤런트,영화배우","공유림
탤런트, 영화배우",,,
No Seong Su,1,노성수,0,24-Oct-91,1,,0,0,모델,"노성수
모델",,,
Ahn Shi Eun,1,안시은,1,25-Nov-93,3,,0,0,영화배우,"안시은
Si Eun An
영화배우",,,
Choi Hee Jin,1,최희진,1,08-Nov-96,6,,0,0,영화배우,"최희진
영화배우",,,
Lee Ho Jung,1,이호정,1,20-Jan-97,6,,0,0,"영화배우,모델","이호정
영화배우, 모델",,,
Brian Joo,1,주학년,0,09-Mar-99,1,,0,1,가수,"주학년
가수",,,
Park Joong Hoon,1,박중훈,0,21-Mar-66,5,,0,0,"영화배우,영화감독","박중훈
영화배우, 영화감독",,,
Park Young Gyu,2,박영규,0,28-Oct-53,49,,0,0,"탤런트,영화배우","박영규
탤런트, 영화배우",,,
Park Hae Mi,1,박해미,1,28-Jan-64,37,,0,0,"뮤지컬배우,영화배우","박해미
뮤지컬배우, 영화배우",,,
Kwon Oh Jung,1,권오중,0,24-Nov-71,44,,0,0,"탤런트,영화배우","권오중
Oh Joong Kwon
탤런트, 영화배우",,,
Han Young,1,한지영,1,16-Dec-78,Notfound,,0,0,"韓知伶,모델","한지영
韓知伶, Ji Young Han
모델",,,
Oh Dae Gyu,2,오대규,0,16-Feb-68,33,,0,0,"탤런트,영화배우","오대규
탤런트, 영화배우",,,
Kang Seo Joon,1,김준형,0,02-Aug-86,Notfound,,0,0,김준형대학교수1963.김준형탤런트2002.김준형기업인1962.김준형탤런트1988.김준형야구선수2002.김준형축구선수1996.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김준형
대학교수
1963.
김준형
탤런트
2002.
김준형
기업인
1962.
김준형
탤런트
1988.
김준형
야구선수
2002.
김준형
축구선수
1996.
동명이인 노출기준
이 정보가 표시된 이유",,,
Ban So Young,1,반소영,1,22-Mar-88,5,,0,0,"탤런트,영화배우","반소영
탤런트, 영화배우",,,
Kang Hye Jung,1,강혜정,1,04-Jan-82,8,,0,0,"영화배우,탤런트","강혜정
영화배우, 탤런트",,,
Go Na Yeon,1,고나연,1,17-May-90,4,,0,0,탤런트,"고나연
탤런트",,,
Lee Su Hyun,1,이수현,1,04-May-99,14,,0,1,가수,"이수현
LEE SUHYUN
가수",,,
Kim Hee Jung,1,김희정,1,16-Apr-92,Notfound,,0,0,"탤런트,영화배우","김희정
탤런트, 영화배우",,,
Kim Min Kyo,1,김민교,0,15-Apr-74,Notfound,,0,0,영화배우,"김민교
영화배우",,,
Kwon Young Deuk,1,권영득,0,20-Nov-89,Notfound,,0,0,"권영득,댄서","드기
권영득, DEUKIE
댄서",,,
Dong Ha,1,"동하
",0,14-Jan-92,Notfound,,0,0,정보없음,Notfound,,,
Na Hae Ryung,3,나해령,1,11-Nov-94,13,,0,1,"나해령,가수,영화배우","한다라
나해령, Han Da Ra
가수, 영화배우",,,
Lee Sung Yeol,1,이성열,0,27-Aug-91,Notfound,,0,1,"성열가수,탤런트","이성열
성열
가수, 탤런트",,,
Lee Dong Ha,2,이동하,0,22-Jan-83,15,,1,0,"연극배우,영화배우","이동하
연극배우, 영화배우",,,
Han Hye Rin,2,한혜린,1,06-Nov-88,9,,0,0,"탤런트,영화배우","한혜린
Hye Rin Han
탤런트, 영화배우",,,
Lee Soon Jae,2,이순재,0,16-Nov-34,98,,0,0,"탤런트,영화배우","이순재
탤런트, 영화배우",,,
Lee Seo Won,3,이서원,0,17-Feb-97,5,,0,0,"탤런트,영화배우","이서원
탤런트, 영화배우",,,
Do Ji Won,2,도지원,1,14-Feb-66,31,,0,0,"탤런트,영화배우","도지원
탤런트, 영화배우",,,
Park Sung Woo,1,박성우,0,07-Jun-88,Notfound,,0,0,박성우탤런트박성우시인1971.박성우만화가1972.박성우국악소리가박성우행정사박성우성형외과의사동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
박성우
탤런트
박성우
시인
1971.
박성우
만화가
1972.
박성우
국악소리가
박성우
행정사
박성우
성형외과의사
동명이인 노출기준
이 정보가 표시된 이유",,,
Cha Jung Won,1,차정원,1,18-Oct-89,12,,0,0,"영화배우,탤런트","차정원
Jung Won Cha
영화배우, 탤런트",,,
Baek Seung Hwan,1,백승환,0,17-Apr-98,Notfound,,1,1,백승환영화배우백승환영화감독1980.백승환영화배우1986.백승환가수1990.백승환의사백승환기업인1986.백승환공연인1988.백승환연극배우1996.백승환작가1979.써커스백가수백승환영화스탭료티가수1989.다음동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
백승환
영화배우
백승환
영화감독
1980.
백승환
영화배우
1986.
백승환
가수
1990.
백승환
의사
백승환
기업인
1986.
백승환
공연인
1988.
백승환
연극배우
1996.
백승환
작가
1979.
써커스백
가수
백승환
영화스탭
료티
가수
1989.
다음
동명이인 노출기준
이 정보가 표시된 이유",,,
Jo Jae Yoon,1,조재윤,0,15-Sep-74,50,,0,0,"탤런트,영화배우","조재윤
탤런트, 영화배우",,,
Kim Hye Sung,1,김혜성,0,14-Jan-88,Notfound,,0,0,키움히어로즈내야수·우투좌타,"김혜성NO.3
키움 히어로즈
내야수 · 우투좌타",,,
Ahn Se Ha,1,안세하,0,29-Jan-86,24,,1,0,"안재욱연극배우,영화배우","안세하
안재욱
연극배우, 영화배우",,,
Ryu Hyun Kyung,2,류현경,1,10-Mar-83,24,,0,0,영화배우,"류현경
영화배우",,,
Kim Jin Kyung,1,김진경,1,03-Mar-97,11,,0,0,모델,"김진경
모델",,,
Kai,1,"카이
",0,14-Jan-94,Notfound,,0,0,정보없음,Notfound,,,
Lee Ye Hyun,1,이예현,1,25-Jun-95,3,,0,0,이예현탤런트,"유재이
이예현
탤런트",,,
Baek Chul Min,1,백철민,0,05-Jul-92,8,,0,0,백철민탤런트,"고온
백철민
탤런트",,,
Kang Se Jung,1,강세정,1,15-Jan-82,16,,0,1,"康世丁,탤런트,가수","강세정
康世丁, Se Jung Kang
탤런트, 가수",,,
Park Jung Ah,1,박정아,1,24-Feb-81,23,,0,0,"뮤지컬배우,탤런트","박정아
뮤지컬배우, 탤런트",,,
Kim Da Hyun,1,김다현,1,28-May-98,Notfound,,0,1,가수,"김다현
Kim Da Hyun
가수",,,
Yang Dong Geun,1,양동근,0,01-Jun-79,43,,0,1,"영화배우,가수","양동근
영화배우, 가수",,,
Choi Jung Won,3,최정원,1,24-Apr-81,Notfound,,0,0,최정원탤런트최정원탤런트최정원뮤지컬배우1969.최정원야구선수2000.최정원탤런트1971.최정원성악가동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
최정원
탤런트
최정원
탤런트
최정원
뮤지컬배우
1969.
최정원
야구선수
2000.
최정원
탤런트
1971.
최정원
성악가
동명이인 노출기준
이 정보가 표시된 이유",,,
Min Do Hee,1,"도희
",1,25-Sep-94,Notfound,,0,0,정보없음,Notfound,,,
Seo Young Joo,2,서영주,0,16-Feb-98,11,,0,0,영화배우,"서영주
Young Ju Seo
영화배우",,,
Yang Byeong Yeol,1,양병열,0,23-Nov-93,7,,0,0,탤런트,"양병열
탤런트",,,
Ryu Seung Soo,3,류승수,0,12-Aug-71,39,,0,0,"영화배우,탤런트","류승수
Ryu Seung Soo
영화배우, 탤런트",,,
Nichkhun,1,메이슨,0,21-Mar-07,Notfound,,0,0,정보없음,Notfound,,,
Ohn Joo Wan,3,온주완,0,11-Dec-83,20,,0,0,"송정식영화배우,탤런트","온주완
송정식
영화배우, 탤런트",,,
Shim Hyung Tak,4,심형탁,0,12-Jan-78,39,,0,0,"탤런트,영화배우","심형탁
탤런트, 영화배우",,,
Seo Hyo Rim,2,서효림,1,06-Jan-85,24,,0,0,"영화배우,탤런트","서효림
영화배우, 탤런트",,,
