Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
1300,The Scholar Who Walks the Night,MBC,['Lee Sung Joon'],['Jang Hyun Joo'],2015-07-08,2015-09-10,"Wednesday, Thursday",2015,20,180.0,"In Joseon Dynasty, immaculately dressed in scholarly robes, the young nobleman Kim Sung Yeol lives as a vampire to keep his promise to his friends. When Sung Yeol still was a human, he found out about the vampire Gwi who sits above the King deciding the next royal line and has resurrected as a vampire trying to fight against Gwi. And now, he is living as a guardian vampire fighting against the evil vampire without losing his human nature.(Source: MBC)~~ Adapted from the manhwa ""The Scholar Who Walks the Night"" (밤을 걷는 선비) by writer Jo Joo Hee (조주희) and artist Han Seung Hee (한승희).","['Kim So Eun', 'Lee Yoo Bi', 'Lee Joon Gi', 'Lee Soo Hyuk', 'Shim Chang Min']",밤을 걷는 선비
1301,I Order You,SBS Plus,['Ahn Gil Ho'],['Oh Bo Hyun'],2015-07-06,2015-07-30,"Monday, Tuesday, Wednesday, Thursday",2015,16,75.0,"Yeo Gook Dae is a talented chef who is cheeky and charismatic but heartbroken in the past because of his divorce. His emotional pain is hidden behind his brash attitude and enthusiasm for cooking. His heart later on gets healed when he begins to fall in love again. 28-year-old Park Song Ah is idling at home after quitting her job. She goes to a homemade dosirak (lunchbox) shop at her brother's request and meets three attractive men there. The pretty and delicious food that they make touch her, and she gets her heart stolen by one of them. A cute funny story about a couple who bicker constantly but their relationship gradually blossoms into pure innocent love.","['Kim Ga Eun', 'U-Know']",당신을 주문합니다
1302,Late Night Restaurant,SBS,['Hwang In Roe'],,2015-07-04,2015-09-05,Saturday,2015,20,90.0,A late night restaurant opens at midnight and closes at 7am. The owner and chef of the restaurant makes whatever his customers ask for. ,['Kim Seung Woo'],심야식당
1303,Oh My Ghost,tvN,['Yoo Je Won'],['Yang Hee Seung'],2015-07-03,2015-08-22,"Friday, Saturday",2015,16,225.0,"Bong Sun, a timid young woman, is possessed by the ghost of a lustful virgin. She has zero self-confidence, and because of her extreme shyness, she doesn’t have any close friends. At the restaurant where she works as an assistant, she’s not particularly good at anything, and mostly just gets yelled at a lot. Her grandmother was a shaman so from a young age she’s been able to occasionally see ghosts, though it’s not until she meets the lascivious ghost that she gets possessed totally.Sun Woo is a conceited star chef who’s overflowing with confidence in his food and his skills. Bong Sun harbours a secret crush on him, though he doesn't take much notice of her for two reasons: because he’s always surrounded by women and because he’s hung up on an old flame. But then one day, Bong Sun starts acting differently, shedding her mousy personality, and ends up constantly on Sun Woo’s mind.","['Im Joo Hwan', 'Kim Seul Gi', 'Jo Jung Suk', 'Park Bo Young']",오 나의 귀신님
1304,Yoo Mi's Room,O'live,,['Choi Woo Joo'],2015-06-30,2015-09-15,Tuesday,2015,12,125.0,"The coming-of-age sitcom depicts the struggles and adventures by a single lady, Yoo Mi, who tries to find her own happiness and what she really loves. ","['Lee Yi Kyung', 'Son Dam Bi']",유미의 방
1305,The Time We Were Not in Love,SBS,['Jo Soo Won'],"['Jung Do Yoon', 'Lee Ha Na']",2015-06-27,2015-08-16,"Saturday, Sunday",2015,16,240.0,"Choi Won is ""the perfect guy"" - good-looking, tall and fit with an amicable personality. Although he is very popular with women, he can't have a proper relationship because of his friend, Oh Ha Na. A romantic comedy about a man and a woman who have been best friends for 20 years (7000 days). They turn 34 and make a pact to be married before 35, and race each other to the altar while “helping” weed out potential suitors. They find that they're constantly dissatisfied with each other’s boyfriends and girlfriends, because they've really been in love all this time.","['Ha Ji Won', 'Lee Jin Wook', 'Yoon Kyun Sang', 'Choo Soo Hyun']",너를 사랑한 시간
1306,My Mother Is a Daughter-In-Law,SBS,['Ko Heung Sik'],['Lee Geun Young'],2015-06-22,2015-12-31,"Monday, Wednesday, Thursday, Friday, Tuesday",2015,136,18.0,"Gyeong Sook married a wealthy older man when she was 19 years old. Her mother-in-law, who gave her a hard time, died, and her husband passed away a couple of years ago. She only depends on her son Jeong Soo who is a doctor. Her son Jeong Soo brings his girlfriend, Hyeon Joo. Kyeong Sook disapproves of Hyeon Joo because of her poor family background.Nevertheless, Jeong Soo and Hyeon Joo marry. Kyeong Sook gives Hyeon Joo a hard time. Then, Jeong Soo dies in a car accident. Kyeong Sook and Hyeon Joo are no longer family. Kyeong Sook and Hyeon Joo eventually both marry again. Through a twist of fate, Kyeong Sook becomes Hyeon Joo's daughter-in-law.(Source: AsianWiki)","['Shim Yi Young', 'Kim Hye Ri']",어머님은 내 며느리
1307,Hello Monster,KBS2,"['Kim Jin Won', 'No Sang Hoon']",['Kwon Ki Young'],2015-06-22,2015-08-11,"Monday, Tuesday",2015,16,262.0,"Genius profiler Lee Hyun, returns home to Korea after something from a case he’s been sent triggers a memory he thought he’d lost forever. Unbeknownst to him, one of his team members, Detective Cha Ji An, has been investigating him for some time. She is aware that his father was murdered and his brother disappeared under mysterious circumstances involving a criminal named Lee Joon Young -- whom they both want found and incarcerated. Each seeks to unravel the other, unaware that they’ve been drawn into a dangerous game of cat and mouse by a master player and that both truth and evil are closer and far more twisted than they think.(Source: Wikipedia)","['Jang Na Ra', 'Choi Won Young', 'Seo In Guk', 'Park Bo Gum']",너를 기억해
1308,My Beautiful Bride,OCN,"['Kim Chul Gyu', 'Kim Sang Woo']",['Yoo Sung Yeol'],2015-06-20,2015-08-09,"Saturday, Sunday",2015,16,225.0,"Kim Do Hyung, who works as a bank executive and comes from a well-to-do family, has been dating his girlfriend, Yoon Joo Young, for the past two years. He asks her to marry him, but Joo Young is tormented by his proposal and is terrified that Do Hyung will find out about her checkered past. After Joo Young makes up her mind to accept the marriage proposal, she suddenly disappears without a trace. When Do Hyung files a missing-person report with the police, officer Cha Yoon Mi is surprised to learn that Joo Young is someone she knows from her past but can’t offer much help to Do Hyung. When Do Hyung undertakes the search for Joo Young on his own, he is drawn into the shadowy underground world of gangsters and loan sharks. When Song Hak Soo, the leader of an underground crime syndicate who was recently released from prison, suddenly shows up dead, Do Hyung inexplicably becomes the prime suspect in the murders of Hak Soo and Joo Young, although she is still missing. With Yoon Mi and her partner, Park Hyung Shik, hot on his heels, can Do Hyung find Joo Young and clear his own name?(Source: Viki)","['Lee Si Young', 'Kim Mu Yeol', 'Go Sung Hee', 'Park Hae Joon', 'Ryu Seung Soo']",아름다운 나의 신부
1309,Hidden Identity,tvN,['Kim Jung Min'],['Kang Hyun Sung'],2015-06-16,2015-08-04,"Monday, Tuesday",2015,16,225.0,"The story of the investigative team Number 5 specially organized to actively combat crime through stake outs, wiretapping, communications monitoring, and deep-cover infiltration. A secret police unit that bends the limits of the law in order to fight crime, the new department comes in addition to the existing departments for criminal investigations, special investigations, criminal affairs, and white collar crime. ","['Park Sung Woong', 'Kim Bum', 'Lee Won Jong', 'Yoon So Yi']",신분을 숨겨라
1310,Great First Wives,MBC,"['Kim Heung Dong', 'Kim Sung Wook']",['Hwang Soon Young'],2015-06-15,2015-12-04,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,121,20.0,"Three women who shared a terrible secret twenty years ago during school years are reunited after they find themselves living in the same apartment complex. They now lead different lives but share the same problem with their husbands who are cheaters. Now, these three housewives, all betrayed by their husbands, bond together to revenge. Through the characters' proactive approach in trying to resolve their marital problems, this show will give the female viewers a cathartic relief.(Source: MBC)","['Lee Jong Won', 'Kim Ji Young', 'Ahn Jae Mo', 'Kang Sung Yun', 'Hwang Woo Seul Hye', 'Hwang Dong Joo']",위대한 조강지처
1311,The Return of Hwang Geum Bok!,SBS,['Yoon Ryu Hae'],['Ma Joo Hee'],2015-06-08,2015-12-11,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,125,19.0,"A mother lives her whole life loyally in the lowest of places for the daughter of hers who is embarassed about her mother. But one day, her mother disappears. The daughter has no mother to hug, to complain to or see. Then there's the authority who is hiding the truth about this accident... ","['Kim Jin Woo', 'Lee Elijah', 'Shin Da Eun', 'Jung Eun Woo']",돌아온 황금복
1312,High Society,SBS,['Choi Young Hoon'],['Ha Myung Hee'],2015-06-08,2015-07-28,"Monday, Tuesday",2015,16,225.0,"Jang Yoon Ha is the youngest daughter of a chaebol (family-owned conglomeration). Even though her family is extremely wealthy, she holds a part-time job at a food market. She hides her background as an heiress and attempts to find a man that loves her for herself. ","['Im Ji Yeon', 'Sung Joon', 'Park Hyung Sik', 'Uee']",상류사회
1313,Oh! Grandmas,KBS1,['Kwak Gi Won'],,2015-05-31,2015-07-22,Wednesday,2015,8,412.0,The drama depicts the episodes that people go through raising an abandoned baby together in a rural village in Paju. ,"['Yun Woon Kyung', 'Jeon Won Joo', 'Heo Jin', 'Nam Neung Mi', 'Baek Soo Ryun']",오! 할매
1314,My Love Eun Dong,jTBC,"['Lee Tae Gon', 'Kim Jae Hong']",['Baek Mi Kyung'],2015-05-29,2015-07-18,"Friday, Saturday",2015,16,244.0,"“We were together for too short and separated for too long.” Eun Ho is an A-list South Korean actor, and for 20 years, he is searching for his first love, Eun Dong. They were teenagers when they first met, and after a brief friendship, she disappeared. Ten years later, they miraculously run into each other and start dating, but one day, Eun Dong doesn't return to meet Eun Ho as planned. Another ten years pass, and when Eun Ho is a famous star, he decides to publish a book about his love story to find Eun Dong. Meanwhile, Eun Dong becomes a writer and is living with a new name ever since she lost her memories due to the tragic accident that kept her from returning to Eun Ho. Through a mutual friend, she is hired to ghostwrite Eun Ho's book! During the process, she begins to uncover secrets that unravel the life she knows.(Source: JTBC)","['Joo Jin Mo', 'Kim Sa Rang']",사랑하는 은동아
1315,The Man in the Mask,KBS2,['Kim Yong Soo'],['Choi Jin Won'],2015-05-20,2015-07-09,"Wednesday, Thursday",2015,16,262.0,"During the day, Ha Dae Cheol is a righteous prosecutor, but at night he wears a mask and seeks to punish those that the law could not. Yoo Min Hee is a female detective in charge of the violent crime division. ","['Kim Sun Ah', 'Joo Sang Wook']",복면검사
1316,A Daughter Just Like You,MBC,"['Oh Hyun Jong', 'Park Won Gook']",['Ga Sung Jin'],2015-05-18,2015-11-06,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,120,18.0,"This family-oriented show revolves around three different families clashing through a lot of misunderstandings as they become in-laws with each other: a popular female host on a shopping channel and her three daughters who are a college professor, high-powered consultant, and doctor, a divorced spouse who loves to regale stories about his time in the Marines, he has dried skin from doing the dishes every day; and a daughter from a rich family that that runs a successful fashion designer company. Their problems clear up slowly through love and understanding that result in a healing process.(SourcE: MBC)","['Lee Soo Kyung', 'Jung Hye Sung', 'Woo Hee Jin', 'Kim Hye Ok', 'Kang Tae Sung', 'Kang Kyung Joon']",딱 너 같은 딸
1317,Love of Eve,MBC,['Lee Gye Joon'],,2015-05-18,2015-10-30,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,120,20.0,"Three women share a close bond that was deeper than any friendship. Song Ah, Sen Na, and Hyun Ah were both the same age and went to the same schools. Song Ah was an especially giving friend who would do anything for a friend. She absolutely trusted Sen Na and treated her like a sister along with her twin sister Hyun Ah. She thought they would always maintain a close relationship. But she had no idea that Sen Na was planning revenge.(Source: MBC)","['Kim Min Kyung', 'Lee Dong Ha', 'Yoon Se Ah', 'Lee Jae Hwang', 'Yoon Jong Hwa']",이브의사랑
1318,The Producers,KBS2,"['Pyo Min Soo', 'Yoon Sung Ho', 'Seo Soo Min']",['Park Ji Eun'],2015-05-15,2015-06-20,"Friday, Saturday",2015,12,425.0,"The drama is set in the backstage world of broadcasting industry. The story revolves around the dynamic work and life of people who work in the entertainment division of television network. Ra Jun Mo, a 10-year veteran PD of variety shows, is described to have a long list of variety shows credit but without a notable program under his name. 10-year veteran music show PD, Tak Ye Jin, is described to have started out as an innocent and smart young rookie but the harsh working competition has changed her personality. She now becomes a sharp and prideful woman who says whatever is on her mind even in front of her bosses.Rookie variety show PD, Baek Sung Chan, leaves a bright path as a prosecutor for a career in broadcast industry because of love. Diva-like top celebrity singer, Cindy, began as a trainee at the age of 13 and has been in the industry for 10 years. She’s known as an ice princess because she never lets herself feel deep affection for anyone. She experienced a lot of betrayal in the past that causes her to keep everyone at a safe distance. The story will leave various deep messages about friendship, family, fame, support, bullying and betrayal in the broadcast industry.","['Cha Tae Hyun', 'Kim Soo Hyun', 'Gong Hyo Jin', 'IU']",프로듀사
1319,Orange Marmalade,KBS2,"['Lee Hyung Min', 'Choi Sung Bum']",,2015-05-15,2015-07-24,Friday,2015,12,250.0,"Set in a fantasy world where humans and vampires coexist, the latter have evolved and no longer rely on human blood as food. Still, they are feared and discriminated against by society, causing many of them to hide their true nature and live as ""normal"" citizens, or else become outcasts.Baek Ma Ri is a socially withdrawn teenage girl hiding her vampire identity. Driven away from several neighborhoods, she is eager to settle down in her new city and live quietly. But things change when she falls in love with Jung Jae Min, the most popular boy at her high school.","['Kim Seol Hyun', 'Yeo Jin Goo', 'Lee  Jong Hyun']",오렌지 마말레이드
1320,Warm and Cozy,MBC,"['Park Hong Kyun', 'Kim Hee Won']","['Hong Jung Eun', 'Hong Mi Ran']",2015-05-13,2015-07-02,"Wednesday, Thursday",2015,16,225.0,"A man and a woman hit by setbacks and spurned by lovers meet one another on Jeju Island. The woman needs time to nurse her wounds after her career and relationship implode. The man is still smarting from a bad relationship that has closed his heart.  When together, they become themselves again, warm and friendly. Neither too hot nor cold.This is about two people recovering from their life troubles to bring warmth back into their lives. Kun Woo is following in the footsteps of the Great Gatsby, who was hopelessly in love with Daisy and sacrificed everything. But then Kun Woo faces an obstacle in pursuing his love interest. It's time for him to make a stand. He will save Daisy from all of her troubles. As he finds himself inextricably linked with a blunt and coarse woman who has no idea what true love is, he finds that he has a soft spot for her. Warm and mild...(Source: MBC)","['Kang So Ra', 'Yoo Yeon Seok']",맨도롱 또똣
1321,Save the Family,KBS1,,['Hong Young Hee'],2015-05-11,2015-10-30,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,123,17.0,"Woo-Jin is an ambitious doctor who no longer believes in true love, after having failed before. He views marriage as just a business. Hae-Soo works as an assistant chef. She dreams of getting married to the right man and having a family. Woo-Jin soon falls in love with her, he comes into conflict with love and ambition. ","['Kang  Byul', 'Jae Hee', 'Jung Hye In']",가족을 지켜라
1322,Ex-Girlfriend Club,tvN,['Kwon Seok Jang'],['Lee Jin Mae'],2015-05-08,2015-06-13,"Friday, Saturday",2015,12,300.0,"Bang Myeong Soo is a popular writer of webtoons. He then writes a webtoon series about his past relationships, specifically his four ex-girlfriends, which includes an older, wealthy divorcee, a chic and successful woman who works at an investment firm, and a third-rate, airhead actress. The webtoon reveals plenty of details about Myeong Soo's love life, and it becomes a huge hit. Soon, Myeong Soo is considered a cross between Public Enemy Number One and National Heartthrob, and his webtoon gets adapted into a movie.Kim Soo Jin is a film producer who's prepared to do whatever it takes to save their failing production company. Because of this, she accepts the assignment to produce a webtoon adaptation. But to her horror, Soo Jin belatedly finds out that the webtoon artist is her ex-boyfriend Myeong Soo, and that she's one of the girlfriends he wrote about. And as the movie starts shooting, the project also brings Myeong Soo's other ex-girlfriends back into his life all at the same time.","['Song Ji Hyo', 'Ryu Hwa Young', 'Lee Yoon Ji', 'Byun Yo Han', 'Jang Ji Eun']",구여친클럽
1323,Girl of 0AM,MBC every1,,,2015-05-04,2015-05-14,,2015,8,112.0,"Gong Ji Dan, dreams of becoming a superstar. He coincidentally becomes in charge of a karaoke business, allowing him to grow as a singer. Meanwhile, Min Se Ra is a part-time worker, who leads Ji Dan to become a singer and holds a mysterious secret. ","['Nam Tae Hyun', 'Kim Min Ji']",0시의 그녀
1324,A Bird That Doesn't Sing,tvN,['Kim Pyung Joong'],['Yeo Jeong Mi'],2015-05-04,2015-10-22,"Monday, Tuesday, Wednesday, Thursday",2015,100,30.0,A 10 billion won insurance murder case causes Oh Ha Naui to lose everything. She sets out to take revenge upon Chun Mi Ja who caused her misfortune. ,"['Kang Ji Sub', 'Oh Hyun Kyung', 'Kim Yoo Suk', 'Hong Ah Reum', 'Ahn Jae Min', 'Baek Seung Hee']",울지않는 새
1325,Jumping Girl,Daum Kakao TV,,,2015-04-27,2015-04-28,"Monday, Tuesday",2015,15,40.0,"Follows the life of Nam Sang Ah, who becomes the target of public criticism due to a sudden mistake.How in the world can this happen? Nam Sang Ah is an ordinary girl. But her life is turned upside down when she mistakenly becomes the victim of a public witch hunt. Her friends, Han Ga Eul and Lee Yenny, try to help Sang Ah. But Yenny also is busy working as the personal bodyguard to Seo Ah Shin, a top idol star who is hiding a vulnerable side. Can Gong Joo Ri, who has survived her own witch hunt in the past, help Sang Ah through this crisis and reclaim her life?(Source: Viki)","['Luna', 'U-kwon', 'Hana', 'B-Bomb']",점핑걸
1326,Who Are You: School 2015,KBS2,"['Baek Sang Hoon', 'Kim Seong Yoon']","['Kim Hyun Jung', 'Im Ye Jin', 'Kim Min Jung']",2015-04-27,2015-06-16,"Monday, Tuesday",2015,16,225.0,"Sekang High School is the most prestigious private high school in Seoul's Gangnam District, and Go Eun Byul is the most popular girl there. Meanwhile, her identical twin Lee Eun Bi is living in an orphanage and is being bullied at school. Then one day, Eun Byul mysteriously disappears. Soon after, Eun Bi loses her memories and is mistaken as being Eun Byul. Eun Bi then starts living her life as Eun Byul.(Source: Wikipedia)","['Yook Sung Jae', 'Nam Joo Hyuk', 'Kim So Hyun']",후아유: 학교 2015
1327,Make a Woman Cry,MBC,"['Kim Keun Hong', 'Park Sang Hoon']",['Ha Chung Ok'],2015-04-18,2015-08-30,"Saturday, Sunday",2015,40,112.0,One difference that separates humans from animals is that people have emotions. So describing the emotions of different characters in a TV drama is an important part of the storytelling process. What is it like for a person to love another person? What is it like for a person to forgive another? This TV drama is made with the premise of influencing people to become gentler and stronger human beings.(Source: MBC) ,"['Kim Jung Eun', 'Ha Hee Ra', 'Lee Tae Ran', 'Song Chang Eui', 'Oh Dae Gyu']",여자를 울려
1328,Divorce Lawyer in Love,SBS,['Park Yong Soon'],,2015-04-18,2015-06-14,"Saturday, Sunday",2015,18,213.0,"Go Cheok Hee and So Jeong Woo once worked together at a law firm; she was a divorce lawyer, and he was her office manager. She treated him like her inferior, while he constantly irked her by pointing out her mistakes and calling her ""Chucky"" behind her back. But Cheok Hee is so ambitious, so determined to win every case for her clients, that her unethical misdeeds catch up to her, causing her license to be suspended.Meanwhile, Jeong Woo studies and gets his law degree. Years later, they end up working together again for a different law firm. But this time, the tables have turned: he's the divorce lawyer, and she's the office manager. And Jeong Woo relishes getting his petty revenge.(Source: Wikipedia)","['Yeon Woo Jin', 'Cho Yeo Jung', 'Shim Hyung Tak', 'Wang Ji Won']",이혼변호사는 연애 중
1329,Splendid Politics,MBC,"['Kim Sang Ho', 'Choi Jung Gyu']",['Kim Yi Young'],2015-04-13,2015-09-29,"Monday, Tuesday",2015,50,72.0,"Princess Jung Myung was the only direct descendant of King Seon Jo still alive and when she was born, her birth was celebrated around the palace. She had the sweetest smile a baby could have. Queen In Mok was relieved that she had a baby girl instead of a boy. According to the seer Nam Sa Go, the baby she carried would become the true ruler of the Joseon Dynasty, a king of kings and have a princess proved the prophecy to be wrong. But the turbulent times took a heavy toll on Princess Jung Myung. Upon the death of King Seon Jo, Gwang Hae ascended the throne and his first order of business was to eliminate Prince Yeong Chang and banish Queen In Mok from the palace. Then his next target was Princess Jung Myung. When In Mok learned that her daughter’s life was in danger, she sent her into hiding. But assassins tracked Jung Myung down. Through the heroic sacrifice of her bodyguard, Jung Myung was put on a boat that sailed adrift in the sea. Meanwhile, the bodyguard and nanny set their boat ablaze and died to fool the assassins. Jung Myung witnessed her nanny and bodyguard consumed by the flames. Adrift on the boat, Jung Myung lost consciousness and was picked up by a merchant boat crossing to Dejima in Japan. She was sold as a slave. To survive in the hostile environment she hid the fact that she was a princess. She also vanquished her memories of ever being a princess so that she could focus on how to get revenge. Posing as a boy, Jung Myung worked as a laborer in the sulfur mine. But she discovered hope in the depths of her despair. It was a friendship between Ja Gyung that helped her cling to life. But she never lost her focus on returning to Joseon one day and bringing the downfall of Gwang Hae who had taken everything away from her. Then an opportunity arose. She began peddling information and secrets in the sulfur mines. Leveraging her strategic location, she followed the Joseon delegation visiting Japan back to Joseon. Finally, her dream to return to Joseon had come true…(Source: MBC)","['Kim Jae Won', 'Lee Yun Hee', 'Cha Seung Won', 'Seo Kang Joon']",화정
1330,The Superman Age,tvN,,['Yoo Byung Jae'],2015-04-10,2015-05-29,Friday,2015,16,112.0,"A male engineering student gains supernatural powers after turning 25. As soon as his friends find out about his abilities, they start taking advantage of him to improve their personal careers and love lives. ","['Lee Yi Kyung', 'Yoo Byung Jae', 'Kim Chang Hwan']",초인시대
1331,My Unfortunate Boyfriend,MBC Dramanet,['Nam Ki Hoon'],['Lee Jae Yoon'],2015-04-10,2015-05-30,"Friday, Saturday",2015,16,188.0,"Yoon Tae Woon is a man who believes in living truthfully, so he is honest to a fault. On the other hand, Yoo Ji Na is a woman who has no qualms about lying to get what she wants. She is just starting out at a corporate job, determined to succeed at any cost. The drama will demonstrate how their unlikely romance turns out to be true love. ","['Noh Min Woo', 'Han Hye Rin', 'Yang  Jin Sung', 'Jung Yoon Hak']",나의 유감스러운 남자친구
1332,Love on a Rooftop,KBS2,['Choi Ji Yeong'],"['Choi Min Ki', 'Kim Ji Wan']",2015-04-06,2015-08-21,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,101,21.0,A drama about a woman who finally becomes a part of a family after re-adoption and man who chooses love over family. ,"['Park Jin Woo', 'Im Se Mi', 'Ham Eun Jung']",오늘부터 사랑해
1333,Let's Eat Season 2,tvN,"['Park Joon Hwa', 'Choi Kyu Shik']",,2015-04-06,2015-06-02,"Monday, Tuesday",2015,18,217.0,"The second season follows Goon Dae Yeong's character as he moves to a new building and reunites with his grade school classmate Baek Soo Ji. She’s been living alone for ten years, which means she’ll have plenty of her own single-living tips and opinions about food, setting her up to have a contentious relationship with Yoon Doo Joon.She’s a freelance writer with a crush on her other neighbor, Lee Sang Woo. He’s a civil servant who lives simply and eats simply. The sequel comes from the same PD-writer team that brought us the first season and promises another round of neighborly hijinks and, of course, lots and lots of food.","['Kwon Yool', 'Seo Hyun Jin', 'Yoon Doo Joon']",식샤를 합시다 2
1334,Falling for Innocence,jTBC,['Ji Young Soo'],['Yoo Hee Kyung'],2015-04-03,2015-05-23,"Friday, Saturday",2015,16,225.0,"Min Ho is a cold-blooded investment banker at Gold Investments. As a cynical, defensive, suspicious sociopath, he wears people down with his tenacity, taking advantage of them using his delusions of grandeur.  Min Ho has a different view of himself. He went through much when he was younger - his father's sudden death left his company open to a hostile takeover by his uncle, leaving him and his mother both destitute.  Min Ho  has a heart attack but miraculously survives after undergoing a heart transplant. Thanks to the new heart, he is no longer the cold and callous person he once was. Gradually he embraces happiness as he falls in love with Kim Soon Jung, who he wants to cherish and protect. But he’s not the only one vying for her attention.  Is Min Ho prepared to fight for what he wants?(Source: JTBC)","['Kim So Yeon', 'Yoon Hyun Min', 'Jung Kyung Ho']",순정에 반하다
1335,The Lover,Mnet,['Kim Tae Eun'],['Kim Min Seok'],2015-04-02,2015-06-25,Thursday,2015,12,250.0,"The series talk about four different couples living together in one apartment complex. Both in their thirties, Oh Do Shi is a voice actor and Ryu Du Ri is a blogger. They simply chose to live together instead of getting married, and have been sharing an apartment for two years. Jeong Yeong Jun and Choi Ji Nyeo are a couple that's twelve years apart in age. Ji Nyeo has the personality of a penny-pinching ajumma and basically supports her younger boyfriend in the hope that he will someday realize his dream, while Yeong Jun is an unemployed musician who carries around a guitar he doesn't know how to play. They've been living together for a year, and are quick to fight and make up. Park Hwan Jong and Ha Seol Eun are in their twenties and have just moved in together. Seol Eun wants her boyfriend to believe that she's the perfect embodiment of femininity, and works tirelessly to keep up the illusion. Lee Jun Jae is a loner who prefers to stay at home, but is forced to find a roommate for financial reasons. He doesn't even want to exchange unnecessary small talk so he advertises for a foreigner who can't speak Korean very well. Enter Takuya, a Japanese guy on his travels. Takuya thinks Jun Jae is wasting his youth, and begins to draw him out into the world.","['Oh Jung Se', 'Ryu Hyun Kyung', 'Choi Yeo Jin', 'Lee  Jae Joon', 'Jung Joon Young', 'Terada Takuya']",더 러버
1336,The Girl Who Sees Scents,SBS,['Baek Soo Chan'],['Lee Hee Myung'],2015-04-01,2015-05-21,"Wednesday, Thursday",2015,16,225.0,"Officer Choi Moo Gak lost his younger sister to a barcode-murder case and lost his ability to taste, smell, and feel pain. He then meets a girl named Oh Cho Rim, who is the only witness to the murder case and possesses a special sixth sense, which is the ability to see smells. ~~ Adapted from the webtoon ""Naemsaereul Boneun Sonyeo"" by Man Chwi. ","['Namkoong Min', 'Yoon Jin Seo', 'Shin Se Kyung', 'Park Yoo Chun']",냄새를 보는 소녀
1337,Missing Noir M,OCN,['Lee Seung Young'],['Lee Yoo Jin'],2015-03-28,2015-05-30,Saturday,2015,10,420.0,"Gil Su Hyeon is extremely intelligent. At the age of 10, he attended Harvard University and after graduating, he went to work at the FBI. 10 years later, he decided to come back to South Korea. He now works as the leader of the Special Missing Persons Unit. The unit deals with about 1% of special missing cases involving violent crimes. His appearance borders on perfection, but he holds a secret. Detective Oh Dae Yeong joins the Special Missing Persons Unit. He has worked as a detective for 20 years and he has an obsession in observing the law. He is known as a master of missing person cases.(Source: MUBI)","['Park Hee Soon', 'Jo Bo Ah', 'Kim Kang Woo']",실종느와르 M
1338,Angry Mom,MBC,['Ashbun'],['Kim Ban Di'],2015-03-18,2015-05-07,"Wednesday, Thursday",2015,16,262.0,"The protagonist, Jo Kang Ja was once legendary for being the toughest, most feared troublemaker at her high school in Busan. Due to her pregnancy in her late teens, she drops out of school and tries to become a responsible mother to her daughter, Oh Ah Ran. Fast-forward to the present, Kang Ja is now 34 years old and Ah Ran is a teenager attending high school. The two have a contentious relationship, with Ah Ran ashamed of Kang Ja's unrefined ajumma manners.Meanwhile, in Myungsung High School, when Ah Ran befriends the class outcast Jin Yi Kyung, it makes her the target of the school bullies who make her life hell, yet she's too proud to tell her mother what's happening. When Kang Ja finds out that her daughter is getting bullied, she decides to take matters into her own hands. Unbeknownst to Ah Ran, Kang Ja enrolls in Myungsung High as an undercover student with the false name ""Jo Bang Wool"" to teach those bullies a lesson. But she ends up unraveling the darker problems within the educational system. Kang Ja makes it her mission to put a stop to the school violence, dig up the flaws of the education system, and school corruption at Myungsung High with the help of Ah Ran and naive, idealistic homeroom teacher Park No Ah.(Source: Wikipedia)","['Kim Hee Sun', 'Ji Hyun Woo', 'Kim Yoo Jung']",앵그리맘
1339,Flower of the Queen,MBC,"['Kim Min Shik', 'Lee Dae Young']",['Park Hyun Joo'],2015-03-14,2015-08-30,"Saturday, Sunday",2015,50,78.0,"South Korean society values success more than anything else. People tirelessly strive to get ahead. Meanwhile, South Korea ranks at the bottom of the list of happy countries in the world. Korea's suicide rate is the highest among developed countries and the third highest in the entire world… There are things that money cannot buy. Money does not bring honor. Power cannot make one happy. Happiness is more powerful than political power, more valuable than riches, and a step above honor.  One mother chases success to live a luxurious lifestyle. A daughter finds success after practically raising herself. Two men love these two women as they pursue happiness. This TV series raises the question of what defines happiness to viewers.(Source: MBC)","['Lee Jong Hyuk', 'Yoon Park', 'Lee Sung Kyung', 'Kim Sung Ryung']",여왕의 꽃
1340,Super Daddy Yeol,tvN,['Song Hyun Wook'],,2015-03-13,2015-05-02,"Friday, Saturday",2015,16,244.0,"Doctor Cha Mi Rae with one daughter. One day, she is diagnosed with a rare cancer and informed she has about one year to live. She then seeks out her first love Kim Yeol. For her daughter, she struggles to turn Yeol into the best father possible. ","['Lee Dong Gun', 'Lee Yoo Ri', 'Lee Re']",슈퍼대디 열
