Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
352,Yumi's Cells,TVING tvN,['Lee Sang Yeob'],"['Song Jae Jung', 'Kim Yoon Joo', 'Kim Kyung Ran']",2021-09-17,2021-10-30,"Friday, Saturday",2021,14,300.0,"Controlled by a complex network of cells, each and every human on the planet is kept running by an unseen operating system that is, for the most part, completely ignored. Though humans never give much thought to how they manage to function, day in and day out, the cells within the human body are constantly at work, doing their part to keep their humans alive and well. This is why on the outside, Kim Yoo Mi may appear to be just like every other single working woman in the world, but underneath that ordinary exterior lies something truly extraordinary. Having recently suffered a painful breakup, Yoo Mi’s love cells have fallen into a deep coma. While the surrounding cells work hard to revive their fallen compatriots, Yoo Mi spends her days stuck in the grind of everyday life. With a heart still broken and no romantic prospects, Yoo Mi’s love cells might have been in serious trouble had it not been for the sudden appearance of Goo Woong. An emotionally stunted game developer, Goo Woong has no idea how to express his true feelings, but after meeting Yoo Mi, he finds himself wanting to try. With his own love cells unexpectedly sparking Yoo Mi’s back to life, things between the two start to get interesting.  With both Yoo Mi and Goo Woong’s cells working overtime, the two find themselves drawing ever closer. But will the efforts of this small collection of cells really be enough to bring two hearts together forever?(Source: Viki)~~ Adapted from the webtoon ""Yumi's Cells"" (유미의 세포들) by Lee Dong Geon (이동건).","['Ahn Bo Hyun', 'Kim Go Eun']",유미의 세포들
353,Squid Game,Netflix,,,"Sep 17, 2021","Sep 17, 2021",Friday,2021,9,400.0,"After a failed business venture, the debt-ridden chauffeur Seong Gi Hun lives his life gambling away the money he mooches off his elderly mother while failing to provide for her and his estranged daughter. When his life finally hits rock bottom, he receives an irresistible offer promising him a ₩45.6 billion prize in exchange for winning traditional Korean children's games against 455 other players, among them his childhood friend Cho Sang Woo. Commencing the games, the participants soon learn of the deadly consequences that come with losing.(Source: MyDramaList)","['Park Hae Soo', 'Wi Ha Joon', 'Lee Jung Jae', 'Jung Ho Yeon']",오징어 게임
354,Straight Sassy,,,,2021-09-12,2021-12-05,,2021,8,52.0,,"['Jung Yoo Hyeon', 'Lee Gun chang']",솔직발칙
355,Can You Deliver Time? 2002,,,,2021-09-10,2021-10-29,Friday,2021,8,112.0,"Kim Woo Ri is a 20-year-old freshman. She dreamed of being a normal kid who could live free and independent. However, because the coronavirus is spreading, it makes her unable to do anything.One day she had a big fight with her mother. She wanted to live alone, but her mother wouldn't let her. The next day, she order her favorite food, and suddenly she was sent back to year 2002.(Source: filiaang at MyDramaList)","['Lee Won Jung', 'Jo Ah Young', 'Han So Eun', 'Min Se Woong']",시간도 배달이 되나요 2002
356,Love in Black Hole,Tencent Video,['Hong Chung Gi'],,2021-09-10,2021-10-16,"Friday, Sunday",2021,12,50.0,"Tells the story of a college student namedEun Ha, who one day receives an anonymous love letter through a supernatural portal - the white hole!(Source: Allkpop) ","['Lee Han Gyul', 'Seola', 'Lee Jae Yoon', 'Doha', 'Ki Hui Hyun']",러브 인 블랙홀
357,Some Air,,,,2021-09-10,2021-11-12,Friday,2021,10,96.0,"Depicts the romantic meeting of four men and women in a thrilling airplane, an airport, and an unfamiliar city.(Source: Naver) ","['Hong Eun Ki', 'Anne', 'Choi Hye Jin', 'Park Yong Je', 'Lee Gyu Hyung']",썸에어
358,Mokkoji Kitchen,,,,2021-09-06,2021-11-08,Monday,2021,9,67.0,"A sweet and salty love recipe dramathat revolves around chef Moo Young, who runs a one-person fusion Korean restaurant, and college student Ro In, who knows all the delicious restaurants. The two fatefully become intertwined in each other’s lives and end up sharing food to fill their hearts.(Source: Naver) ","['Gongchan', 'Nam Kyu Hee']",모꼬지 키친
359,High Class,tvN,['Ashbun'],,2021-09-06,2021-11-01,"Monday, Tuesday",2021,16,262.0,"A mystery suspense drama about the dangerous lies and hypocrisieshidden behind the perfect lives of the women who live in the top 0.1 percent of society.Song Yeo Wool, who loses everything when she is framed for her husband’s murder. Nam Ji Sun, the “queen bee” among the mothers at the international school where Song Yeo Wool’s son attends. Danny Oh, a teacher at the school and a former ice hockey player. Hwang Na Yoon, a single mother who is the only one who is friendly to Song Yeo Wool. Cha Do Young, a former top actress who follows Nam Ji Sun around because she wants to be back in the spotlight.","['Ha Joon', 'Cho Yeo Jung', 'Kim Jee Soo', 'Park Se Jin', 'Gong Hyun Joo']",하이클래스
360,Lost,iQiyi jTBC,"['Hur Jin Ho', 'Park Hong Soo']",['Kim Ji Hye'],2021-09-04,2021-10-24,"Saturday, Sunday",2021,16,262.0,"At forty years old, Lee Boo Jeong has lost her way. She feels like she has reached the end of her potential and achieved absolutely nothing. Lee Kang Jae is twenty-seven, a man at the end of his youth, and though ""afraid of nothing,"" feels afraid his life will never amount to anything. ""Lost"" tells the story of ordinary people walking towards the light who suddenly realize that 'nothing has happened' in the middle of the downhill road of life. It depicts the most ordinary daily life standing on the edge of darkness rather than light, a life where one cannot easily choose.(Source: JTBC, OSEN)","['Jeon Do Yeon', 'Kim Hyo Jin', 'Park Byung Eun', 'Ryu Joon Yeol']",인간실격
361,No One Special,,,,2021-08-31,2021-10-22,"Tuesday, Friday",2021,16,30.0,,"['Jung Soo Han', 'Kim Jung Ah']",별거 없지만 주인공입니다
362,You Raise Me Up,,['Kim Jang Han'],['Mo Ji Hye'],"Aug 31, 2021","Aug 31, 2021",Tuesday,2021,8,315.0,"A comedy-drama surrounding Do Yong Shik, who is experiencing decreased sex drive in his 30s, as he reunites with his first love Lee Ru Da, who is his urologist. 31-year-old Do Yong Shik, who is preparing for his civil service examination. Not only has he put on weight while studying for the exam, but he also has to get treated by a urologist. However, he despairs when he meets his doctor, who is his first love. Urologist Lee Ru Da has exceptional visuals and comes from an affluent family; the only problem is her overconfident boyfriend. To bring him down a notch, she bragged about her amazing first love. However, when Lee Ru Da reunites with him at the hospital, he is not the person he used to be. To save face, she starts a mission to help him raise his self-esteem. Lee Ru Da’s problematic boyfriend Do Ji Hyuk is a psychiatrist who runs a psychological counseling center in the same building as Lee Ru Da. He was born in a wealthy family, is a private practice physician, and has flawless visuals, making him a man who seems to have everything. The only problem is that he’s also too aware of these facts. Getting high on his charms, he has a talent for making his girlfriend angry.","['Park Ki Woong', 'Ahn Hee Yeon', 'Yoon Shi Yoon']",유 레이즈 미 업
363,The Guys I Want to Catch,,,,2021-08-30,2021-11-01,Monday,2021,10,96.0,"Four rookie cops in Noryangjin, who failed their police exams, are known to all as ‘The F-4’. That’s ‘F’, as in ‘Failure’. Witness them pursuing criminals who have violated the law in varying ways. Do the bad guys even need to worry ‘The F-4’ is hot on their trails?! (Source: Soompi; Edited by Lee C) ","['Lim Se Jun', 'Son Dong Woon', 'Niel', 'Jung Woo Seok']",잡고 싶은 녀석들
364,Peach of Time,Tencent Video,"['Park Sun Jae', 'Jang Eui Soon']",['Yang Joo Hyun'],2021-08-30,2021-09-27,"Monday, Tuesday",2021,10,162.0,"Peach, a 22-year old Thai boy, takes a daring step in his life and decides to  fly to Korea to meet his Korean friend, Yoon Oh. They first met when Yoon Oh visited the restaurant Peach's parents own in Phuket.Everything seems perfect for Peach. He finally realized his dream! On top  of that, as he stays in his friend's house, the two can finally be together.  But something just doesn't seem right. Sung Suk, Yoon Oh’s mother,  seems to be cautious and reserved in Peach's presence. She is harsh with  her son and Peach soon realizes that the two do not get along well.Willing to help his friend, Peach takes matters in his own hands and tries  to mend the strained relationship. He just wants Yoon Oh to be happy...  and if he can make it happen, he will! But what is that weird feeling in Peach's heart? Does he like Yoon Oh...? (Source: hanyang-bls.com)","['Choi Jae Hyun', 'Jimmy Karn Kritsanaphan', 'Tommy Sittichok Pueakpoolpol']",시간의 복숭아
365,Lovers of the Red Sky,SBS Viki ViuTV,"['Jang Tae Yoo', 'Nam Tae Jin']",['Kim Young Young'],2021-08-30,2021-10-26,"Monday, Tuesday",2021,16,262.0,"During the Joseon Dynasty, a young woman named Hong Chun Ki is a painter – a true rarity in Joseon Korea, where Confucian values dictate that such pursuits are unsuitable for a woman. She was born blind, but somehow managed to acquire a sense of vision. Now she has been accepted to the most prestigious art college in the land.One day, she meets Ha Ram, an astrologer whose fate is the polar opposite of her own: Although he was born sighted, he lost his vision in a childhood accident. Regardless, he is also in possession of an astounding talent that allows him to read the future by tracing the movement of the sky at night, despite the fact that he is blind.The duo is sucked into the machinations of the royal court, particularly those involving two princes, the free-spirited Prince Yang Myung, and the cruel, scheming, Prince Joo Hyang – a man who longs to become the next Joseon king.(Source: Viki)~~ Adapted from the novel ""Hong Chun Ki"" (홍천기) by Jung Eun Gwol (정은궐).","['Ahn Hyo Seop', 'Kwak Shi Yang', 'Kim Yoo Jung', 'Gong Myung']",홍천기
366,Hometown Cha-Cha-Cha,Netflix tvN,['Yoo Je Won'],['Shin Ha Eun'],2021-08-28,2021-10-17,"Saturday, Sunday",2021,16,300.0,"After a conflict with her boss, dentist Yoon Hye Jin escapes the city to a seaside village where she'd vacationed to before as a little girl. When she learns the village is without a dentist, she decides to set up her practice there permanently. As the former city-dweller's stiff and guarded demeanor almost immediately rubs the locals the wrong way, in steps the free-spirited jack of all trades, Hong Do Shik. There to help her learn to navigate life in a small village, albeit they don't hit it off well at first.(Source: bbchops at MyDramaList)","['Lee Sang Yi', 'Shin Min Ah', 'Kim Seon Ho']",갯마을 차차차
367,Horror Mailbox,,,,"Aug 27, 2021","Aug 27, 2021",,2021,8,68.0,"Dread Mailbox is drama created, based on the calls and stories  of viewers, recorded through phone number 1855-0666.  It can be real experiences, stories heard somewhere, or imaginary ghost stories. Number is still active, and network encourages to continue sharing stories, using it. Each of the people whose story was featured in the series was awarded an airpod.(Source: Youtube site of 스튜디오 룰루랄라- studio lululala) ",,공포 사서함
368,Don't Worry Apricot,Tooniverse,,,2021-08-27,2021-09-24,Friday,2021,5,240.0,"Depicting the story of elementary school student Gye Sal Gu, who is always short of pocket money. One day, a magical bankbook with money falls from the sky.(Source: Cnews) ","['Seo Eun Sol', 'Dylan']",돈워리살구
369,D.P.,Netflix,,['Kim Bo Tong'],"Aug 27, 2021","Aug 27, 2021",Friday,2021,6,500.0,"Private soldier Jun Ho is a confused youth who served in the military normally like other Koreans. One day, he suddenly becomes a member of the military defector arrest team. As such, he is tasked with capturing deserters and must grapple with the more troubling cases of why some soldiers feel they have no other choice but go absent without official leave.(Source: NamuWiki, DramaWiki)~~ Adapted from the webtoon ""D.P Dog Day"" (D.P 개의 날) by Kim Bo Tong (김보통).","['Jung Hae In', 'Koo Kyo Hwan', 'Kim Sung Kyun', 'Son Suk Ku']",디피
370,Police University,KBS2,['Yoo Kwan Mo'],['Moon Jung Min'],2021-08-09,2021-10-05,"Monday, Tuesday",2021,16,262.0,"Hacking was the only way out of Kang Sun Ho’s miserable life ever since his parents passed away in an accident when he was just ten. He eventually puts his genius hacking skills into practice in an attempt to steal illegal gambling funds to pay for his adoptive father’s cancer surgery.One day, Sun Ho bumps into a charismatic judo girl, Oh Kang Hee, and falls in love at first sight. Just to be with her, he sets a goal to get an acceptance letter from the same university as Kang Hee’s and eventually gets accepted. However, he does not expect a familiar face from his previous misdemeanor, Yoo Dong Man, to greet him as his professor. At first, he’s not very pleased to see him again, but he gradually grows fond of Dong Man, the man of justice, to the point where he respects Dong Man’s philanthropic and brave nature as they continue to bicker with one another. Just like that, what started as love, at first sight, becomes Sun Ho’s life goal, a police officer.(Source: Viki)","['Jung Jin Young', 'Cha Tae Hyun', 'Krystal Jung']",경찰수업
371,The Road: The Tragedy of One,tvN,['Kim No Won'],['Yoon Hee Jung'],2021-08-04,2021-09-09,"Wednesday, Thursday",2021,12,400.0,"A story of the secrets, desires, guilts, and salvation of residents who live at ""Royal the Hill,"" a place where only the top 1 percenters live. Baek Soo Hyun is a popular and respected anchorman. He is known as a journalist with strong beliefs. When he states something on camera, viewers take his words as the truth. Yet, Baek Soo Hyun has another side; he's cold-hearted, and when he wants something, he gets it no matter what and will use any and all means to get what he wants. He is married to Seo Eun Soo, and they have children. Seo Eun Soo is the daughter of the chairman of the Jegang Group and married to Anchorman Baek Soo Hyun. Her father is powerful enough that he wields heavy influence in the political and economic worlds. Seo Eun Soo is a popular miniature artist. She prioritizes her family and tries never to lose her dignity, but she encounters tragedy. Seo Eun-Soo attempts to protect her family. Cha Seo Young is an announcer for a broadcast station. She has everything, including a prestigious job, exemplary educational background, and a beautiful appearance, but she is rarely satisfied with what she has.(Source: Naver, AsianWiki)~~ Adapted from the novel ""One Tragedy"" (一の悲劇) by Norizuki Rintaro (法月綸太郞).","['Ji Jin Hee', 'Kim Hye Eun', 'Yoon Se Ah']",더 로드: 1의 비극
372,2021 Summer Drama Collage: Monster Mansion,Genie TV,['Jo Ba Reun'],,2021-07-30,2021-08-19,,2021,8,188.0,An anthology work that captures the strange and eerie real-life horror that happens while webtoon writer Ji Woo reports on the abandoned apartment Gwanglim Mansion.(Source: Korean = Naver || Translation = MyDramaList) ,"['Kim Bo Ra', 'Sung Joon', 'Kim Hong Pa']",2021 썸머 드라마 콜라주: 괴기맨숀
373,The Great Shaman Ga Doo Shim,Daum Kakao TV Viki,['Park Ho Jin'],,2021-07-30,2021-10-08,Friday,2021,12,100.0,"Na Woo Soo is the very picture of high school perfection: He comes from a wealthy family, is outstandingly handsome, is every teacher’s favorite student at Seoul’s most prestigious high school, and unfailingly tops the class with his sky-high grades. But his life is about to turn on its head: The student with the lowest grades in his class is found dead in what at first appears to have been a suicide, and a girl named Ga Doo Shim transfers into his class.Ga Doo Shim longs to be a run-of-the-mill high schooler, but she is fated to become a mighty, evil spirit-chasing shaman. The only problem is she struggles to see spirits, both evil and benevolent. Her grandmother once told her that if she could survive being 18, she would be able to live a normal life. But the death of the student with low grades soon turns out to have a supernatural link. And furthermore, she soon learns that Na Woo Soo has suddenly gained the ability to see spirits. Together, they realize, they have the power to fight back against the powers of evil, which are now threatening to overrun the school. But could their ghost-busting partnership one day blossom into romance?(Source: Viki)","['Kim Sae Ron', 'Nam  Da Reum']",우수무당 가두심
374,Someday Office,,,,2021-07-28,2021-09-15,Wednesday,2021,8,75.0,,['Kim Kyoung Seok'],썸데이 오피스
375,Blue Birthday,Naver TV Cast Viki,['Park Dhan Hee'],,2021-07-23,2021-09-11,"Friday, Saturday",2021,16,75.0,"A fantasy romance drama in which Oh Ha Rin will revisit the past through mysterious photos left by her first love, Ji Seo Jun, who died on her birthday 10 years ago. He had resolved to confess to his childhood friend since elementary school but he ended up taking his own life, much to her shock and horror. He was about to confess to her when he met his sudden death in the photography room.She currently works at an abandoned pet shelter, but on the 10th anniversary of the incident, she comes into possession of some photos that her first love left behind. Ha Rin, whose painful memories were relighted again, decides to burn all the pictures. When she burned the pictures, she suddenly realized she was back to the day the pictures were taken 10 years ago. The camera only has 8 pictures, so Ha Rin only has 8 chances to go back in time.(Source: Soompi, 韩剧TV)","['Yeri', 'Yang Hong Seok']",블루버스데이
376,Focus to You 2,,,,2021-07-22,2021-08-26,Thursday,2021,6,70.0,,"['Han Ji Woo', 'Yang Kyung Hyeon', 'Kim Ha Song', 'Choi Yong Jun']",너에게로 줌 시즌2
377,The Witch's Diner,TVING,"['So Jae Hyun', 'Lee Soo Hyun']",['Lee Young Sook'],2021-07-16,2021-08-13,Friday,2021,8,330.0,"At the age of 28, Jung Jin had everything in life that a person could ever want or need. With a great job and a fantastic boyfriend, Jin was convinced her life was as close to perfect as anyone could ever wish. Little did she know, her perfect world was about to come crashing down around her. Stricken by a string of bad luck, Jin now finds herself without a job, a boyfriend, or a clue as to what to do next. With no better ideas, Jin agrees to open a restaurant with her mother but even that venture ends in bankruptcy. With her mother leaving for the countryside, Jin is left with nothing but a failed business and overwhelming heartache. But after an unexpected encounter with Jo Hee Ra, a sorceress who specializes in granting wishes, things take an unexpected turn for the better.Wishing to borrow Jin’s restaurant to run a restaurant of her own, Jin agrees to the mysterious woman’s request. Soon the place is full of people willing to sell their soul for a taste of Hee Ra’s magical wish-granting dishes. Though thrilled by their success, Jin sometimes wonders if the price of Hee Ra’s dishes isn’t just a little high...(Source: Viki)~~ Adapted from the novel ""The Witch's Diner"" (마녀식당으로 오세요) by Go Sang Hee (구상희).","['Chae Jong Hyeop', 'Nam Ji Hyun', 'Song Ji Hyo']",마녀식당으로 오세요
378,The World of CC,,,,2021-07-12,2021-08-29,"Monday, Sunday",2021,8,75.0,,,CC의 세계
379,Our First: Seventeen,,['Kim Soo Jung'],,2021-07-07,2021-08-07,"Wednesday, Saturday",2021,10,60.0,"A pure, harmless, no-MSG teen drama depicting the growth process of high school cover song club friends meeting each other and finding their dreams.(Source: Naver) ","['Jeong Soo Hyun', 'Park Chae Rin', 'Choi Ji Su', 'Kwon Tae Eun', 'Nam Hye Ri']",첫번째 열일곱
380,Red Shoes,KBS2,['Park Ki Hyun'],['Hwang Soon Young'],2021-07-05,2021-12-10,"Monday, Tuesday, Wednesday, Thursday, Friday",2021,100,21.0,"A story about a heartless mother who betrayed her father and turned away from her sick younger brother for love and desire, and a daughter who dreams of revenge against such mother.(Source: Naver) ","['Jung Yoo Min', 'Park  Yoon Jae', 'Choi Myung Gil', 'So Yi Hyun', 'Shin Jung Yoon']",빨강 구두
381,You Are My Spring,Netflix tvN,"['Jung Ji Hyun', 'Joo Sang Kyu']",['Lee Mi Na'],2021-07-05,2021-08-24,"Monday, Tuesday",2021,16,262.0,"When Kang Da Jung finds a job at a five-star hotel, she rises to the manager position faster than any of her fellow employees who were hired at the same time as her. Her problem is that she takes after her mother’s poor choice of men and dates men who are terrible like her father.Meanwhile. Joo Young Do is a psychiatrist who helps others heal their emotional wounds and find the will to live. However, he himself bears his own scars from not having been able to save his younger brother and one of his patients.The two, suffering from traumatic childhoods, form a heartfelt bond when they become entangled in a perplexing local murder case.(Source: Soompi, Netflix)","['Kim Dong Wook', 'Yoon Park', 'Seo Hyun Jin', 'Nam Gyu Ri']",너는 나의 봄
382,The Devil Judge,tvN,['Choi Jung Gyu'],['Moon Yoo Seok'],2021-07-03,2021-08-22,"Saturday, Sunday",2021,16,281.0,"Set in a dystopian version of present-day Korea where daily life is chaos and society has collapsed to the point that people openly voice their distrust and hatred for their leaders. In this world bereft of law and order, Head Trial Judge Kang signals the need for change. His courtroom is the subject of a reality show where he mercilessly punishes the guilty, earning him the ""Devil Judge"" nickname. As a divisive figure with an aura of mystery that belies his true identity and ambitions, the public is unsure whether he is a true hero or someone, knowingly sowing the seeds of discontent in his courtroom. A bitter rivalry has taken shape between the ""Devil Judge"" and the highly ambitious Jung Sun Ah, who has risen from poverty to become a corporate social responsibility foundation director. Into this turbulent world enter two childhood friends on a quest for true justice: rookie Judge Kim Ga On and Police Officer Yoon Soo Hyun. Do they have what it takes to challenge both the scheming Jung Sun Ah and the notorious ""Devil Judge""?(Source: Viki, Wikipedia, Soompi)","['Park Gyu Young', 'Ji Sung', 'Park Jin Young', 'Kim Min Jung']",악마판사
383,Meeting Plaza,,,,2021-07-01,2021-08-19,Thursday,2021,8,82.0,,"['Park Jung Min', 'Kim Na Hee', 'Bae Geu Rin', 'Lee Soo Yong']",만남의 광장
384,Light on Me,Viki,['Lee Yoo Yeon'],['Lee Ji Eum'],2021-06-29,2021-08-19,"Tuesday, Thursday",2021,16,90.0,"Tae Kyung is a 18-year-old high school student. He is also a lifelong loner. But one day, he starts questioning his own judgment and tells a teacher that he no longer wishes to be alone. The problem is, he has no idea how to start going about making new friends. The teacher advises him to join the school’s student council. He agrees, but discovers that making friends may be harder than it seems.He meets the Vice President of the council, Shin Woo, who is cool and level-headed, but also somewhat cold toward him and reluctant to accept Tae Kyung. However, he also meets the super-attractive President of the council: Da On, who appears to take an instant shine to him. The beginnings of a romance appear to be in the cards for Da On and Tae Kyung, but Shin Woo does not seem to approve. Matters are further complicated by the fact that Da On’s close female friend – who secretly loves Da On – is jealous of their closeness, and attempts to drive a wedge between them!(Source: Viki)~~ Adapted from the mobile game “Saebit Boys High School Council"" (새빛남고학생회) by Day7 (데이세븐).","['Kang Yoo Seok', 'Go Woo Jin', 'Lee Sae On', 'Choe Chan Yi']",새빛남고 학생회
385,On the Verge of Insanity,MBC,['Choi Jung In'],['Jung Do Yoon'],2021-06-23,2021-08-26,"Wednesday, Thursday",2021,16,262.0,"Veteran Engineer Choi Ban Seok is a developer with the consumer electronics division of Hanmyung Electronics. He is a calm, warm-hearted man with a good sense of humor who is now facing the biggest crisis of his 22-year career. To avoid being included in a round of dismissals, he transfers to the Personnel Department. Despite being unfamiliar with its function, he decides that it is better to endure being there than be without a job. Dang Ja Young, the recently promoted Head of the Personnel Department, is a workaholic who wants to become the company’s first female executive. When Ban Seok first transfers to her department, she doesn’t quite know what to make of him. But, once working together, she finds her life slowly changing.(Source: Asianwiki, MyDramaList)","['Kim Ga Eun', 'Moon So Ri', 'Lee Sang Yeob', 'Jung Jae Young']",미치지않고서야
386,"Nevertheless,",jTBC Netflix,"['Kim Ga Ram', 'Jang Ji Yeon']",['Jung Won'],2021-06-19,2021-08-21,Saturday,2021,10,420.0,"Park Jae Eon finds dating a waste of time but likes to flirt. Even though he is friendly and cheerful towards all, he does not pursue others. Park Jae Eon is a master of “push-and-pull” who doesn’t get swept up in emotions. Jae Eon draws firm lines between himself and other people and doesn’t reveal how he feels. Yet when Park Jae Eon meets Yoo Na Bi, he wants to cross those lines. Yoo Na Bi wants to date but doesn’t trust love. After a bitter experience with her first love, she doesn't believe in destiny anymore. But when she meets Park Jae Eon, he has a magical effect on her that challenges Na Bi’s decision to stay aloof.(Source: Soompi, edited by MyDramaList)~~ Adapted from the webtoon ""Nevertheless"" (알고있지만) by Jung Seo (정서).","['Yang Hye Ji', 'Chae Jong Hyeop', 'Lee Yeol Eum', 'Han So Hee', 'Song Kang']","알고있지만,"
387,Genesis,Genie TV,['Jang Tae Yoo'],,2021-06-18,2021-07-23,Friday,2021,6,520.0,A man who digs into his mother's mysterious death meeting humans with the same faces as him one by one and becoming embroiled in a bigger conspiracy.(Source: Naver) ,"['Nana', 'Park Hae Jin', 'Lee Shi Ah']",Genesis
388,Voice Season 4: Judgment Hour,tvN,"['Shin Yong Hwi', 'Yoon Ra Young']",['Ma Jin Won'],2021-06-18,2021-07-31,"Friday, Saturday",2021,14,270.0,"A serial killer with enhanced hearing ability, identical to Kang Kwon Joo, appears and starts murdering people using it. Because of this, Kang Kwon Joo is driven into a corner, and she decides to cooperate with Detective Derek Cho to catch the serial killer. Derek Cho, a person of principle who doesn’t allow mistakes, is a team leader from the LAPD (Los Angeles Police Department), a team that deals with criminal gangs. Meanwhile, Kwon Joo has suffered from PTSD since the death of Do Kang Woo, but she still carries out her duties as the leader of the emergency 112 call center. (Source: AsianWiki)","['Song Seung Heon', 'Lee  Ha Na']",보이스4: 심판의 시간
389,So Not Worth it,Netflix,"['Kwon Ik Joon', 'Kim Jung Shik']","['Seo Eun Jung', 'Baek Ji Hyun']","Jun 18, 2021","Jun 18, 2021",Friday,2021,12,175.0,"New friends, new loves, and new experiences mix together inside a colorful college dormitory in Seoul that's home to students from around the world.Se Wan is a teaching assistant who is in charge of managing the dorm. Jamie is a new student at the dorm from America. Sam is the son of the president of a tteokbokki global food chain who grew up in Australia. Minnie is a student from Thailand who has a lot of fantasies from watching Korean dramas. Hyun Min is a stateless Korean student who was not able to enter the dorm and has to commute five hours each day to school.(Source: Soompi, Netflix)","['Han Hyun Min', 'Park Se Wan', 'Choi Young Jae', 'Shin Hyun Seung', 'Minnie', 'Terris Brown']",내일 지구가 망해버렸으면 좋겠어
390,Romanced,,,,2021-06-17,2021-08-06,Thursday,2021,8,112.0,A quirky and provocative secret romance set in the theatre. A play based on a revenge plot is in progress with both leads keeping their true identities under wraps. (Source: KoreaDaily.com) ,"['Kim Jae Won', 'Choi Si Hun', 'Kim Ye Eun', 'Kwak Ye Heon']",뒤로맨스
391,Hospital Playlist Season 2,Netflix tvN,['Shin Won Ho'],['Lee Woo Jung'],2021-06-17,2021-09-16,Thursday,2021,12,500.0,"Everyday is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.(Source: Netflix) ","['Jung Kyung Ho', 'Yoo Yeon Seok', 'Jeon Mi Do', 'Jo Jung Suk', 'Kim Dae Myung']",슬기로운 의사생활++
392,Yunseul,,,,"Jun 16, 2021","Jun 16, 2021",Wednesday,2021,5,108.0,"Yunseul is about a story that transcends 1,500 years of time and space from the ancient Three Kingdoms period to the present in Yeosu, Korea. It is a fusion historical fantasy romance drama where three main characters keep being engaged in a love triangle over many reincarnated life-times.(Source: 힐링여수야 on YouTube) ",,윤슬
393,On the Turf,,,,2021-06-16,2021-07-12,,2021,6,150.0,"Lee Xi Jun gets captured by an illegal loan shark to pay back debts that aren't his. He is imprisoned together with another kidnapped guy called Ju Wan and their captor abuses them. He tries to find a way out.(Source: RandomUsagi at MyDramaList)~~ Adapted from the novel ""No Money"" (お金がないっ) by writer Shinozaki Hitoyo (篠崎一夜) and illustrator Kosaka Toru (香坂透). ",,돈이 없어
394,Monthly Magazine Home,iQiyi jTBC,['Lee Chang Min'],['Myung Soo Hyun'],2021-06-16,2021-08-05,"Wednesday, Thursday",2021,16,225.0,"Na Young Won is a successful senior editor at the hit monthly magazine Monthly House. Although her glittering journalistic career spans a decade, her home situation is not quite as idyllic as those she spends her time reporting on. In fact, she lives alone in a rented house and happily makes adjustments as she sees fit. But when the magazine’s CEO Yoo Ja Sung buys the house and becomes her fussy new landlord, she is in for a shock.Yoo Ja Sung proves to be a very difficult landlord to keep happy. He grew up in poverty, initially working in the construction industry, but determined to make his fortune through real estate investment. For him, buying the house Na Young Won lives in is little more than another financial transaction. But as the duo starts to get to know one another, their attitudes toward the real estate market – and one another – start to change. Suddenly, Na Young Won starts to ask herself if she would be better off buying her own house...or beginning on an unlikely romance with her firm’s CEO!(Source: Viki)","['Jung Gun Joo', 'Jung So Min', 'Kim Ji Suk']",월간 집
395,"At a Distance, Spring Is Green",iQiyi KBS2 Viki,['Kim Jung Hyun'],,2021-06-14,2021-07-20,"Monday, Tuesday",2021,12,315.0,"A coming of age story about young people in their twenties and the problems they face in university. Nam Soo Hyun and Yeo Joon,  two boys with contrasting personalities, unexpectedly become friends when working on a project together.Depicts the realistic worries and conflicts of university students in their 20's, centered around 1st-year student Yeo Joon. Even though Yeo Joon has an attractive appearance and comes from a wealthy background, he carries pain inside. His character is a puppy-dog freshman who takes a liking to a sunbae and follows him around, leading to an unlikely friendship between two very different boys.(Source: MyDramaList)~~ Adapted from the webtoon ""Campus Life"" (멀리서 보면 푸른 봄) by Ji Nyoong (지늉).","['Park Ji Hoon', 'Bae In Hyuk', 'Kang  Min Ah']",멀리서 보면 푸른 봄
396,Love (ft. Marriage and Divorce) Season 2,Netflix TV Chosun,['Yoo Jung Joon'],['Im Sung Han'],2021-06-12,2021-08-08,"Saturday, Sunday",2021,16,262.0,Everything continues to unravel for the radio show professionals. Their devolving marriages must now contend with the revelation of the identities of their husbands’ paramours. (Source: Netflix) ,"['Sung Hoon', 'Park Joo Mi', 'Lee Ga Ryeong', 'Jeon Soo Kyung', 'Lee Tae Gon', 'Jeon Noh Min']",결혼작사 이혼작곡2
397,Starting Point of Dating,,,,2021-06-11,2021-07-23,Friday,2021,7,154.0,"A romantic comedy about the misunderstandings and mishaps that occur when a student on the job hunt accidentally loses her phone. Choi Soo Yeon is a spirited college student who lives with her uncle after her parents passed away in a car accident when she was young. Kye Han Sol is a charming café owner who is aloof but well-mannered, while Yoo In Hae is a musical diva who dotes on Choi Soo Yeon as if she were her own daughter.(Source: Naver, Soompi)","['Oh Ha Young', 'Kang In Soo', 'Kim Ye Ji', 'Jung Jin']",연애시발.(점)
