Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
1155,Still Loving You,KBS1,['Kwak Gi Won'],['Kim Min Joo'],2016-11-28,2017-05-26,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,125,17.0,"The tale of former teacher and student, Oh Eun Soo and Kim Bit Na, who meet again years later after they married brothers, Yoon Soo Ho and Yoon Soo Hyun. They even become stepsisters after remarriage of their parents. ","['Park Ha Na', 'Lee Young Eun', 'Choi Jung Won', 'Kim Dong Jun']",빛나라 은수
1156,Person Who Gives Happiness,MBC,"['Park Seung Woo', 'Lee Sung Joon']",['Park Ji Hyun'],2016-11-21,2017-05-12,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,118,18.0,"There are three different mothers. Park Bok Ae is a selfish mother who would do anything to ensure that her children have a better life even if it inflicts pain on others. The cold-hearted Kim Ja Gyung is an actress who abandons her own son at birth in order to pursue her acting career. Then there is Im Eun Hee who adopts a boy and becomes a mother even if she never experienced what it was like to have a family. This TV miniseries revolves around a foster mother who struggles to protect her child from the biological mother who tries to take the child back after learning that her child has become a top child actor, making a lot of money. The story unfolds as the foster mom battles with the biological parent over custody. At the same time, Gun Woo's unchanging love towards Eun Hee proves that she is someone who deserves much love.(Source: MBC)","['Kim  Mi Kyung', 'Ha Yun Joo', 'Lee Yoon Ji', 'Son Seung Won', 'Jo Yeon Ho', 'Lee Ha Yul']",행복을 주는 사람
1157,Cat Chef,O'live,,,2016-11-21,2016-12-20,"Monday, Tuesday",2016,10,210.0,"The story of a Korean cuisine chef, Yeo Moon Joon who runs a restaurant in Vietnam. The drama introduces various recipes that are as sweet as the romantic love story of the young and talented chef and his beautiful lady customer with incredibly sensitive palate. ",['Lee Ki Woo'],고양이띠 요리사
1158,Night Light,MBC,,['Han Ji Hoon'],2016-11-21,2017-01-24,"Monday, Tuesday",2016,20,189.0,"This drama depicts the intense and fierce fight among three greedy individuals, in order to become the owner of most splendid light sources for the city that never sleeps: money and power. Seo Yi Kyung is a ruthless and sharp businesswoman, who is willing to do anything for her ambitions. Park Gun Woo is an heir to a big company who got betrayed by his love, Yi Kyung, 12 years ago. Lee Se Jin is a hired persona who gets attracted to Yi Kyung's aura and wants to be like her.","['Jin Goo', 'Lee Yo Won', 'Uee']",불야성
1159,Oh My Geum Bi,KBS2,['Kim Young Jo'],['Lee Myung Hee'],2016-11-16,2017-01-11,"Wednesday, Thursday",2016,16,225.0,"Geum Bi is a spirited 8-year-old girl who suffers from Niemann-Pick Disease Type C (NPC), a rare genetic condition that makes her body unable to properly metabolize cholesterol and other lipids. The condition is often referred to as “childhood Alzheimer’s” because of the rapid mental and physical deterioration that accompanies it. Her single father, Hwi Cheol, is a swindler. While taking care of Geum Bi, he learns about the preciousness of life. Geum Bi’s stern mother, Jang Joo Yeong, is estranged from Hwi Cheol and disapproves of everything he does. Go Kang Hee is an arborist who likes to spend her time alone or on the search for stolen cultural artifacts. When Kang Hee meets Hwi Cheol, she finds herself drawn into his life. Can Geum Bi teach Kang Hee to mend her fractured heart?","['Oh Ji Ho', 'Park Jin Hee', 'Heo Jung Eun']",오 마이 금비
1160,Weightlifting Fairy Kim Bok Joo,MBC,"['Oh Hyun Jong', 'Nam Sung Woo']","['Yang Hee Seung', 'Kim Soo Jin']",2016-11-16,2017-01-11,"Wednesday, Thursday",2016,16,225.0,"Bok Joo is a weightlifter who is pursuing her dream of winning the gold medal but she then finds romance for the first time in her life. While she is a woman who trains with heavy steel weights, she is also very feminine when it comes to relationships. Focusing solely on weightlifting would jeopardize her relationship but leaving her weightlifting career for love would keep her from attaining her dreams.Can she find a way to have love as well as glory at the age of 20? The characters within this drama are elite athletes in weightlifting, swimming and rhythmic gymnastics who work hard to reach their goals in life. It covers their coming-of-age stories and relationships through hectic life.(Source: MBC)~~ Inspired by the life of South Korean Olympic weightlifter gold-medalist Jang Mi Ran.","['Kyung Soo Jin', 'Lee Sung Kyung', 'Nam Joo Hyuk', 'Lee Jae Yoon']",역도요정 김복주
1161,The Legend of the Blue Sea,SBS,['Jin Hyeok'],['Park Ji Eun'],2016-11-16,2017-01-25,"Wednesday, Thursday",2016,20,180.0,"How can a mermaid from the Joseon era survive in modern society?Shim Chung is a mermaid who follows her one true love, a nobleman’s son named Kim Ryung from the Joseon Dynasty, to modern-day Seoul. Ryung’s modern doppelgänger is Heo Joon Jae, a highly skilled scam artist who first becomes interested in Shim Chung because of a jade bracelet worth $6 million that Shim Chung wears.With nowhere to go, Shim Chung is taken in by Joon Jae, who also finds his con partners, Jo Nam Doo and Tae Oh, hiding out in his home from a vengeful past victim of their scams. Shim Chung discovers a rival for Joon Jae’s heart in Cha Shi Ah, a researcher at KAIST who deals with ancient artifacts.When a dangerous killer named Ma Dae Yeong, sent by Joon Jae’s stepmother who wants to make her own son the heir to Joon Jae’s fortunes, can Shim Chung survive her strange new environment while also helping Joon Jae avoid the dangers that await him?(Source: Viki)~~ Inspired by the Joseon legend from Korea's first collection of unofficial historical tales contained in a short story anthology ""Eou Yadam"" (어우야담) by Joseon-era scholar Yoo Mong In (유몽인).","['Lee Min Ho', 'Jun Ji Hyun']",푸른 바다의 전설
1162,Golden Pouch,MBC,['Kim Dae Jin'],['Lee Hye Seon'],2016-11-14,2017-05-30,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,122,17.0,"In the drama ""Golden Pouch”, Seok Hoon, a genius doctor who is an orphan loses his memory due to an accident on his wedding day. He wakes up mistakenly believing that the actors that were hired to pretend as his parents during the wedding as his real parents. He develops close ties with the couple and for the first time in his life, he experiences what it feels like to belong to a two-parent family. Later, the couple takes him in as their own son. Seol Hwa is the second daughter in the family who stays upbeat no matter how hard her life gets. One day, she comes across Seok Hoon, who is suffering from amnesia. Can she and Seok Hoon overcome the sticky threads of fate to fall in love? This romantic comedy revolves around an irritable doctor who abandons his profession to become a cook as he gets involved with a headstrong woman.(Source: MBC)","['Jung Woo Yeon', 'Lee Sun Ho', 'Jin Yi Han', 'Son Ga Young']",황금주머니
1163,"Father, I’ll Take Care of You",MBC,"['Kim Sung Wook', 'Lee Dae Young']",['Jo Jung Seon'],2016-11-12,2017-05-07,"Saturday, Sunday",2016,50,80.0,"After Hyung Seob and Jung Ae worked hard to raise their four children, they are now ready to retire but one day all of their children move back into the house. Hyun Woo returns to Korea to seek revenge for getting separated from his only sibling and being sent to America. However, he reunites with Jung Eun whom he once met in New York. Will Hyun Woo be able to overcome his hurtful past and move on to find love? At the same time, Sung Joon also meets a girl named Dong Hee again whom he briefly met in Taiwan but finds her living in his parents’ house in Korea. Will Sung Joon and Dong Hee find true love? is about karmic connections, family values and young people who are destined to fall in love.(Source: MBC)","['Kim Jae Won', 'Lee Soo Kyung', 'Park Eun Bin', 'Lee Tae Hwan']",아버님 제가 모실게요
1164,Dr. Romantic,SBS,"['Yoo In Shik', 'Park Soo Jin']",['Kang Eun Kyung'],2016-11-07,2017-01-16,"Monday, Tuesday",2016,20,180.0,"Kim Sa Bu was once a famous surgeon at the peak of his career at a major hospital. But he suddenly gives it all up one day to live in seclusion and work as a neighborhood doctor in a small town. He now goes by “Teacher Kim” and refers to himself as the “Romantic Doctor”. Meanwhile, Kang Dong Joo became a doctor to make something of himself after growing up poor, and he seeks out VIP patients to achieve the success that he desperately wants. Yoon Seo Jung is a passionate young surgeon who is haunted by a mistake from her past and tries to get over it. When Dong Joo and Seo Jung meet the quirky Teacher Kim, their lives and careers will never be the same again.","['Han Seok Kyu', 'Yoo Yeon Seok', 'Seo Hyun Jin']",낭만닥터 김사부
1165,Entourage,tvN,['Jang Young Woo'],"['Seo Jae Won', 'Kwon So Ra']",2016-11-04,2016-12-24,"Friday, Saturday",2016,16,262.0,This is the story of a handsomely famous celebrity who depends on his three friends and agency's boss who try to help him in his struggles as an actor and a man. (Source: IMDb)~~ Remake of the American TV series “Entourage” [2004]. ,"['Lee Dong Hwi', 'Lee Kwang Soo', 'Seo Kang Joon', 'Park Jung Min', 'Jo Jin Woong']",안투라지
1166,Forever Young 2,,,,2016-11-03,2017-03-22,"Thursday, Friday",2016,38,71.0,NA ,"['Kang Tae Oh', 'Nha Phuong']",오늘도 청춘2
1167,Momin's Room,OCN,,,2016-11-01,2016-11-22,"Tuesday, Thursday",2016,7,103.0,"'Momin's Room' will talk about how today's youth deals with love, friendship, and family while weaving in informational content about copyright. The main character is 23-year-old Momin, who moves from Jeju Island to Seoul and builds lasting friendships. ","['Jang Hee Ryung', 'Lee Gi Kwang']",모민의 방
1168,Always Springtime,MBC,['Lee Hyung Sun'],['Kim Mi Kyung'],2016-10-31,2017-04-21,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,122,17.0,"With an underlying theme of hope in a stressful, disconnected world, this drama centers around filial piety, family bonds and people of good character. This drama reveals the true meaning of marriage and love by depicting the current dating scene and social attitudes while contrasting the personalities amongst young people looking for a husband based on the man's social and wealth status instead of true love. There are good times and also bad times in life, but by having your loved ones by your side will make every day feel like a pleasant springtime.(Source: MBC)","['Kang  Byul', 'Kim So Hye', 'Sun Woo Jae Duk', 'Kwon Hyun Sang']",언제나 봄날
1169,Ugly Miss Young Ae Season 15,tvN,['Han Sang Jae'],['Baek Ji Hyun'],2016-10-31,2017-01-03,"Monday, Tuesday",2016,20,180.0,Drama series depicts the life and love of 39-year-old Young Ae. ,"['Lee Seung Joon', 'Kim Hyun Sook']",막돼먹은 영애씨 시즌15
1170,My Wife’s Having an Affair This Week,jTBC,['Kim Seok Yoon'],"['Lee Nam Gyu', 'Kim Hyo Shin', 'Lee Ye Rim']",2016-10-28,2016-12-03,"Friday, Saturday",2016,12,350.0,"Hyun Woo fell in love with Soo Yeon at first sight in college and they have been married for 8 years. He thought he had the perfect family, with Soo Yeon, who is a beautiful wife and a good mother to his beloved son. Then one day, Hyun Woo sees a hotel reservation message sent by a male stranger on Soo Yeon’s phone. Even though he tries not to think about it, proof after proof is revealed, which confirm that his wife is indeed having an affair. Since he firmly believes that he is a good husband and father, he can’t seem to forgive his wife. He blames her for putting the family in danger but then starts thinking, “Have I been a good husband to my wife?”(Source: JTBC)","['Ye Ji Won', 'Lee Sun Kyun', 'Lee Sang Yeob', 'Song Ji Hyo', 'Kim Hee Won', 'Kwon BoA']","이번 주, 아내가 바람을 핍니다"
1171,One More Time,BS TV Tokyo Netflix,,,2016-10-26,2016-12-14,Wednesday,2016,8,225.0,"Yoo Tan is the leader and vocalist of an indie band called One More Time, a band he started with his childhood friends ten years ago. The indie band flourished for a while even boldly refusing to succumb to the establishment at one point. But Tan is getting older, the popularity of his band is dwindling, and life isn’t getting any easier financially, so he eventually signs with a music label. While enduring the difficult conditions inherent at a major music label, an unforeseeable event takes place sweeping Tan up in it: An unwanted time leap which allows him to journey back in time to regain his girlfriend.","['Kim Myung Soo', 'Yoon So Hee']",헤어진 다음날
1172,Sweet Stranger and Me,KBS2,['Kim Jung Min'],['Kim Eun Jung'],2016-10-24,2016-12-13,"Monday, Tuesday",2016,16,225.0,"Hong Na Ri is a proud flight attendant who suffers a series of misfortunes after her mother passes away and then she discovers that her longtime fiancee, Jo Dong Jin, is cheating on her with fellow flight attendant Do Yeo Joo. To get her mind off her troubles, Na Ri returns to her mother’s home, only to find a handsome young man, Go Nan Gil, living in Na Ri’s mother’s house and running her mother’s dumpling restaurant. Incredulously, Nan Gil tells Na Ri that he is her father, having married Na Ri’s mother before she passed away! Meanwhile, Kwon Duk Bong is a wealthy businessman who wants to help Na Ri reclaim her mother’s property so that he can develop the land. Can he help Na Ri prove that Nan Gil is a lying swindler?(Source: Viki)~~ Adapted from the webtoon “Woorijibe Saneun Namja” by Yoo Hyun Sook.","['Kim Young Kwang', 'Kim Ji Hoon', 'Lee Soo Hyuk', 'Jo Bo Ah', 'Park Soo Ae']",우리집에 사는 남자
1173,The Facetale: Cinderia,Naver TV Cast Viki,,,2016-10-14,2016-11-17,,2016,10,48.0,"The two best friends are polar opposites. Cin De Ri works for a cosmetics company but prefers not to wear makeup due to a traumatic incident in college. Her best friend is Gae Mo Ran, the impeccable and gorgeous beauty host. When Cin De Ri stands in for Mo Ran on a blind date with the handsome Lee Jun Yeol, she becomes smitten with him. But Mo Ran then decides she wants Jun Yeol for herself and tries to seduce him.Angry, Cin De Ri decides her Plain Jane days are over and uses a mysterious compact that can conjure three makeup fairies – Fairy Won Hye, Fairy Hwal Ran, and Fairy Dae Shik – to transform her into a beautiful woman. Wang Sae Son is mesmerized by the sudden change in Cin De Ri. But the compact can only be used up to eight times. What will happen to Cin De Ri when she runs out of magic transformations?(Source: Viki)","['Lee  Joo Yeon', 'Choi Tae Hwan', 'Shin Suk Chul', 'Kang So Yeon']",더 페이스테일 시즌1 : 신대리야
1174,Something About 1 Percent,DramaX,['Kang Cheol Woo'],['Hyun Go Woon'],2016-10-05,2016-11-24,"Wednesday, Thursday",2016,16,150.0,"Growing up in a wealthy family, Lee Jae In had the best of everything. As an adult he was smart, good looking, had a well-paying job, in short, it seemed like he had it all together. There was just one problem, he was an arrogant jerk.Annoyed with his grandson’s arrogance, Jae In’s grandfather came up with a plan to humble his haughty grandson and maybe even teach him a lesson. In order to inherit everything his grandfather was going to leave for him, Jae In would have to enter into an engagement contract with Kim Da Hyun, a lovely school teacher with one of the sweetest of personalities in the world.Forced to agree with his grandfather’s terms, Jae In and Da Hyun have no choice but to endure the next few months as best they can. Total strangers, with nothing in common and only a contract to connect them, things start out rough. But time brings about many changes and even the hardest of hearts can be made to soften, when given a chance.(Source: Viki)~~ Adapted from the web novel ""Something About 1%"" (1%의 어떤 것) by Hyun Go Woon (현고운).","['Jeon So Min', 'Ha Seok Jin']",1%의 어떤 것
1175,Woman with a Suitcase,MBC,"['Lee Jae Jin', 'Kang Dae Sun']",['Kwon Eum Mi'],2016-09-26,2016-11-15,"Monday, Tuesday",2016,16,225.0,"Cha Geum Joo was once an office manager with a thriving career, but that takes a major hit when she is penalized for violating the Attorneys-at-Law Act and sent to prison for it. The drama follows the success story as she comes back as an ex-con, and follows her dream to become an outstanding lawyer. ","['Joo Jin Mo', 'Lee Joon', 'Jeon Hye Bin', 'Choi Ji Woo']",캐리어를 끄는 여자
1176,Thumping Spike 2,MBN,,['Choi Ji Yeon'],2016-09-24,2016-12-10,Saturday,2016,20,45.0,"'Heart Thumping Spike 2' will tell the story of the nerdy, bookish Han Da Woon and pro 'genius' volleyball player Dong Hae Sung, and how the love slowly develops between the two. ","['Kim So Eun', 'Lee Won Keun', 'Kim Sun Woong']",두근두근 스파이크 2
1177,The K2,tvN,['Kwak Jung Hwan'],['Jang Hyuk Rin'],2016-09-23,2016-11-12,"Friday, Saturday",2016,16,225.0,"Kim Je Ha is a former mercenary soldier known as “K2” who suddenly turns into a fugitive when he is wrongfully accused of killing his girlfriend while he is serving in Iraq. He finds his way back to Korea and gets a job as a bodyguard for Choi Yoo Jin, the owner of JSS Security and the wife of Jang Se Joon, who is running for president.Je Ha uses his new job to plan his revenge on Park Kwan Soo, the leader of the current ruling party and Se Joon’s rival, whom Je Ha believes ordered the murder of his girlfriend.When Je Ha is assigned to guard Go An Na, the reclusive illegitimate daughter of Se Joon, they begin to develop feelings for each other. But what happens when the person who wants to harm An Na the most is Yoo Jin, Je Ha’s boss and revenge ally? Where will Je Ha’s loyalty lay?(Source: Viki)","['Im Yoon Ah', 'Jo Sung Ha', 'Ji Chang Wook', 'Song Yoon Ah']",더 케이투
1178,Shopping King Louie,MBC,['Lee Sang Yeob'],['Oh Ji Young'],2016-09-21,2016-11-10,"Wednesday, Thursday",2016,16,225.0,"The romantic comedy series “Shopping King Louie” revolves around a handsome shopaholic named Louis, who is the successor of a vast business empire but becomes homeless after suffering from amnesia. Meanwhile, Go Bok Shil, a country girl who lives a life that is worlds apart from the rich and famous, encounters Louis in Seoul. The improbable romance that unfolds between Louis, who is able to buy everything he wants, and the angelic girl, Go Bok Shil, shows the viewers that the value of true love is priceless and is not something that can be bought.(Source: MBC)","['Nam Ji Hyun', 'Im Se Mi', 'Seo In Guk', 'Yoon Sang Hyun']",쇼핑왕 루이
1179,On the Way to the Airport,KBS2,['Kim Chul Gyu'],['Lee Sook Yun'],2016-09-21,2016-11-10,"Wednesday, Thursday",2016,16,225.0,"Choi Soo Ah has spent the last twelve years working as an airline assistant purser and raising a daughter alongside her pilot husband. She is content; but when she meets Seo Do Woo, her life changes. The bright and warm Seo Do Woo is a married, part-time architecture instructor who also has a daughter. He, too, is content until a shocking incident brings confusion and Choi Soo Ah into his life. What will happen when their two lives collide?","['Lee Sang Yoon', 'Shin Sung Rok', 'Kim Ha Neul', 'Choi Yeo Jin']",공항 가는 길
1180,Mr. Hashtag,,,,2016-09-18,2016-10-05,,2016,6,30.0,Going back to college after a few years off is a #struggle. Follow Tae Gu and his friends as they try to get back into the groove of classes and dating while making grand #discoveries every day.(Source: AsianCrush) ,,태구 드라마 시즌1
1181,TV Novel: That Sun in the Sky,KBS2,['Kim Shin Il'],"['Kim Ji Wan', 'Lee Jin Suk']",2016-09-07,2017-02-22,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,121,18.0,A girl from the 1970s countryside overcomes all obstacles and becomes Korea's best actress. ,"['Yoon Ah Jung', 'Kim Hye Ji', 'Lee Min Woo', 'Noh Young Hak']",TV소설 저 하늘에 태양이
1182,Drinking Solo,tvN,"['Choi Kyu Shik', 'Jung Hyung Geon']","['Baek Sun Woo', 'Myung Soo Hyun', 'Choi Bo Rim']",2016-09-05,2016-10-25,"Monday, Tuesday",2016,16,240.0,"The story depicts people drinking alcohol alone for different reasons and the romance between Jin Jeong Seok and Park Ha Na. They both work at a private institute for people preparing for their civil service examinations in Noryangjin, Seoul. He is an arrogant, but popular instructor and she is a rookie instructor who struggles to survive in the private institute world. ","['Park Ha Sun', 'Ha Seok Jin']",혼술남녀
1183,Fantastic,jTBC,['Jo Nam Gook'],['Lee Sung Eun'],2016-09-02,2016-10-22,"Friday, Saturday",2016,16,225.0,"As a hardworking scriptwriter, So Hye is writing a drama about cancer when coincidentally she is diagnosed with breast cancer and learns she has five months left to live. She decides to live it up, leave no regrets, and do whatever she feels like doing. However, as a workaholic, she also commits to finishing her last project, then plans to leave quietly. But Hae Sung, a famous star, and her first love, suddenly shows up and her plans fall through. So Hye is actively opposed to casting Hae Sung as the lead in her latest drama. His stiff, robotic acting and constant nagging annoy her, and they occasionally have petty fights. But along the way, they actually seem to be falling in love. Meanwhile, Joon Ki has been by her side, both as her doctor and a friend. He knows So Hye’s bright demeanor sometimes acts as a cover for her secret burden. He knows her well, and he’s been through it himself. Though he can’t cure her, he wants to be her steady soulmate, and face the reality together. Joon Ki and Hae Sung fight for So Hye’s love, and with mixed emotions, she is indecisive. How can she decide when she only has a few months left? What is the best way to leave without regrets?(Source: JTBC)","['Joo Sang Wook', 'Kim Hyun Joo', 'Kim Tae Hoon', 'Kim Ji Soo', 'Park Shi Yeon']",판타스틱
1184,Moon Lovers: Scarlet Heart Ryeo,SBS,['Kim Kyu Tae'],['Jo Yoon Young'],2016-08-29,2016-11-01,"Monday, Tuesday",2016,20,180.0,"When a total eclipse of the sun takes place, Go Ha Jin is transported back in time to the start of the Goryeo Dynasty of Korea during King Taejo's rule. She wakes up in the body of the 16-year-old Hae Soo and finds herself living in the house of the 8th Prince Wang Wook, who is married to Hae Soo's cousin. She soon befriends several of the princes and meets the ostracized 4th Prince, Wang So. Although knowing she should not get involved in palace intrigues over the succession to the throne, she inadvertently becomes a pawn in the struggle, as several of the Princes fall in love with her. (Source: MyDramaList)~~ Adapted from the novel “Bu Bu Jing Xin” (步步惊心) by Tong Hua (桐华).~~ There are 2 versions of this series, please read the FAQ thread for more info.","['Kang Ha Neul', 'Lee Joon Gi', 'IU']",달의 연인 - 보보경심 려
1185,Our Gap Soon,SBS,['Boo Sung Chul'],['Moon Young Nam'],2016-08-27,2017-04-08,"Saturday, Sunday",2016,61,69.0,"Heo Gap Dol is an unemployed college graduate who has been trying to pass the civil service exam for years. His longtime girlfriend Shin Gap Soon supports him by doing several part-time jobs in the hope of him finally passing the exam and proposing to her.This drama depicts positively about various kind of marriage forms between the characters: a normal marriage, divorced couple, remarried couple, common-law marriage, and cohabitation couple. ","['Song Jae Rim', 'Kim So Eun']",우리 갑순이
1186,Blow Breeze,MBC,['Yoon Jae Moon'],['Kim Sa Kyung'],2016-08-27,2017-02-26,"Saturday, Sunday",2016,53,85.0,"A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.(Source: MBC)","['Im Ji Yeon', 'Im Soo Hyang', 'Son Ho Jun', 'Oh Ji Eun', 'Han Joo Wan']",불어라 미풍아
1187,The Gentlemen of Wolgyesu Tailor Shop,KBS2,['Hwang In Hyuk'],['Goo Hyun Sook'],2016-08-27,2017-02-26,"Saturday, Sunday",2016,54,72.0,"Laurel Tree Tailor Shop is family-owned and has been in business for almost a century. Its master tailor, Lee Man Sool, has perfected the dying art of creating a made-to-measure suit. Man Sool departs, only leaving a note to his wife with instructions to sell the old-fashioned shop as the business is no longer viable and he just does not have the heart to do it himself. His wife, son, and daughter are all taken aback by his decision. His former apprentice is devastated by the news of Man Sool’s disappearance and contemplates the idea of returning to the shop, which his wife forbids.Family politics are at play when Dong Jin suddenly finds himself unseated as the president of his father-in-law’s company and his wife sues him for divorce. Dong Jin decides his best move is to return to his father’s tailor shop.The seamstresses want to keep the shop open until their boss’s return, but one lady is unsure as she keeps having negative experiences with Dong Jin.What will it take to save this beloved neighborhood shop?(Source: Viki)","['Lee Dong Gun', 'Ra Mi Ran', 'Hyun Woo', 'Choi Won Young', 'Jo Yoon Hee', 'Cha In Pyo']",월계수 양복점 신사들
