Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
1188,Jealousy Incarnate,SBS,['Park Shin Woo'],['Seo Sook Hyang'],2016-08-24,2016-11-10,"Wednesday, Thursday",2016,24,150.0,"Lee Hwa Shin is a handsome anchor with notable journalistic talent, a well-to-do family and commendable education. He is also as fierce a competitor as one will find in the world of reporting, and goes after stories relentlessly. But as luck would have it, he also comes across another fierce competitor -- meteorologist Pyo Na Ri. Pyo Na Ri doesn’t have the shining resume of her anchor counterpart, went to a third-rate college and only has a temporary contract with the station. Although her dorky exterior hides an inner fire, Na Ri has worked extremely hard to get where she is, even doing odd jobs like lifting boxes. Both anchor and meteorologist now see each other as rivals in their race to become the station’s most valued employee. But what happens when the two rivals start to fall in love? The drama may be too much, even for a broadcasting station.","['Go Kyung Pyo', 'Jo Jung Suk', 'Gong Hyo Jin']",질투의 화신
1189,Love in the Moonlight,KBS2,"['Baek Sang Hoon', 'Kim Seong Yoon']","['Im Ye Jin', 'Kim Min Jung']",2016-08-22,2016-10-18,"Monday, Tuesday",2016,18,197.0,"To protect herself and her family, Hong Ra On disguises herself as a man and counsels men on dating. Due to a love letter she wrote for a client, she meets Crown Prince Hyo Myung. Ra On is unaware that he is the Crown Prince, and Hyo Myung is unaware that Ra On is a woman. Soon after Ra On is forced to become a eunuch by loan sharks, and the Crown Prince and Ra On become interested in each other. As Ra On tries to survive the palace and the Crown Prince navigates his journey to become king, will their love prosper?(Source: MyDramaList)","['Jung Jin Young', 'Chae Soo Bin', 'Kwak Dong Yeon', 'Kim Yoo Jung', 'Park Bo Gum']",구르미 그린 달빛
1190,Cinderella and the Four Knights,tvN,"['Kwon Hyuk Chan', 'Lee Min Woo']","['Min Ji Eun', 'Won Young Shil', 'Lee Seung Jin']",2016-08-12,2016-10-01,"Friday, Saturday",2016,16,225.0,"Eun Ha Won is in her third year of high school with dreams of becoming a teacher. Unattached from her father, step-mother, and step-sister, and poorly treated by them, Ha Won still manages to maintain her bright personality and strong set of morals, working various part-time jobs to pay for her upcoming university tuition fees and keeping her eyes firmly glued to her goals.Meanwhile, in another part of the city are three spoiled cousins, Ji Woon, Hyun Min, and Seo Woo, living together in a mansion called Sky House. With their wildly different personalities - Ji Woon a tough guy, Hyun Min a playboy, and Seo Woo a musician - they all deeply dislike each other and prefer to be as far away from each other as possible.One day, their grandfather orders his 3 grandsons to attend his 5th wedding ceremony. Hyun Min doesn't want to go, but ultimately ends up hiring Ha Won to be his date for 3 hours so he can upstage his grandfather. His plans don't completely pan out, however, when the grandfather witnesses Ha Won's no-nonsense attitude towards Hyun Min and decides to hire her as a live-in butler and drill sergeant of sorts at Sky House. What follows is a lot of shenanigans, love triangles, drama, and plenty of sass.","['Son Na Eun', 'Jung Il Woo', 'Lee Jung Shin', 'Park So Dam', 'Ahn Jae Hyun', 'Choi Min']",신데렐라와 네 명의 기사
1191,Welcome to My Lab Season 2,Tooniverse,,,2016-08-02,2016-10-11,Tuesday,2016,11,273.0,,"['Yoo Jun', 'Park Si Eun', 'Jung Sung Young', 'Jung Taek Hyun']",내일은 실험왕 2
1192,Second to Last Love,SBS,['Choi Young Hoon'],['Choi Yoon Jung'],2016-07-30,2016-10-16,"Saturday, Sunday",2016,20,195.0,"An adult romance about a forty-something woman finding love and who works as a television producer. She has no interest in romance and just concerns herself with preparing for retirement, but when she moves to a new town, she meets a 46-year-old man who’s widowed and has one child, and a romance begins. ","['Ji Jin Hee', 'Kim Hee Ae', 'Kim Seul Gi', 'Kwak Shi Yang']",끝에서 두번째 사랑
1193,Tong: Memories,,,,"Jul 22, 2016","Jul 22, 2016",,2016,12,70.0,"What makes a young boy grow up to become a legendary fighter? Lee Jung Woo has always had a short temper and doesn’t like to be messed with. Growing up in Busan, he learns to fight back when he is bullied by other kids and ends up becoming a local legend and the top street fighter of Busan. His best friend is Kwon Doo Hyun, who always lives under the shadow of Jung Woo. “Tong: Memories” is a South Korean web movie. It is considered to be the prequel to the popular webtoon “Tong.”","['Lee Hak Joo', 'Heo Ji Won']",통: 메모리즈
1194,Age of Youth,jTBC,['Lee Tae Gon'],['Park Yeon Sun'],2016-07-22,2016-08-27,"Friday, Saturday",2016,12,300.0,"Five girls in their twenties come to live together in a house called ""Belle Epoque,"" which means ""a beautiful time"" in French. Each girl has a particular personality, background, and issues. In addition to the five girls, they believe there is a sixth presence - a ghost living in the house, but each sees the ghost differently. As the girls feel a bond of sympathy and become closer, they also deal with their personal issues as they live out their eventful twenties. The drama follows their struggles and incidents dealing with relationships - within their circles, with dating, and with each other - and a variety of events they are experiencing, including credits, part-time jobs, drinking, hopes and dreams.(Source: JTBC)","['Park Eun Bin', 'Park Hye Soo', 'Han Ye Ri', 'Han Seung Yeon', 'Ryu Hwa Young']",청춘시대
1195,W,MBC,['Jeong Dae Yun'],['Song Jae Jung'],2016-07-20,2016-09-14,"Wednesday, Thursday",2016,16,225.0,"Oh Sung Moo, the father of cardiothoracic surgeon Oh Yeon Joo, mysteriously goes missing while writing the last chapter of his webtoon ""W"". Yeon Joo goes to his office looking, but a hand from his monitor suddenly pulls her in, and she finds herself on the rooftop of a building, next to a bloodied man. She manages to save the person, only to realize that he is Kang Cheol, the main character of her father's webtoon. Yeon Joo later discovers she can only enter and leave the webtoon depending on Kang Cheol's feelings.(Source: MyDramaList)","['Lee Jong Suk', 'Han Hyo Joo']",더블유
1196,Horror Delivery Service,,,,"Jul 18, 2016","Jul 18, 2016",Monday,2016,7,43.0,"""Horror Delivery Service"" is a mini-thriller. Once in a while, everyone has eerie imaginations about things that could happen in familiar settings -- a family apartment, on an elevator, on the way home from class and by the relaxing river. In each stand-alone episode, those imaginations are turned into urban tales that shatter the peace and normality of everyday life. (Source: VIU) ",,호러 딜리버리 서비스
1197,Magic Cell Phone,,['Kwon Nam Ki'],,2016-07-13,2016-09-14,,2016,10,60.0,"The drama revolves around the romance between an ordinary guy and a girl group member.~~ The drama is a joint Korean-Chinese production, for a total of 5 parts. ","['Kim Jin Woo', 'Park Min Ji']",마법의 핸드폰
1198,"Bring It On, Ghost",tvN,['Park Joon Hwa'],['Lee Dae II'],2016-07-11,2016-08-30,"Monday, Tuesday",2016,16,225.0,"A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he’s discovered over the years is that he can touch them and fight them off, so when he’s in need of a part-time job and can’t find one that pays well enough, he starts putting ads online as an exorcist for hire. His ad: “Will face off with your ghosts. Chances of winning: virgin ghosts 80%, bachelor ghosts 40%, child ghosts 97%, the rest 50%.” One night he goes out on the job and faces off with a schoolgirl ghost, and during the fight, they accidentally kiss and sparks fly.~~ Adapted from the webtoon “Let's Fight, Ghost” (싸우자귀신아) by Iminsu (임인스).","['Kwon Yool', 'Ok Taec Yeon', 'Kim So Hyun']",싸우자귀신아
1199,The Good Wife,tvN,['Lee Jeong Hyo'],['Han Sang Woon'],2016-07-08,2016-08-27,"Friday, Saturday",2016,16,225.0,"A husband works as a successful prosecutor and his future appears bright, but he gets arrested for corruption in a political scandal. His wife who worked as an attorney prior to their marriage, now resumes her career after a 13 year hiatus. She begins to find her true identity.(Source: AsianWiki)~~ Remake of the American TV series ""The Good Wife"" [2009]. ","['Jeon Do Yeon', 'Yoo Ji Tae', 'Yoon Kye Sang']",굿 와이프
1200,Uncontrollably Fond,KBS2,"['Park Hyun Suk', 'Cha Young Hoon']",['Lee Kyung Hee'],2016-07-06,2016-09-08,"Wednesday, Thursday",2016,20,180.0,"People change but can the heart adapt? Sin Joon Young and No Eul were in love in their younger days. But uncontrollable circumstances separated them, and they went their separate ways. Joon Young is now a superstar actor and singer, while No Eul has become a producer-director of documentaries. When their paths cross again years later, Joon Young discovers that No Eul is now a very different person than he remembered — materialistic and willing to do anything to get ahead. Is there any hope for Joon Young and No Eul to rekindle their past relationship?(Source: Viki)","['Kim Woo Bin', 'Im Joo Hwan', 'Bae Suzy', 'Im Ju Eun']",함부로 애틋하게
1201,Go Ho's Starry Night,SBS Sohu TV,['Jo Soo Won'],['Shin Yoo Dam'],2016-07-02,2016-07-31,"Saturday, Sunday",2016,20,60.0,"The Starry Night is a Chinese-South Korean collaboration web drama.At twenty-nine-years-old, Go Ho faces the struggles of the modern day woman, namely the struggles to succeed in work and romance in the 21st Century. An advertisement contractor who is unlucky in love, Go Ho works hard to be successful with her career, and only thinks of romance as an afterthought. But one day, an old flame turns up, taking on the role of her new boss, and suddenly it seems like every man is looking her way. Will the dust settle long enough for her to make the right romantic choices?","['Kim Young Kwang', 'Kwon Yu Ri', 'Lee Ji Hoon']",고호의 별이 빛나는 밤에
1202,After the Show Ends,Naver TV Cast tvN,"['Son Chang Woo', 'Heo Chan']",['Jo Seong Geol'],2016-07-01,2016-08-19,Friday,2016,8,525.0,"A new concept of blend between virtual and reality, drama and variety. This show tells what happens between the actors of a TV drama, in the “real life” after they finish the everyday filming.It’s about a 20+ female office worker who has nothing special to recommend her and her non-ordinary double life.(Source: Koreandrama.org) ","['Ahn Bo Hyun', 'Yura', 'Ha Seok Jin', 'Yoon So Hee', 'Lee Min Hyuk']",연극이 끝나고 난 뒤
1203,Secrets of Women,KBS2,['Lee Kang Hyun'],['Song Jung Rim'],2016-06-27,2016-11-25,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,104,20.0,"A woman who used to be as innocent as a white swan, turns into a black one to avenge her father and bring back her child that was taken from her. ","['Jung Heon', 'Oh Min Suk', 'Kim Yun Seo', 'So Yi Hyun']",여자의 비밀
1204,Wanted,SBS,['Park Yong Soon'],"['Han Ji Wan', 'Han Ji Wan']",2016-06-22,2016-08-18,"Wednesday, Thursday",2016,16,225.0,"Jung Hye In is a top actress in Korea who reigns over dramas, movies, and commercials. However, her son is kidnapped on the day she announces her retirement. With the help of PD Shin Dong Wook and police detective Cha Seung In, she ends up participating in a live reality show where she follows the kidnapper’s orders, and in the process uncovers clues towards catching the culprit and finding her son. ","['Park Hae Joon', 'Kim Ah Joong', 'Ji Hyun Woo', 'Uhm Tae Woong']",원티드
1205,Here Comes Love,SBS,['Bae Tae Seop'],['Kim In Kang'],2016-06-20,2016-12-09,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,122,17.0,"A family drama about a woman who is hurt by love, striving for small happiness and realizing the preciousness of family. ","['Lee Min Young', 'Kim Ji Young', 'Go Se Won', 'Lee Hoon']",사랑이 오네요
1206,Doctors,SBS,['Oh Choong Hwan'],['Ha Myung Hee'],2016-06-20,2016-08-23,"Monday, Tuesday",2016,20,180.0,"Yoo Hye Jung was a tough bully in school with a prickly personality and always goes wayward. She had many scars from her childhood and through self-preservation, Hye Jung keeps her heart shut away from other people. However, she changes after meeting her mentor Hong Ji Hong who plays a key role in transforming her life from a helpless gangster to a compassionate doctor.(Source: iQiyi) ","['Lee Sung Kyung', 'Kim Rae Won', 'Yoon Kyun Sang', 'Park Shin Hye']",닥터스
1207,A Beautiful Mind,KBS2,"['Mo Wan Il', 'Lee Jae Hoon']",['Kim Tae Hee'],2016-06-20,2016-08-02,"Monday, Tuesday",2016,14,257.0,"Lee Yeong Oh is a genius neurosurgeon who just came back to Korea after finishing his studies abroad. He now works with his father, Lee Gun Myung, who is the head of the cardio-cerebrovascular center at Hyunsung hospital. However, Yeong Oh lacks empathy towards his patients due to his antisocial personality disorder.One day, traffic policewoman Gye Jin Sung sees a murder in front of her, which was disguised as a traffic accident. She rushes the victim to Hyunsung hospital, where her crush Surgeon Hyun Suk Joo, of the cardiothoracic section, and Surgeon Yeong Oh operate on him. Unfortunately, the patient dies and she starts suspecting Surgeon Yeong Oh of foul play. Meanwhile, a series of bizarre patient deaths start occurring at the hospital and Yeong Oh starts investigating it.(Source: MyDramaList)","['Jang Hyuk', 'Yoon Hyun Min', 'Park So Dam']",뷰티풀 마인드
1208,38 Task Force,OCN,['Han Dong Hwa'],['Han Jung Hoon'],2016-06-17,2016-08-06,"Friday, Saturday",2016,16,240.0,"A special task force will mix cops and criminals in order to catch bad guys, but this time the good-bad guys will be con artists who use their skills of fraud and deception in order to help catch tax evaders.While the working class faithfully pays its taxes, the wealthiest elite uses elaborate schemes to get out of paying their fair share of taxes. Righteous Baek Sung Il is a civil service employee who works as the Division 3 Chief at the National Tax Service who becomes fed up with the wealthiest citizens circumventing Article 38, which governs tax payments. Under pressure from his bosses to increase his division’s delinquent tax collections, Sung Il tries to go after the largest tax evader in the country, Ma Jin Seok, a shady Gangnam businessman who owes the country an estimated $50 million in back taxes. But when Sung Il and his faithful subordinate Chun Sung Hee are humiliated by Jin Seok and faced with possible disciplinary action, Sung Il realizes that he needs help going after the corrupt businessman. He accepts the help of professional scammer Yang Jung Do to beat Jin Seok at his own game.","['Choi Soo Young', 'Seo In Guk', 'Ma Dong Seok']",38사기동대
1209,28 Faces of the Moon,,,,2016-06-15,2016-06-16,Thursday,2016,8,75.0,A man’s life spirals downward after his fiance dies just days before their wedding. ,"['Kim Kyu Jong', 'Yang  Jin Sung']",28개의달
1210,You Are a Gift,SBS,['Yoon Ryu Hae'],['Oh Bo Hyun'],2016-06-13,2016-11-24,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,111,22.0,"Hyun-Soo is a university student who is smart and bright, but has lived through a tragic past. Her father died in a motorcycle accident and her mother suffered brain damage in the accident. Hyun-Soo dates Yoon-Ho and they decide to marry. At first, his mother, Young-Ae, opposes their marriage, but relents. After their marriage, Yoon-Ho and his father get into an accident, his father dies and he goes missing. Unaware that Hyun-Soo is pregnant, her mother-in-law moves to another country without telling her. Years later, Hyun-Soo and Young-Ae meet again.","['Shim Ji Ho', 'Jin Ye Sol', 'Cha Do Jin', 'Heo Yi Jae']",당신은 선물
1211,Lucky Romance,MBC,['Kim Kyung Hee'],['Choi Yoon Kyo'],2016-05-25,2016-07-14,"Wednesday, Thursday",2016,16,225.0,"When a traffic accident leaves her younger sister in a coma with little chance of survival, Shim Bo Nui turns to superstition in her desperation to save her only remaining family member. Two years later, her sister is still unconscious and pronounced to have little time left to live. When a trusted fortuneteller tells her that the only way to help her sister is to spend a night with a man born in the Year of the Tiger, Bo Nui sets out to do just that, no matter the cost.Born in the Year of the Tiger is Je Su Ho, a genius who rose to the top with his inborn skills and hard work and is now the CEO of a top gaming company. Su ho has no interest in dating and wants nothing to do with superstitions. He only believes in science and mathematics; his only love is coding.When these two get entangled with each other, is it already a recipe for disaster, or the start of an improbable romance? And what will the return of a childhood friend and a first love mean for these two?(Source: MyDramaList)~~ Adapted from the webtoon series.","['Lee Chung Ah', 'Lee Soo Hyuk', 'Ryu Joon Yeol', 'Hwang Jung Eum']",운빨로맨스
1212,Under the Black Moonlight,SBS,,,2016-05-24,2016-05-26,Tuesday,2016,9,67.0,"The drama revolves about incidents that take place to an owner of a mountain cabin and his mother after a group of friends’ visit to the cabin. “Under Black Moonlight”, the first of the five series, is an unusual genre of mystery thriller. As it is known to have high-quality images and sophisticated story, “Under Black Moonlight” has drawn keen attention even from the stage of its scenario is written. ","['Kim Seo Ra', 'Nam Tae Hyun', 'Kim Soo Yeon']",검은 달빛 아래서
1213,Let's Make a New Start,MBC,"['Park Jae Bum', 'Jang Joon Ho']",['Won Young Ok'],2016-05-23,2016-11-18,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,121,17.0,"Na Yeong Ja, an ordinary department store clerk, is entangled in a love triangle with the scion of a department store fortune and a top executive at the same department store. This TV series is like a Cinderella fairytale story but without a passive heroine who waits for a prince to bring her a glass shoe. Instead, the heroine of this show reaches her goal by proactively seizing opportunities and working hard to also find love in her personal life.(Source: MBC)","['Park Sun Ho', 'Park Min Ji', 'Go Woo Ri', 'Kim Jeong Hoon']",다시 시작해
1214,Beautiful Gong Shim,SBS,"['Baek Soo Chan', 'Nam Tae Jin']",['Lee Hee Myung'],2016-05-14,2016-07-17,"Saturday, Sunday",2016,20,180.0,"This drama is about the love story of two sisters and two men. The talented older sister has everything, including a beautiful appearance, and her younger sister,  who is less attractive but still has a warm heart. And two men appear in front of the siblings: a progressively more attractive man, who moved into a humble rental room on the rooftop of their building and another man who is handsome and wealthy from a plutocrat family. The romance-comedy drama depicts an eventful and unpredictable love story by the four people from such a warmhearted point of view.(Source: AsianWiki)","['Bang Min Ah', 'Namkoong Min', 'Ohn Joo Wan', 'Seo Hyo Rim']",미녀 공심이
1215,Mirror of the Witch,jTBC,['Jo Hyun Taek'],['Yang Hyuk Moon'],2016-05-13,2016-07-16,"Friday, Saturday",2016,20,195.0,"A historical fantasy drama about a young man finding his way and love for a forgotten princess. Heo Jun faces discrimination as an illegitimate son and gives up on his natural talents, intelligence, and passion for academia. Succumbing to the limits of his social status, he resorts to making as much money as he can by using his good looks and witty charm. Meanwhile, Queen Sim is unable to conceive and she seeks the help of a shaman whose black magic enables her to have twins - a boy and a girl.However, the daughter, Seo Ri, is put under a curse and abandoned deep in the mountains, where one day, she meets Heo Jun. The curse of the abandoned princess is that whoever falls in love with her will die. Seo Ri tries to find a cure for her curse and along the way, creates magical treatments that help cure sick people. Unfortunately, Heo Jun accidentally sets the book of magic on fire, and he stays in the mountains with Seori to try to help heal the sick in a mountain village. As Heo Jun’s passion for medicine grows, he decides to become a doctor. As he sees Seo Ri fight against her destiny, his affinity for her grows, and he too begins to believe that he can change his destiny.(Source: JTBC)","['Kim Sae Ron', 'Yoon Shi Yoon']",마녀보감
1216,Dear My Friends,tvN,['Hong Jong Chan'],['Noh Hee Kyung'],2016-05-13,2016-07-02,"Friday, Saturday",2016,16,262.0,"Park Wan is a translator who is constantly pulled by her mother, Jang Nan Hee, to hang out with her elder friends, Jo Hee Ja, Moon Jung Ah, Oh Choong Nam, and Lee Yeong Won. The plot revolves around the friends' twilight years as they are rediscovering themselves through relationships and family, the struggles they face due to their old age, and their life journey that they share with  Park Wan in the hope she would write a novel about them.(Source: MyDramaList)","['Go Doo Shim', 'Park Won Sook', 'Youn Yuh Jung', 'Go Hyun Jung', 'Na Moon Hee', 'Kim Hye Ja']",디어 마이 프렌즈
1217,The Ordinary Life of Ms. 'O'! Season 2,,,,2016-05-11,2016-06-09,,2016,8,22.0,"Sometimes in life and work, you have someone you feel grateful for; there is also the choice between dieting and eating well, meeting an office couple, thinking of ways to be healthy and happy, the thought of quitting, and finding a new hobby or traveling as one of the ways to keep going. ",['Lee Chae Eun'],오구실 시즌2
1218,What's Your Blood Type?,,,,"May  3, 2016","May  3, 2016",,2016,7,17.0,,"['Oh Ji Ho', 'Go Kyung Pyo', 'Kim Seul Gi', 'Jo Bok Rae']",혈액형
1219,Good People,MBC,['Kim Heung Dong'],['Choi Yeon Geol'],2016-05-02,2016-10-28,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,122,17.0,"When Yoon Jung Won is betrayed by family and friends who she completely trusted, the realization that humans are cruel dawns upon her. This show revolves around an insurance planner who is framed for a crime that she did not commit and tries to find justice after serving out her sentence in prison. There is a message of hope in the story in that while pain is inflicted on her by people around her, she eventually finds comfort and assistance from new people she encounters later.(Source: MBC)","['Woo Hee Jin', 'Hyun Woo Sung']",좋은 사람
1220,Another Miss Oh,tvN,['Song Hyun Wook'],"['Park Hae Young', 'Wi So Young']",2016-05-02,2016-06-28,"Monday, Tuesday",2016,18,233.0,"Two women, both named Oh Hae Young, find themselves constantly mixed up in each other’s lives because of their shared name. From confusion over boys and grades in high school to ending up in the same occupation and company as adults, they can't stop running into each other.And then there’s the man in their lives, a man with the ability to see into the future, a man who must decide which of these women he wants in it. Will these two women continue to find their lives entangled with each other? Or will they finally find a way to separate themselves from each other and become their own people?(Source: Apple TV)","['Seo Hyun Jin', 'Jeon Hye Bin', 'Eric Mun']",또! 오해영
1221,The Flower in Prison,MBC,"['Choi Jung Gyu', 'Lee Byung Hoon']",['Choi Wan Kyu'],2016-04-30,2016-11-06,"Saturday, Sunday",2016,51,76.0,"A story about Ok Nyeo, a talented girl born and raised in prison who gains great skill and wisdom through her encounters with extraordinary people from all walks of life. She becomes a crusader for the oppressed peasant class and embarks on a journey to find the class she belongs to in the caste system. Through the life of Ok Nyeo, this TV miniseries introduces Joseon’s proud legacy of human rights laws, which Ok Nyeo fights to enact throughout the kingdom.(Source: MBC)","['Go Soo', 'Jung Joon Ho', 'Jin Se Yeon']",옥중화
1222,The Master of Revenge,KBS2,['Im Se Joon'],['Chae Seung Dae'],2016-04-27,2016-06-30,"Wednesday, Thursday",2016,20,189.0,"A man whose name and life were taken from him seeks revenge. To do so, he must attempt to become a master noodle cook, or a god of noodles.~~ Adapted from the manhwa “God of Noodles” by Park In Kwon. ","['Gong Seung Yeon', 'Lee Sang Yeob', 'Jung Yoo Mi', 'Chun Jung Myung', 'Jo Jae Hyun']",마스터 - 국수의 신
1223,Entertainer,SBS,"['Hong Sung Chang', 'Lee Kwang Young']",['Yoo Young Ah'],2016-04-20,2016-06-16,"Wednesday, Thursday",2016,18,200.0,"Seok Ho is a manager who finds success in raising a highly popular idol group. He hopes for more success as he plans to take his group and build his own label, but he eventually falls flat on his face. He deceives people to find his way back to the top and meets Ha Neul, who gave up dreams to become a singer after losing his parents. Having been wrongly convicted of a crime, he is in a state of despair when he meets Seok Ho. Meanwhile, Seok Ho seems untrustworthy to Ha Neul's sister, Geu Rin. To protect her younger brother, Geu Rin takes a break from her university to work several part-time jobs. But seeing her younger brother feel lifted from despair when he meets Seok Ho, Geu Rin is determined to become his manager as he embarks on an inspiring life project, the Entertainers.(Source: Viki)","['Kang Min Hyuk', 'Chae Jung An', 'Lee Hye Ri', 'Ji Sung']",딴따라
1224,Dramaworld,Viki,,,2016-04-17,2016-05-15,Sunday,2016,10,120.0,"Claire Duncan is a 20-year-old college student obsessed with Korean Drama. She's constantly glued to the screen watching her favorite actor, Joon Park, in 'Taste of Love.' Disappointed that her own life isn't nearly as exciting as those within the world of K-drama, Claire desperately wishes that she too could live in a world of 'Taste of Love.' Thanks to a touch of magic, Claire finds her world turned upside-down when she is sucked through her smartphone into the world of 'Taste of Love' and comes face to face with Joon Park himself.Claire also meets Seth Ko, a waiter who has also magically transported into the world of dramas years ago. With his help, Claire learns to navigate this new place. But her presence begins to throw 'Taste of Love' off-balance, causing other dramas to splice into the series. As things spiral further out of control, Claire realizes she can no longer just watch the drama unfold. She's now part of it, and it's her job to set things right before everything falls apart completely.(Source: Wikipedia; Viki)","['Bae Noo Ri', 'Sean Richard', 'Liv Hewson', 'Justin Chon']",드라마월드
1225,The Royal Gambler,SBS,['Nam Gun'],['Kwon Soon Gyu'],2016-03-28,2016-06-14,"Monday, Tuesday",2016,24,188.0,"Baek Dae Gil and King Yeong Jo enter a match. Baek Dae Gil bets his life and King Yeong Jo bets the entire Kingdom of Joseon on the outcome. Baek Dae Gil is the best gambler in the Joseon era. He holds deep resentment inside but is also cool on the exterior. King Yeong Jo is a man who never lowers his head without a convincing reason. Meanwhile, Dam Seo exists solely to take revenge upon the king.","['Choi Min Soo', 'Im Ji Yeon', 'Jang Geun Suk', 'Yoon Jin Seo', 'Jeon Kwang Ryul', 'Yeo Jin Goo']",대박
1226,Monster,MBC,['Joo Sung Woo'],"['Jang Young Chul', 'Jung Kyung Soon']",2016-03-28,2016-09-20,"Monday, Tuesday",2016,50,76.0,"People who commit cruelty against the weak in order to enrich themselves with more money and power while answering to no one are monsters. A man takes on the corrupt elite or “monsters” whose identities are hidden from the public after he loses his family in a conspiracy that was engineered by very powerful people. In a twist, he finds love amid the shady underworld and through this turn of events, this TV miniseries sends a message of noblesse oblige and the true meaning of life.(Source: MBC)","['Park Ki Woong', 'Kim Su Hyun', 'Kang Ji Hwan', 'Sung Yoo Ri']",몬스터
1227,"My Lawyer, Mr. Jo",KBS2,"['Lee Jung Sub', 'Lee Eun Jin']","['Yoo Young Sun', 'Lee Hyang Hee']",2016-03-28,2016-05-31,"Monday, Tuesday",2016,20,180.0,"Once a star prosecutor with a bright future, Jo Deul Ho loses everything after becoming a whistleblower against the intolerable corruption he witnesses. He instead rebuilds his life as a lawyer at a small neighborhood law practice, committed to justice and protecting the innocent. ","['Kang So Ra', 'Park Shin Yang']",동네변호사 조들호
1228,Vampire Detective,OCN,"['Kim Ga Ram', 'Lee Seung Hoon']",['Yoo Young Sun'],2016-03-27,2016-06-12,Sunday,2016,12,305.0,Private detective Yoon San suddenly becomes a vampire. He solves various cases for his clients while also trying to uncover the mystery surrounding himself while maintaining his secret identity as he solves cases using his unique abilities. ,"['Oh Jung Se', 'Lee Se Young', 'Lee Joon']",뱀파이어 탐정
1229,Ms. Temper & Nam Jung Gi,jTBC,['Lee Hyung Min'],['Joo Hyun'],2016-03-18,2016-05-07,"Friday, Saturday",2016,16,244.0,"Although renowned as the youngest team supervisor in her company, Da Jung has been divorced three times already and is always surrounded by suspicion and disdain because of her bad temper. She is a strong and insensitive woman who doesn’t care that other people talk about her or that they call her ""Hot-tempered.” In contrast to the fiery Da Jung, Jung Gi is the timidest guy ever. Kind and inoffensive like a “Father Teresa,” he doesn’t say things other people may not like to hear and is seen as a pushover. After a dynamic series of twists and turns, Da Jung becomes Jung Gi’s new boss, and his rather peaceful life is about to face a tempestuous storm. “Hot-tempered"" Da Jung’s tyranny turns Jung Gi’s life upside down, but with more unexpected twists and turns, one timid man’s office survival story is about to shake things up as he takes on the world!(Source: JTBC)","['Lee Yo Won', 'Yoon Sang Hyun']",욱씨남정기
1230,Memory,tvN,['Park Chan Hong'],['Kim Ji Woo'],2016-03-18,2016-05-07,"Friday, Saturday",2016,16,244.0,"Park Tae Suk is a lawyer who finds out that he has Alzheimer’s and puts his life on the line to fight one last case. The drama depicts his vigorous efforts trying to protect the precious value of the life and family love, while his memory starts fading away. ","['Lee Sung Min', 'Park Jin Hee', 'Kim Jee Soo']",기억
1231,"Good-bye, Mr. Black",MBC,"['Han Hee', 'Kim Sung Wook']",['Moon Hee Jung'],2016-03-16,2016-05-19,"Wednesday, Thursday",2016,20,195.0,"Inspired by “The Count of Monte Cristo,” this TV show follows a devious plot of revenge and love. After searching for answers after a sudden tragedy, a man uncovers the betrayal of his best friend and devises a plot to exact revenge. To disguise his identity, he enters a phony marriage with a young woman but finds himself unexpectedly falling in love with her that restores his trust and confidence in humanity.(Source: MBC) ","['Song Jae Rim', 'Moon Chae Won', 'Yoo In Young', 'Lee Jin Wook', 'Kim Kang Woo']",굿바이 미스터 블랙
1232,Virtual Excitement,,,,"Mar 11, 2016","Mar 11, 2016",,2016,6,60.0,"On his first day working in a company, Kim Min Kyu is suddenly asked by a person if he knows himself.(Source: MyDramaList) ",['Kim Min Gue'],두근두근 가상연애
1233,Pied Piper,tvN,['Kim Hong Seon'],['Ryu Yong Jae'],2016-03-07,2016-04-26,"Monday, Tuesday",2016,16,244.0,"Every day on the job is tense, dangerous and possibly lethal! But the dangerous situations are diffused without using force by the expert negotiator Joo Sung Chan, who leads the police department’s negotiation task force. The team handles the most dangerous, volatile and high-risk situations that jeopardize the lives of innocent people. Hostage crises, terrorist threats, and other major catastrophes await Sung Chan, Yeo Myung Ha and the other highly skilled team of negotiators when they come into work every day. Son Hee Sung is a thorn in their side as an aggressive broadcast journalist who tries to report on the many coverage-worthy events.","['Yoo  Joon Sang', 'Shin Ha Kyun', 'Jo Yoon Hee']",피리부는 사나이
1234,My Little Baby,MBC,['Han Cheol Soo'],['Lee Eun Young'],2016-03-05,2016-04-23,Saturday,2016,16,169.0,"Cha Jung Han is a detective for a special investigation team. He is busy with investigating violent cases including drugs and gangs, but one day he takes in his niece Eun Ae and struggles to raise her.Han Ye Seul is a single mother who raises her 5-year-old son alone. She is Cha Jung Han’s first love. ","['Oh Ji Ho', 'Lee Soo Kyung']",마이 리틀 베이비
