Unnamed: 0,drama_name,kor_title,genre,org_net,director,screenwriter,actor_list,year,aired_on,tot_eps,time_per_ep,start_dt,end_dt,synopsis,month,youtube_cnt,tot_views,org_terrestrial_TV,org_cable_TV,org_OTT,org_etc,org_broad_num,director_drama_num,screenwriter_drama_num,daily_views,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,season_Spring,season_Summer,season_Winter,week_of_weekend,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
28,Bo Ra! Deborah,보라! 데보라,"['Comedy', 'Romance', 'Life', 'Melodrama']",ENA,"['Seo Min Jung', 'Lee Tae Gon']",['Ah Kyung'],"['Yoo In Na', 'Yoon Hyun Min', 'Joo Sang Wook', 'Hwang Chan Sung']",2023,"Wednesday, Thursday",14,300,2023-04-12,2023-05-25,"The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart.As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her.Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company.(Source:  CK Warrior at MyDramaList)",4,738,58953800,0,0,2,0,2,6.0,2.0,377909,3,1,0,0,1,28.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Pale Moon,종이달,"['Thriller', 'Mystery', 'Romance', 'Drama']",ENA,"['Yoo Jong Sun', 'Kim Seung Woo']",['No Yoon Soo'],"['Yoo  Sun', 'Kim Seo Hyung', 'Seo Young Hee', 'Lee Shi Woo']",2023,"Monday, Tuesday",10,390,2023-04-10,2023-05-09,"Yoo Yi Hwa lives with her husband, who is indifferent to her. Yoo Yi Hwa's life as a housewife is comfortable but boring. She begins to work at a bank as a contract worker. While working at the bank, she regains her confidence. But, Yoo Yi Hwa begins to steal money from her clients.(Source: AsianWiki)~~ Adapted from the novel ""Kami no Tsuki""(紙の月) by Mitsuyo Kakuta (角田光代). ",4,738,135086500,0,0,2,0,2,3.0,1.0,854978,1,2,0,1,0,16.0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Joseon Attorney: A Morality,조선변호사,"['Historical', 'Law', 'Romance', 'Drama']",MBC,"['Lee Han Joon', 'Kim Seung Ho']","['Choi Jin Young', 'Jung Ho Rak']","['Woo Do Hwan', 'Bona', 'Cha Hak Yeon']",2023,"Friday, Saturday",16,262,2023-03-31,2023-05-20,"Kang Han Su is a devious lawyer who meticulously plans his lawsuits and exploits the emotions of his clients for personal gain. However, as he unintentionally gains a reputation as a hero and problem solver among the common people, he begins to see the value in seeking true justice. Over time, Kang Han Su matures into a just and ethical lawyer. One of his clients, Yi Yun Ju, initially hires him to seek revenge but ultimately becomes a supporter of his mission to uphold the law and defend the innocent. This transformation reflects Kang Han Su's growth as a legal professional and as a person.(Source: Soompi; Naver; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon “Joseon Lawyer” (조선변호사) written by Jeongjae & Shim Gun (정작가&심군).",3,776,12120300,1,0,0,0,1,3.0,2.0,72145,2,1,0,0,2,13.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,Duty After School: Part 1,방과 후 전쟁활동 파트1,"['Action', 'Thriller', 'Drama', 'Sci-Fi']",TVING,['Sung Yong Il'],['Lee Nam Gyu'],"['Shin Hyun Soo', 'Lee Soon Won']",2023,Friday,6,740,2023-03-31,2023-03-31,"The students and teachers at Sungjin High School receive a terrifying shock when they witness the start of an alien invasion. Coming from the skies, horrific “eggs” hatch violent insect-like creatures that attack humans. The invasion is worldwide, and the South Korean military fears it will be overwhelmed. In desperation, the President announces that mandatory conscription will begin – and that all third-year high schoolers – male and female – must join the armed forces.Soldiers arrive at Sungjin High School. And the third-years – who only have 50 days until they are supposed to sit their university entrance exams – must commence their military training in the school playground. They must learn how to shoot rifles, fight hand-to-hand, and navigate obstacle courses...in their school uniform! Putting the students through their paces will be the platoon leader Lee Chun Ho. Meanwhile, the class teacher Park Eun Young is determined to do what she can to keep her students out of harm’s way. Will the high schoolers help save the planet from doom?(Source: Viki)~~ Adapted from the webtoon ""Duty After School"" (방과 후 전쟁활동) by Ha Il Kwon (하일권).",3,748,68699500,0,0,1,0,1,3.0,5.0,408926,2,0,0,0,0,13.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,The Secret Romantic Guesthouse,꽃선비 열애사,"['Historical', 'Mystery', 'Romance', 'Drama']",SBS,['Kim Jung Min'],['Kwon Eum Mi'],"['Shin Ye Eun', 'Ryeoun', 'Kang Hoon', 'Jung Gun Joo']",2023,"Monday, Tuesday",18,233,2023-03-20,2023-05-16,"Yoon Dan Oh had enjoyed a comfortable life as the beloved youngest daughter of a well-off family, but no longer.  Now the family breadwinner, she runs the Ihwawon Inn. Current guests are scholars taking the civil service entrance exam in the hopes of becoming high-ranking officials. Among them are Kang San, Kim Si Yeol, and Jeong Yoo Ha, who all have deep secrets. They and Yoon Dan Oh will share information and cooperate to find Lee Seol, who disappeared 13 years ago.(Source: MyDramaList)~~ Adapted from the novel ""Flower Scholar’s Love Story"" (꽃선비열애사) by Kim Jung Hwa (김정화).",3,746,9983600,1,1,0,0,2,10.0,2.0,55774,3,1,0,0,0,12.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,Unintentional Love Story,비의도적 연애담,"['Comedy', 'Romance']",TVING,['Jang Eui Soon'],['Shin Ji An'],"['Cha Seo Won', 'Gongchan']",2023,Friday,10,210,2023-03-17,2023-04-14,"When Ji Won Young's direct superior at work is fired due to a corruption scandal, Won Young - in spite of being innocent of any wrongdoing - finds himself unceremoniously discharged from the company as well. Desperate to get his job back, Won Young tries to curry favor by tracking down the chairman's favorite artist. He finds the missing man running a pottery shop in a remote town, but it's clear that Yoon Tae Joon has no desire to be found.Won Young decides to hang around town and secretly report whatever he can learn about Tae Joon's self-imposed exile, but when feelings begin to develop between the two, Won Young starts to question his sexuality, his motivations, and whether he even wants to go back to his old life in Seoul. But what will happen when Tae Joon learns Won Young has been spying on him this entire time?(Source: Anime-Planet)~~ Adapted from the webtoon ""Biuidojeog Yeonaedam"" (비의도적 연애담) by Phobe (피비).",3,724,11794700,0,0,1,0,1,2.0,1.0,64806,2,0,0,0,1,12.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Woman in a Veil,비밀의 여자,"['Thriller', 'Romance', 'Drama', 'Melodrama']",KBS2,['Shin Chang Seok'],['Lee Jung Dae'],"['Shin Go Eun', 'Choi Yoon Young', 'Lee Chae Young', 'Lee Sun Ho', 'Han Ki Woong', 'Lee Eun Hyung']",2023,"Monday, Tuesday, Wednesday, Thursday, Friday",103,23,2023-03-14,2023-08-04,"Gyeo Ul witnesses her husband Yu Jin having an affair with her friend Ae Ra who becomes the target of her revenge. It causes Gyeo Ul to lose her eyesight and suffer from lock-in syndrome out of shock.  Gyeo Ul gets involved with Se Rin, an heiress who owns everything. Se Rin is an arrogant and cold-hearted woman who looks down on people and does not hesitate to take revenge on whoever stabs her in the back. (Source: Kocowa)",3,736,28184900,1,0,0,0,1,5.0,4.0,152351,3,3,1,0,0,17.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Pandora: Beneath the Paradise,판도라: 조작된 낙원,"['Action', 'Thriller', 'Drama', 'Melodrama']",Hulu,['Choi Young Hoon'],['Hyun Ji Min'],"['Lee Ji Ah', 'Lee Sang Yoon', 'Jang Hee Jin', 'Park Ki Woong', 'Bong Tae Kyu']",2023,"Saturday, Sunday",16,232,2023-03-11,2023-04-30,"In order to protect her beloved family, Hong Tae Ra must become the First Lady of Korea.Hong Tae Ra has a perfect life with her beloved husband Pyo Jae Hyun and their lovely daughter, except for one thing. Hong Tae Ra has no recollection of her past. One day, she regains her memory and faces her harrowing past. Her perfect life is now broken and she finds herself in an uncontrollable situation. Hong Tae Ra struggles to take revenge on those responsible for her past.Pyo Jae Hyun is married to Hong Tae Ra. He is an extremely smart developer, who developed new technology in the neural smart patch field. He runs his company with gentle leadership skills and a sensible personality. He is admired by those around him. People in the political world begin to talk about him as the next presidential candidate.(Source: AsianWiki)",3,780,5294100,0,1,2,0,3,6.0,1.0,28160,3,2,0,0,0,28.0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,The Glory Part 2,더글로리 파트 2,"['Thriller', 'Drama', 'Melodrama']",Netflix,['Ahn Gil Ho'],['Kim Eun Sook'],"['Im Ji Yeon', 'Lee Do Hyun', 'Song Hye Kyo', 'Yeom Hye Ran', 'Park Sung Hoon', 'Jung Sung Il']",2023,Friday,8,412,2023-03-10,2023-03-10,"Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of revenge. Before Moon Dong Eun begins her final moves, she offers her nemesis Park Yeon Jin a chance to save herself if she turns in to the police, but Park Yeon Jin has her own plans to stop Moon Dong Eun. A violent and bloody game of nerves plays out between these rivals.(Source: AsianWiki)",3,740,149826300,0,0,1,0,1,10.0,6.0,792732,3,3,0,0,0,15.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Oasis,오아시스,"['Historical', 'Romance', 'Youth', 'Drama']",KBS2,"['Han Hee', 'Yoon Sung Shik']",['Jung Hyung Soo'],"['Jang Dong Yoon', 'Seol In Ah', 'Choo Young Woo']",2023,"Monday, Tuesday",16,262,2023-03-06,2023-04-25,"During the 1980s, South Korea was undergoing a political change leading to turmoil and social unrest. In a small town in Jeolla Province, two friends, Lee Doo Hak and Choi Cheol Woong, were trying to navigate their way through high school and adolescence. However, their lives were forever changed when Oh Jung Shin, a girl from Seoul, transferred to their school. The trio quickly became close friends, but the two boys developed romantic feelings for Oh Jung Shin as time passed, sparking a love rivalry between them. However, circumstances beyond their control began to rock their young lives. An unexpected incident involving Lee Doo Hak's family resulted in tragedy, pushing him towards violence and revenge. As political events escalated around them, could love be the answer to saving the day for these three young friends?(Source: Viki, edited by CK Warrior at MyDramaList)",3,750,1068213700,1,1,0,0,2,5.0,2.0,5534786,2,1,0,0,0,12.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
38,Divorce Attorney Shin,신성한 이혼,"['Law', 'Drama']",jTBC,['Lee Jae Hoon'],['Yoo Young Ah'],"['Kim Sung Kyun', 'Cho Seung Woo', 'Han Hye Jin', 'Jung Moon Sung']",2023,"Saturday, Sunday",12,300,2023-03-04,2023-04-09,"Meet Shin Sung Han, a divorce lawyer with a talent for settling even the most complicated cases. His name, which amusingly means ""sacred"" in Korean, seems at odds with the messy situations he has to deal with on a daily basis. But Shin Sung Han finds solace in the company of his two closest friends, Jang Hyung Geun and Jo Jung Sik, who are fellow ""40-year-old youths."" Despite the challenges he faces with his clients, Shin Sung Han continues to excel in his field with his expertise and sensitivity.(Source: Soompi; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon “Sacred Divorce” (신성한 이혼).",3,740,40502600,0,1,2,0,3,6.0,4.0,207706,3,1,3,0,0,17.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,Delivery Man,딜리버리맨,"['Mystery', 'Comedy', 'Romance', 'Supernatural']",ENA,"['Kang Sol', 'Park Dae Hee']","['Park Hye Young', 'Han Bo Kyung', 'Joo Hyo Jin']","['Yoon Chan Young', 'Bang Min Ah', 'Kim Min Seok']",2023,"Wednesday, Thursday",12,350,2023-03-01,2023-04-06,"Seo Young Min is a taxi driver who ends up with an unusual clientele - ghosts. Strangely, he finds himself exclusively ferrying these otherworldly passengers and granting their wishes.One day, Kang Ji Hyun boards Seo Young Min's taxi, but with a catch: she has no recollection of her past life and is unable to leave the vehicle. She takes it upon herself to become Seo Young Min's taxi's sales manager.Together, Seo Young Min and Kang Ji Hyun use the taxi to fulfill the wishes of various ghosts, even taking on the task of tracking down a serial killer. With the assistance of Do Kyu Jin, a handsome and diligent ER doctor, they try to prevent sinister events from occurring in the hospital.(Source: CK Warrior at MyDramaList)",3,734,46804100,0,1,2,0,3,2.0,2.0,236384,2,1,0,1,1,17.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,Island Part 2,아일랜드 파트2,"['Action', 'Thriller', 'Horror', 'Fantasy']",Amazon Prime,['Bae Jong'],['Jang Yoon Mi'],"['Kim Nam Gil', 'Lee Da Hee', 'Cha Eun Woo']",2023,Friday,6,450,2023-02-24,2023-03-10,"Won Mi Ho is the only child of a father who runs the Daehan Group. She is arrogant and selfish, but she also looks sad. One day, she makes big trouble. Because of this, her father banishes her to Jeju Island. She is assigned to work there as a high school teacher. She teaches ethics.Meanwhile, Won Mi Ho gets involved in a case related to ghosts. The ghosts have sought to get rid of the human world. They target Won Mi Ho. A mysterious ghost hunter tries to protect Won Mi Ho.(Source: AsianWiki)~~ Adapted from the webtoon ""Island"" (아일랜드) written by Yoon In Wan (윤인완) and illustrated by Yang Kyung Il (양경일).",2,788,442772000,0,0,2,0,2,2.0,3.0,2181143,2,1,0,0,1,22.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
41,Call It Love,사랑이라 말해요,"['Romance', 'Drama', 'Melodrama']",Disney+,['Lee Kwang Young'],['Kim Ga Eun'],"['Lee Sung Kyung', 'Sung Joon', 'Kim Young Kwang', 'Ahn Hee Yeon', 'Kim Ye Won']",2023,Wednesday,16,262,2023-02-22,2023-04-12,"Life's difficulties can take a toll on anyone, and this romantic melodrama portrays the story of a man and woman who are deeply affected. Through their growing empathy and understanding for each other, they embark on a transformative journey filled with new emotions.Sim Woo Joo's life takes a turn for the worse after her father's death, when she's forced out of her home by his mistress. Seeking revenge, she approaches Han Dong Jin, the son of her father's ex-lover. As she spends more time with him, she realizes that she's fallen in love. Han Dong Jin, a workaholic with a lonely life, finds his world turned upside down by Sim Woo Joo's arrival.(Source: CK Warrior at MyDramaList)",2,710,111640900,0,0,2,0,2,7.0,1.0,544590,2,3,0,0,1,22.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Taxi Driver Season 2,모범택시2,"['Action', 'Thriller', 'Mystery', 'Crime']",SBS,['Lee Dan'],['Oh Sang Ho'],"['Kim Eui Sung', 'Lee Je Hoon', 'Pyo Ye Jin']",2023,"Friday, Saturday",16,262,2023-02-17,2023-04-15,"Despite disbanding after Do Gi's successful revenge, the Rainbow Deluxe Taxi crew, including Seong Cheol, Go Eun, Gyeong Gu, and Jin Eon, can't resist the call to reunite with their former leader. Though each attempts to live a regular life with a typical job, their innate desire to fight against injustice draws them back to one another. The group even welcomes a new member, a kind-hearted but clumsy young man named On Ha Jun, who stumbles upon the secret basement of Rainbow Taxi.Now fighting for more clients than ever before, the crew continues to battle on behalf of those wronged by an unequal society. However, their work draws the attention of a mysterious organization, which makes its presence known by killing one of Do Gi's targets before disappearing without a trace. As they try to uncover the organization's identity and motives, the Rainbow Taxi crew faces their toughest challenge yet.(Source: Viu; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).",2,768,162419600,1,1,0,0,2,1.0,2.0,773427,2,1,0,0,0,13.0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
