,daily_views,director_drama_num,screenwriter_drama_num,tot_eps,duration,season_Spring,season_Summer,season_Winter,week_of_weekend,org_terrestrial_TV,org_cable_TV,org_OTT,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
263,5457,1,2,16,80,1,0,0,0,1,0,1,2,1,0,0,2,15,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,208380,6,2,12,65,1,0,0,0,0,1,1,2,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,20390,1,4,12,60,1,0,0,1,0,1,0,2,1,0,0,0,46,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
266,35150,2,4,50,70,1,0,0,1,1,0,0,2,4,0,0,0,35,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,56701,6,3,6,57,1,0,0,0,0,0,1,2,1,0,1,0,22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,60100,6,2,20,75,1,0,0,0,0,1,0,2,2,0,0,1,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
269,58444,1,1,15,20,0,0,1,1,0,2,0,3,3,0,1,2,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,18337,1,1,10,30,0,0,1,0,1,0,0,1,1,0,0,1,36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,57516,3,1,12,60,0,0,1,1,0,1,0,2,2,1,0,0,32,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
272,225341,7,4,20,85,0,0,1,1,0,1,1,2,1,0,0,1,18,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
275,3524,3,1,16,70,0,0,1,0,1,0,1,2,2,0,1,2,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,9050,2,2,16,70,0,0,1,0,0,1,1,2,1,1,0,1,17,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
278,18159,6,4,20,65,0,0,1,0,1,2,0,2,2,0,1,0,23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
279,96180,1,1,8,60,0,0,1,0,1,0,0,1,5,0,1,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,12689,9,4,12,75,0,0,1,0,0,1,0,2,1,1,0,0,26,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
281,47960,3,3,16,70,0,0,1,1,0,1,1,3,3,1,0,0,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,41202,4,1,16,65,0,0,1,0,0,1,1,3,2,0,0,1,18,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283,34431,1,1,24,20,0,0,1,1,0,1,1,2,1,0,0,1,13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284,36935,5,5,17,33,0,0,1,0,0,1,1,3,3,1,0,0,14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,173258,5,3,10,52,0,0,1,0,0,0,1,4,2,0,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
286,36274,6,1,16,70,0,0,1,0,0,1,1,2,2,0,2,2,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,233635,5,2,20,75,0,0,1,1,0,1,0,1,1,0,0,0,14,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
290,6735,3,3,16,65,0,0,1,0,1,0,0,2,2,0,0,1,15,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,65995,6,3,16,70,0,0,0,0,0,1,0,2,2,0,0,0,20,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
292,92437,1,2,16,70,0,0,0,1,0,1,1,2,2,0,0,1,32,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
293,3907,5,1,16,62,0,0,0,1,0,1,0,2,2,0,0,0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,70453,8,1,8,63,0,0,0,0,0,3,0,3,3,0,1,2,12,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295,15561,2,1,10,60,0,0,0,0,1,1,0,1,2,0,0,2,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,104638,3,3,8,65,0,0,0,0,0,1,0,1,4,0,0,0,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,20366,6,1,20,65,0,0,0,1,1,0,0,4,1,0,0,0,16,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
298,8702,6,1,16,70,0,0,0,0,1,0,0,2,2,1,1,1,22,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
300,7651,5,1,16,70,0,0,0,0,1,0,1,2,1,0,0,1,25,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,127793,5,4,16,85,0,0,0,1,0,1,1,2,2,0,0,1,14,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
302,25494,1,1,10,60,0,0,0,1,0,1,0,3,2,1,0,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
303,180098,3,2,16,75,0,0,0,0,0,1,1,3,2,0,0,1,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,21432,2,3,16,63,0,0,0,0,1,0,1,2,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,150029,3,3,16,70,0,0,0,0,0,1,0,2,1,0,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
306,5656,7,2,16,70,0,0,0,0,0,1,0,1,2,0,0,0,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,22913,3,1,16,68,0,0,0,1,0,2,0,3,3,0,0,0,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,57498,1,1,6,51,0,0,0,0,0,0,1,1,1,0,0,0,14,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
309,6084,1,1,24,30,0,0,0,0,1,0,0,1,1,0,0,0,18,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,97673,3,1,16,70,0,0,0,0,0,1,0,2,1,0,0,0,16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,48555,10,5,16,75,0,0,0,0,0,1,1,2,1,0,0,0,13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,169366,3,3,16,69,0,0,0,1,0,1,0,2,4,0,1,0,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,52000,4,3,30,21,0,0,0,1,0,2,0,2,1,0,0,2,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,52827,3,2,16,65,0,1,0,0,1,0,0,2,2,1,1,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,23450,6,2,12,70,0,1,0,1,0,1,0,4,2,0,1,1,16,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,138835,5,1,16,70,0,1,0,1,1,0,0,2,2,0,0,1,18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
319,12738,3,2,32,35,0,1,0,0,1,0,0,2,2,0,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,79228,5,4,16,62,0,1,0,1,0,1,1,3,3,1,0,0,20,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
321,1489,3,2,10,60,0,1,0,0,0,1,0,2,1,0,0,1,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
322,107019,1,2,10,30,0,1,0,1,0,1,0,2,4,1,1,1,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,59740,7,1,16,70,0,1,0,0,0,1,0,2,2,0,0,0,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,7157,3,1,8,60,0,1,0,0,1,0,0,0,3,0,0,0,22,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,157963,3,2,12,60,0,1,0,1,0,1,0,1,2,0,0,0,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,114040,10,1,17,70,0,1,0,1,0,1,0,2,3,1,0,0,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,26705,2,2,16,70,0,1,0,0,0,1,1,4,2,0,0,0,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,47708,3,2,32,35,0,1,0,0,1,0,0,2,3,0,0,0,23,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330,28206,5,4,16,70,0,1,0,0,0,1,0,4,1,0,0,0,27,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331,11902,2,1,32,35,0,1,0,0,1,0,0,3,2,0,0,1,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,161476,5,2,16,75,0,1,0,1,0,1,1,2,1,0,0,0,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
334,62949,4,3,16,70,0,1,0,1,1,0,1,3,3,1,1,1,22,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
335,15476,4,2,16,75,0,1,0,0,0,1,0,3,3,1,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,4029,2,1,12,65,1,0,0,0,0,2,0,2,1,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,14950,5,1,32,35,1,0,0,0,1,0,1,2,2,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,40782,1,2,12,70,1,0,0,1,0,1,0,4,1,1,0,0,27,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,44537,7,1,24,35,1,0,0,0,1,0,0,2,1,0,0,0,31,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
340,12584,4,2,12,68,1,0,0,0,0,1,1,2,1,0,0,1,26,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,8812,6,1,21,62,1,0,0,1,0,1,0,3,1,0,0,0,23,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
342,167694,8,3,16,65,1,0,0,0,0,1,0,3,1,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
343,3366,4,2,32,35,1,0,0,0,1,0,0,2,2,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345,104449,5,2,10,55,1,0,0,0,0,0,1,2,2,0,1,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
346,35413,6,1,16,65,1,0,0,0,1,0,0,3,3,0,1,1,25,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
348,24102,4,1,32,35,1,0,0,0,1,0,0,2,1,0,0,0,19,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,93154,8,6,16,70,1,0,0,1,1,0,1,4,2,0,0,0,14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,11964,5,1,8,35,1,0,0,0,1,0,0,2,1,0,0,1,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,10010,6,1,16,65,1,0,0,1,0,1,1,5,1,0,0,0,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
353,4342,4,1,16,65,1,0,0,1,0,1,0,1,1,0,0,1,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
354,145823,3,3,16,80,1,0,0,1,0,1,0,1,2,0,0,1,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,55708,3,2,24,35,1,0,0,0,1,0,0,3,2,0,0,1,13,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,14237,2,1,24,35,1,0,0,0,1,0,0,1,2,0,1,0,28,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,47219,6,2,12,71,1,0,0,0,0,1,0,2,1,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,38028,5,4,32,35,1,0,0,0,1,0,0,1,1,0,1,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,21002,3,1,16,65,1,0,0,0,0,1,0,2,1,0,2,0,28,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
362,10266,4,1,16,70,1,0,0,0,1,0,0,3,1,0,2,0,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,21092,2,1,16,60,0,0,1,0,0,2,0,1,1,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,45601,8,2,16,70,0,0,1,1,0,1,1,2,2,1,1,0,16,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
365,114570,3,2,16,70,0,0,1,1,1,0,1,1,1,0,0,0,24,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,102427,6,6,12,55,0,0,1,0,0,0,1,1,1,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,6336,2,1,16,60,0,0,1,1,0,1,0,1,2,0,1,1,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,47257,1,1,32,31,0,0,1,0,1,0,0,2,2,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
371,2128,6,1,32,30,0,0,1,0,1,0,0,2,1,0,0,1,23,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
372,12914,1,1,5,42,0,0,1,1,0,2,0,1,1,0,1,1,22,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
373,211848,8,1,16,70,0,0,1,0,0,1,0,2,1,1,1,0,23,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
374,179320,7,4,16,70,0,0,1,0,1,0,0,2,2,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
375,236056,6,1,16,63,0,0,1,1,0,2,0,2,1,0,1,0,27,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
376,84352,1,1,16,75,0,0,1,0,0,1,0,2,2,0,0,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,12365,6,4,16,65,0,0,1,0,0,1,0,4,2,1,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
378,31792,10,1,16,70,0,0,1,1,0,2,0,3,2,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
380,122230,5,1,16,62,0,0,1,1,1,0,0,3,1,0,1,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,1929,5,4,32,35,0,0,1,0,1,0,0,3,2,0,0,0,29,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,5535,6,1,32,30,0,0,0,0,1,0,0,3,2,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,63272,1,1,8,16,0,0,0,1,0,0,1,1,1,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,30564,5,6,16,80,0,0,0,0,0,1,0,2,1,0,1,0,21,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386,5559,6,4,10,65,0,0,0,0,0,1,1,4,2,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389,151665,2,2,32,30,0,0,0,0,1,0,0,2,4,1,0,1,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
390,10039,2,1,16,65,0,0,0,0,0,1,0,2,2,0,1,0,12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2750,8,1,16,60,0,0,0,1,0,1,0,3,2,0,1,1,23,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
392,45600,4,2,16,60,0,0,0,1,0,1,1,1,1,0,0,0,12,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,25146,4,2,16,80,0,0,0,1,0,1,1,2,1,0,0,0,9,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
394,116087,8,1,32,35,0,0,0,0,1,0,0,4,2,0,0,1,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
395,12340,4,3,32,33,0,0,0,0,1,0,0,3,1,0,1,0,27,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
397,28839,2,6,16,65,0,0,0,1,0,1,0,1,2,1,0,0,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,8022,6,1,16,65,0,0,0,0,0,1,0,2,2,0,0,1,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399,29285,2,3,12,75,0,0,0,0,0,1,0,2,0,0,0,1,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400,15076,7,3,16,70,0,0,0,1,1,0,1,2,1,1,0,2,25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
401,5060,3,1,14,60,0,0,0,0,0,1,0,2,1,0,0,0,30,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
402,3103,1,1,32,30,0,0,0,0,1,0,0,2,4,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
403,41474,5,2,40,35,0,0,0,0,1,0,1,2,1,0,0,0,23,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,9675,4,1,16,70,0,0,0,0,0,2,0,4,2,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,12107,5,4,6,80,0,0,0,1,0,1,1,3,2,1,0,0,15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
406,43652,1,4,10,60,0,1,0,1,0,1,0,2,0,0,0,1,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
407,47961,5,1,16,66,0,1,0,0,0,1,0,2,2,0,1,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
408,34708,6,3,8,50,0,1,0,0,0,0,1,2,1,0,1,0,22,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409,75922,3,1,16,80,0,1,0,0,0,1,0,1,2,0,0,0,34,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1596,2,1,6,70,0,1,0,0,1,0,0,2,1,0,0,1,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
411,130147,2,2,16,65,0,1,0,1,0,2,0,2,3,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2556,1,4,32,35,0,1,0,0,1,0,0,2,2,1,0,1,16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,17667,4,2,32,35,0,1,0,0,1,0,0,2,1,0,0,1,17,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
414,9490,3,2,16,75,0,1,0,0,0,1,0,2,2,0,0,0,22,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
415,43624,6,2,8,50,0,1,0,0,0,0,1,3,3,1,0,2,14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,34595,4,5,16,70,0,1,0,0,0,2,0,3,1,0,1,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,35890,6,3,32,35,0,1,0,1,1,0,0,3,1,1,1,0,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419,11143,3,2,16,70,0,1,0,0,0,1,0,3,3,0,0,1,11,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
420,90561,3,3,32,35,0,1,0,0,1,0,0,3,1,0,0,1,29,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421,20044,3,2,40,35,0,1,0,0,1,0,1,3,1,0,1,1,20,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
422,11407,2,1,32,35,0,1,0,0,1,0,0,2,1,0,0,0,32,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
424,250423,5,5,16,80,0,1,0,1,0,1,0,1,1,0,1,1,24,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
426,31627,10,4,16,65,0,1,0,1,0,1,0,2,1,0,0,0,21,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
427,3380,10,1,16,60,0,1,0,1,0,1,0,2,2,0,0,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,7463,3,3,16,74,0,1,0,0,0,1,1,4,1,1,0,0,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
429,1026,5,4,6,81,0,1,0,1,0,1,1,2,2,0,0,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
430,2454,6,4,10,66,0,1,0,1,0,1,1,4,2,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
431,20772,3,3,16,65,0,1,0,1,0,1,0,3,2,0,0,0,19,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
432,135902,5,2,16,70,0,1,0,0,0,1,0,3,3,0,0,0,15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
435,11385,4,4,32,35,0,1,0,0,1,0,0,3,1,1,1,1,18,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
436,37856,5,4,6,80,0,1,0,1,0,1,1,2,2,0,0,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
437,72926,3,3,16,70,1,0,0,0,0,1,0,2,2,1,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,38509,3,2,32,35,1,0,0,0,1,0,1,2,1,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,44266,4,2,32,35,1,0,0,0,1,0,0,2,1,0,0,2,20,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441,10024,3,3,40,35,1,0,0,0,1,1,0,3,2,1,1,1,18,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,34585,8,4,16,60,1,0,0,1,0,1,0,1,0,0,0,0,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
443,56354,2,1,16,65,1,0,0,0,0,1,0,3,1,0,0,0,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,49735,8,1,16,60,1,0,0,0,0,1,1,0,2,0,0,0,14,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,13921,7,1,32,35,1,0,0,0,1,0,0,2,2,0,0,1,18,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
446,22353,6,1,40,27,1,0,0,1,1,0,0,2,2,0,0,1,18,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
447,6734,5,2,48,35,1,0,0,1,1,0,0,3,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
448,40579,6,2,8,50,1,0,0,0,0,0,1,3,3,1,0,2,14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
449,70686,8,1,16,75,1,0,0,0,0,1,0,1,1,0,0,0,20,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450,5863,4,3,12,59,1,0,0,0,1,0,0,2,2,0,0,1,14,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,7611,6,3,32,35,1,0,0,0,1,0,0,3,1,0,1,0,16,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
452,44679,2,2,16,60,1,0,0,1,0,2,0,2,3,1,1,0,22,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,4014,9,4,36,35,1,0,0,0,1,0,0,1,2,0,1,1,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
455,24978,5,1,32,35,1,0,0,0,1,0,0,3,1,0,0,0,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
456,21799,6,2,16,70,1,0,0,0,0,2,0,3,3,0,2,1,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,13335,7,1,12,60,1,0,0,1,0,1,0,1,2,0,1,1,17,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,8635,7,1,16,60,1,0,0,1,0,1,0,2,2,0,0,1,19,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460,16743,4,2,32,35,1,0,0,0,1,0,0,3,1,0,0,2,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
461,27899,6,2,16,64,1,0,0,0,0,1,0,2,2,0,0,1,14,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
462,930,5,3,32,35,1,0,0,0,1,0,0,1,3,0,0,0,21,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,16789,4,1,16,65,1,0,0,0,0,1,1,1,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
464,17634,2,3,40,30,0,0,1,1,1,0,0,2,2,0,0,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,95080,4,4,40,35,0,0,1,1,1,0,0,3,2,1,0,0,13,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
466,29212,3,1,18,18,0,0,1,0,0,1,1,2,2,0,1,1,21,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
467,37278,5,6,12,60,0,0,1,0,0,2,0,1,2,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,6907,3,3,48,30,0,0,1,0,1,0,0,5,1,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
470,8404,1,4,12,60,0,0,1,0,0,1,0,1,1,0,0,0,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,14984,9,2,16,65,0,0,1,1,0,2,0,3,2,1,0,1,27,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
472,44620,7,6,16,70,0,0,1,0,0,1,0,2,2,0,0,0,27,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
